mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
12	12	33	33	1.5		0	0	3/4	1	2	3/8	1/4	3/2		3	69	A4	4	144
12	12	33	33	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	141
12	12	34	34	1.0		1/4	1/4	3/4	3	2	1/4	1/4	1		5	35	B1	1	156
12	12	34	34	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		5	47	B2	2	153
12	12	34	34	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	149
12	12	34	34	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	142
12	12	69/2	69/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		8	68	G#4	4	145
12	12	35	35	1.0		1/2	1/2	3/4	3	2	1/4	1/4	1	1	0	36	C2	2	157
12	12	35	35	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1	1	0	48	C3	3	154
12	12	35	35	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	150
12	12	35	35	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		3	69	A4	4	146
12	12	35	35	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5	143
12	12	71/2	71/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	151
12	12	71/2	71/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	147
13	13	36	36	1.0		0	0	3/4	3	2	1/4	1/4	1	-1	0	36	C2	2	170
13	13	36	36	1.0		0	0	3/4	2	2	1/4	1/4	1	-1	0	48	C3	3	167
13	13	36	36	1.0		0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	163
13	13	36	36	1.0		0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	160
13	13	36	36	2.0		0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	158
13	13	37	37	1.0		1/4	1/4	3/4	3	2	1/4	1/4	1		5	35	B1	1	171
13	13	37	37	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		5	47	B2	2	168
13	13	37	37	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	164
13	13	37	37	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		8	68	G#4	4	161
13	13	38	38	1.0		1/2	1/2	3/4	3	2	1/4	1/4	1		3	33	A1	1	172
13	13	38	38	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	169
13	13	38	38	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	165
13	13	38	38	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	162
13	13	38	38	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	159
13	13	77/2	77/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		4	64	E4	4	166
14	14	39	39	1.0		0	0	3/4	3	2	1/4	1/4	1		2	38	D2	2	185
14	14	39	39	1.0		0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	182
14	14	39	39	1.0		0	0	3/4	2	1	1/4	1/4	1		-1	65	F4	4	178
14	14	39	39	1.0		0	0	3/4	1	2	1/4	1/4	1		3	69	A4	4	175
14	14	39	39	2.0		0	0	3/4	1	1	1/2	1/2	1		5	71	B4	4	173
14	14	40	40	1.0		1/4	1/4	3/4	3	2	1/4	1/4	1		4	40	E2	2	186
14	14	40	40	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	183
14	14	40	40	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		4	64	E4	4	179
14	14	40	40	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		8	68	G#4	4	176
14	14	81/2	81/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	180
14	14	41	41	1.0		1/2	1/2	3/4	3	2	1/4	1/4	1		3	33	A1	1	187
14	14	41	41	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	184
14	14	41	41	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	181
14	14	41	41	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		4	64	E4	4	177
14	14	41	41	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	A4	4	174
15	15	42	42	1.5		0	0	3/4	3	2	3/8	1/4	3/2		0	48	C3	3	203
15	15	42	42	1.5		0	0	3/4	2	2	3/8	1/4	3/2		0	60	C4	4	199
15	15	42	42	0.5		0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	191
15	15	42	42	1.0		0	0	3/4	2	1	1/4	1/4	1		1	67	G4	4	195
15	15	42	42	1.5		0	0	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	188
15	15	85/2	85/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	192
15	15	43	43	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	196
15	15	43	43	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	193
15	15	87/2	87/2	0.5		3/8	3/8	3/4	3	2	1/8	1/8	1		5	47	B2	2	204
15	15	87/2	87/2	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		5	59	B3	3	200
15	15	87/2	87/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	197
15	15	87/2	87/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	189
15	15	44	44	0.5		1/2	1/2	3/4	3	2	1/8	1/8	1		3	45	A2	2	205
15	15	44	44	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		3	57	A3	3	201
15	15	44	44	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	64	E4	4	198
15	15	44	44	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	194
15	15	44	44	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	190
15	15	89/2	89/2	0.5		5/8	5/8	3/4	3	2	1/8	1/8	1		1	43	G2	2	206
15	15	89/2	89/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	202
16	16	45	45	0.5		0	0	3/4	3	2	1/8	1/8	1		6	42	F#2	2	221
16	16	45	45	0.5		0	0	3/4	2	2	1/8	1/8	1		6	54	F#3	3	216
16	16	45	45	2.0		0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	214
16	16	45	45	0.5		0	0	3/4	1	2	1/8	1/8	1		3	69	A4	4	210
16	16	45	45	1.5		0	0	3/4	1	1	3/8	1/4	3/2		2	74	D5	5	207
16	16	91/2	91/2	0.5		1/8	1/8	3/4	3	2	1/8	1/8	1		4	40	E2	2	222
16	16	91/2	91/2	0.5		1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	217
16	16	91/2	91/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	211
16	16	46	46	1.0		1/4	1/4	3/4	3	2	1/4	1/4	1		2	38	D2	2	223
16	16	46	46	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	218
16	16	46	46	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	212
16	16	93/2	93/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	208
16	16	47	47	0.5		1/2	1/2	3/4	3	2	1/8	1/8	1		1	43	G2	2	224
16	16	47	47	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		1	55	G3	3	219
16	16	47	47	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	215
16	16	47	47	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	213
16	16	47	47	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	209
16	16	95/2	95/2	0.5		5/8	5/8	3/4	3	2	1/8	1/8	1		6	42	F#2	2	225
16	16	95/2	95/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		6	54	F#3	3	220
17	17	48	48	1.0		0	0	3/4	3	2	1/4	1/4	1		4	40	E2	2	238
17	17	48	48	1.0		0	0	3/4	2	2	1/4	1/4	1		4	52	E3	3	235
17	17	48	48	1.0		0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	232
17	17	48	48	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	229
17	17	48	48	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	226
17	17	49	49	1.0		1/4	1/4	3/4	3	2	1/4	1/4	1		6	42	F#2	2	239
17	17	49	49	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	236
17	17	49	49	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	233
17	17	49	49	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		3	69	A4	4	230
17	17	49	49	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	227
17	17	50	50	1.0		1/2	1/2	3/4	3	2	1/4	1/4	1		1	43	G2	2	240
17	17	50	50	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	237
17	17	50	50	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	234
17	17	50	50	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	231
17	17	50	50	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	228
18	18		51	1.0	1	0	0	3/4	3	2	1/4	1/4	1		0	36	C2	2	253
18	18		51	1.0	1	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	250
18	18		51	1.0	1	0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	246
18	18		51	1.0	1	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	243
18	18		51	2.0	1	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	241
18	18		52	1.0	1	1/4	1/4	3/4	3	2	1/4	1/4	1		2	38	D2	2	254
18	18		52	1.0	1	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	251
18	18		52	0.5	1	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	247
18	18		52	1.0	1	1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	244
18	18		105/2	0.5	1	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	248
18	18		53	1.0	1	1/2	1/2	3/4	3	2	1/4	1/4	1		1	31	G1	1	255
18	18		53	1.0	1	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	252
18	18		53	1.0	1	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	249
18	18		53	1.0	1	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	245
18	18		53	1.0	1	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	242
19	18	51	54	1.0	2	0	0	3/4	3	2	1/4	1/4	1		0	36	C2	2	268
19	18	51	54	1.0	2	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	265
19	18	51	54	1.0	2	0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	261
19	18	51	54	1.0	2	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	258
19	18	51	54	2.0	2	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	256
19	18	52	55	1.0	2	1/4	1/4	3/4	3	2	1/4	1/4	1		2	38	D2	2	269
19	18	52	55	1.0	2	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	266
19	18	52	55	0.5	2	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	262
19	18	52	55	1.0	2	1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	259
19	18	105/2	111/2	0.5	2	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	263
19	18	53	56	1.0	2	1/2	1/2	3/4	3	2	1/4	1/4	1		1	31	G1	1	270
19	18	53	56	1.0	2	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	267
19	18	53	56	1.0	2	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	264
19	18	53	56	1.0	2	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	260
19	18	53	56	1.0	2	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	257
