mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
17	15	121/2	129/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	281
17	15	121/2	129/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	263
18	16	61	65	0.5		0	0	4/4	2	2	1/8	1/8	1		6	54	F#3	3	290
18	16	61	65	0.5		0	0	4/4	1	2	1/8	1/8	1	-1	2	62	D4	4	284
18	16	61	65	3.0		0	0	4/4	2	1	3/4	1/2	3/2		2	62	D4	4	288
18	16	61	65	2.0		0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	282
18	16	123/2	131/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	291
18	16	123/2	131/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	285
18	16	62	66	2.0		1/4	1/4	4/4	2	2	1/2	1/2	1		3	57	A3	3	292
18	16	62	66	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	286
18	16	63	67	2.0		1/2	1/2	4/4	1	2	1/2	1/2	1		4	64	E4	4	287
18	16	63	67	2.0		1/2	1/2	4/4	1	1	1/2	1/2	1		1	67	G4	4	283
18	16	64	68	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	293
18	16	64	68	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	289
19	17	65	69	3.0		0	0	4/4	2	2	3/4	1/2	3/2		2	50	D3	3	297
19	17	65	69	3.0		0	0	4/4	2	1	3/4	1/2	3/2		3	57	A3	3	296
19	17	65	69	3.0		0	0	4/4	1	2	3/4	1/2	3/2		2	62	D4	4	295
19	17	65	69	3.0		0	0	4/4	1	1	3/4	1/2	3/2		6	66	F#4	4	294
