mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
25	25	199/2	199/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		558
25	25	199/2	199/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		555
25	25	199/2	199/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		552
26	26	100	100	1.0	0	0	4/4	3	2	1/4	1/4	1		2	38	D2	2		583
26	26	100	100	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3		577
26	26	100	100	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	53	F3	3		569
26	26	100	100	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		562
26	26	100	100	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4		559
26	26	201/2	201/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52	E3	3		570
26	26	101	101	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		3	33	A1	1		584
26	26	101	101	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	45	A2	2		578
26	26	101	101	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3		571
26	26	101	101	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	C4	4		563
26	26	203/2	203/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		5	35	B1	1		585
26	26	203/2	203/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		579
26	26	203/2	203/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		564
26	26	102	102	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		0	36	C2	2		586
26	26	102	102	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3		580
26	26	102	102	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	52	E3	3		572
26	26	102	102	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1	1	4	64	E4	4		565
26	26	102	102	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		560
26	26	205/2	205/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		7	37	C#2	2		587
26	26	205/2	205/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		581
26	26	205/2	205/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		573
26	26	103	103	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		588
26	26	103	103	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		582
26	26	103	103	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		574
26	26	103	103	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1	-1	4	64	E4	4		566
26	26	103	103	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		561
26	26	207/2	207/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		5	59	B3	3		575
26	26	207/2	207/2	0.25	7/8	7/8	4/4	1	2	1/16	1/16	1		2	62	D4	4		567
26	26	415/4	415/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	A3	3		576
26	26	415/4	415/4	0.25	15/16	15/16	4/4	1	2	1/16	1/16	1		0	60	C4	4		568
27	27	104	104	4.0	0	0	4/4	3	2	1	1	1		4	40	E2	2		593
27	27	104	104	4.0	0	0	4/4	2	2	1	1	1		4	52	E3	3		592
27	27	104	104	4.0	0	0	4/4	2	1	1	1	1		8	56	G#3	3		591
27	27	104	104	4.0	0	0	4/4	1	2	1	1	1		5	59	B3	3		590
27	27	104	104	4.0	0	0	4/4	1	1	1	1	1		4	64	E4	4		589
