mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
21	20	78	78	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	488								42		
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	489										
21	20	79	79	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	490										
21	20	77	77	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	491								44		
21	20	79	79	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	492										
21	20	77	77	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	493								45		
21	20	79	79	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	494										
22	21	81	81	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0			
22	21	81	81	0.0	0	0	Dynamic	4/4	1	1	0					mf								
22	21	81	81	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	495	Al-									
22	21	81	81	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	496										
22	21	81	81	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	497										
22	21	81	81	0.0	0	0	Dynamic	4/4	2	2	0					mf								
22	21	81	81	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	498										
22	21	81	81	0.0	0	0	Dynamic	4/4	4	2	0					mf								
22	21	81	81	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	499										
23	22	82	82	0.0	0	0	Spanner	4/4	1	1	0												0	
23	22	82	82	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	500	-le-								0	
23	22	83	83	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0		0	
23	22	83	83	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	501	-lu-								0	
23	22	84	84	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0		0	
23	22	84	84	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	502	-ja,								0	
23	22	85	85	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f								
23	22	85	85	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0			
23	22	85	85	0.0	3/4	3/4	Spanner	4/4	1	1	0													
23	22	85	85	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	503	al-									
23	22	171/2	171/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			
23	22	171/2	171/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	504										
23	22	82	82	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	505										
23	22	83	83	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	506										
23	22	84	84	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	507										
23	22	85	85	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	508										
23	22	171/2	171/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	509										
23	22	82	82	0.0	0	0	Spanner	4/4	2	1	0												1	
23	22	82	82	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	510									1	
23	22	165/2	165/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	511									1	
23	22	83	83	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	512									1	
23	22	167/2	167/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	513									1	
23	22	84	84	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	514									1	
23	22	85	85	0.0	3/4	3/4	Dynamic	4/4	2	1	0					f								
23	22	85	85	0.0	3/4	3/4	Spanner	4/4	2	1	0													
23	22	85	85	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	515										
23	22	82	82	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	516										
23	22	83	83	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	517										
23	22	84	84	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	518										
23	22	85	85	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	519										
23	22	171/2	171/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	520										
23	22	82	82	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	521										
23	22	83	83	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	522										
23	22	84	84	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	523										
23	22	85	85	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	524										
23	22	171/2	171/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	525										
24	23	86	86	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=61	61.0	𝅘𝅥	61.0	0.0			
24	23	86	86	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	526	-le-									
24	23	87	87	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=53	53.0	𝅘𝅥	53.0	0.0			
24	23	87	87	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	527	-lu-									
24	23	88	88	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	528	-ja,									
24	23	89	89	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0			
24	23	89	89	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	529	al-									
24	23	179/2	179/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0			
24	23	179/2	179/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	530										
24	23	86	86	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	531								46		
24	23	173/2	173/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	532										
24	23	175/2	175/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	533										
24	23	88	88	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	534										
24	23	89	89	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	535										
24	23	86	86	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	536										
24	23	175/2	175/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	537										
24	23	88	88	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	538										
24	23	89	89	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	539										
24	23	86	86	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	540										
24	23	87	87	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	541										
24	23	88	88	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	542										
24	23	89	89	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	543										
24	23	86	86	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	544										
24	23	87	87	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	545										
24	23	88	88	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	546										
24	23	89	89	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	547										
25	24	90	90	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0			
25	24	90	90	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	548	-le-									
25	24	91	91	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			
25	24	91	91	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	549	-lu-									
25	24	92	92	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57.6	58.0	𝅘𝅥	57.6	0.0			
25	24	92	92	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	550	-ja!									
25	24	93	93	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0			
25	24	93	93	0.0	3/4	3/4	Dynamic	4/4	1	1	0					ff								
25	24	93	93	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	551	Dess									
25	24	90	90	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	552								47		
25	24	181/2	181/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	553										
25	24	183/2	183/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	554										
25	24	92	92	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	555								48		
25	24	185/2	185/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	556										
25	24	93	93	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	557										
25	24	90	90	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	558										
25	24	91	91	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	559										
25	24	183/2	183/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	560										
25	24	92	92	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	561										
25	24	93	93	0.0	3/4	3/4	Dynamic	4/4	2	1	0					ff								
25	24	93	93	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	562										
25	24	187/2	187/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	563										
25	24	90	90	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	564										
25	24	181/2	181/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	565										
25	24	91	91	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	566										
25	24	183/2	183/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	567										
25	24	92	92	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	568										
25	24	93	93	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	569										
25	24	90	90	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	570										
25	24	181/2	181/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	571										
25	24	91	91	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	572										
25	24	183/2	183/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	573										
25	24	92	92	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	574										
25	24	93	93	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	575										
26	25	94	94	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0			
26	25	94	94	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	576	soll'n									
26	25	95	95	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	577	wir									
26	25	96	96	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=61	61.0	𝅘𝅥	61.0	0.0			
26	25	96	96	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	578	al-									
26	25	97	97	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0			
26	25	97	97	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	579	-le									
26	25	195/2	195/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0			
26	25	94	94	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	580										
26	25	95	95	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	581										
26	25	191/2	191/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	582										
26	25	96	96	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	583										
26	25	193/2	193/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	584										
26	25	97	97	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	585										
26	25	195/2	195/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	586										
26	25	94	94	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	587								49		
26	25	377/4	377/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	588								49		
26	25	189/2	189/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	589										
26	25	191/2	191/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	590										
26	25	96	96	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	591										
26	25	193/2	193/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	592										
26	25	97	97	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	593										
26	25	195/2	195/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	594										
26	25	94	94	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	595										
26	25	95	95	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	596										
26	25	96	96	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	597										
26	25	193/2	193/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	598										
26	25	97	97	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	599										
26	25	94	94	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	600										
26	25	95	95	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	601										
26	25	96	96	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	602										
26	25	193/2	193/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	603										
26	25	97	97	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	604										
27	26	98	98	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			
27	26	98	98	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	605	froh							50		
27	26	197/2	197/2	0.0	1/8	1/8	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0	50		
27	26	99	99	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			
27	26	99	99	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	606										
27	26	199/2	199/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0			
27	26	100	100	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	607	sein;									
27	26	101	101	0.0	3/4	3/4	Dynamic	4/4	1	1	0					ff								
27	26	101	101	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			
27	26	101	101	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	608	Chri-									
27	26	203/2	203/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=55.3	55.0	𝅘𝅥	55.3	0.0			
27	26	203/2	203/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	609										
27	26	98	98	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	610								51		
27	26	393/4	393/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	611								51		
27	26	197/2	197/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	612								51		
27	26	99	99	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	613								51		
27	26	199/2	199/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	614										
27	26	100	100	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	615										
27	26	101	101	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	616										
27	26	203/2	203/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	617										
27	26	98	98	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	618								52		
27	26	393/4	393/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	619								52		
27	26	197/2	197/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	620								52		
27	26	199/2	199/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	621										
27	26	100	100	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	622										
27	26	101	101	0.0	3/4	3/4	Dynamic	4/4	2	1	0					ff								
27	26	101	101	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	623										
27	26	98	98	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	624								53		
27	26	197/2	197/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	625								53		
27	26	99	99	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	626								53		
27	26	199/2	199/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	627										
27	26	100	100	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	628										
27	26	101	101	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	629										
27	26	98	98	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	630										
27	26	197/2	197/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	631										
27	26	99	99	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	632										
27	26	199/2	199/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	633										
27	26	100	100	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	634										
27	26	101	101	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	635										
28	27	102	102	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0			
28	27	102	102	0.0	0	0	Spanner	4/4	1	1	0													0
28	27	102	102	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	636	-stus									0
28	27	205/2	205/2	0.0	1/8	1/8	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0			0
28	27	103	103	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	637	will									0
28	27	104	104	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	638	un-									0
28	27	105	105	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	639	-ser									0
28	27	211/2	211/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0			0
28	27	102	102	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	640										0
28	27	103	103	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	641								54		0
28	27	207/2	207/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	642								54		0
28	27	415/4	415/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	643										0
28	27	104	104	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	644										0
28	27	105	105	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	645								55		0
28	27	211/2	211/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	646								55		0
28	27	423/4	423/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	647										0
28	27	102	102	0.0	0	0	Spanner	4/4	2	1	0													1
28	27	102	102	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	648								56		1
28	27	205/2	205/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	649								56		1
28	27	411/4	411/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	650										1
28	27	103	103	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	651										1
28	27	104	104	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	652								57		1
28	27	209/2	209/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	653								57		1
28	27	419/4	419/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	654										1
28	27	105	105	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	655								58		1
28	27	211/2	211/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	656								58		1
28	27	423/4	423/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	657										1
28	27	102	102	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	658										1
28	27	103	103	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	659										1
28	27	207/2	207/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	660										1
28	27	104	104	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	661										1
28	27	209/2	209/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	662										1
28	27	105	105	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	663										1
28	27	102	102	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	664										
28	27	103	103	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	665										
28	27	207/2	207/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	666										
28	27	104	104	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	667										
28	27	209/2	209/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	668										
28	27	105	105	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	669										
29	28	106	106	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=54	54.0	𝅘𝅥	54.0	0.0			0
29	28	106	106	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	670	Trost							59		0
29	28	107	107	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0			0
29	28	107	107	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	671										0
29	28	215/2	215/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0			0
29	28	108	108	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f								
29	28	108	108	0.0	1/2	1/2	Spanner	4/4	1	1	0													
29	28	108	108	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	672	sein.									
29	28	106	106	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	673								60		
29	28	213/2	213/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	674								60		
29	28	215/2	215/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	675										
29	28	108	108	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	676										
29	28	106	106	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	677								61		1
29	28	213/2	213/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	678								61		1
29	28	107	107	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	679								61		1
29	28	215/2	215/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	680										1
29	28	108	108	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f								
29	28	108	108	0.0	1/2	1/2	Spanner	4/4	2	1	0													
29	28	108	108	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	681										
29	28	106	106	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	682										
29	28	213/2	213/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	683										
29	28	107	107	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	684										
29	28	108	108	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	685										
29	28	106	106	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	686										
29	28	213/2	213/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	687										
29	28	107	107	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	688										
29	28	108	108	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	689										
30	29	110	110	0.0	0	0	Dynamic	4/4	1	1	0					f								
30	29	110	110	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0			
30	29	110	110	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	690	Ky-									
30	29	111	111	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=47.5	48.0	𝅘𝅥	47.5	0.0			
30	29	111	111	0.0	1/4	1/4	Spanner	4/4	1	1	0													2
30	29	111	111	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	691	-rie									2
30	29	112	112	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=46.5	46.0	𝅘𝅥	46.5	0.0			2
30	29	112	112	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	692	e-									2
30	29	113	113	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=46	46.0	𝅘𝅥	46.0	0.0			2
30	29	227/2	227/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=43	43.0	𝅘𝅥	43.0	0.0			2
30	29	110	110	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	693										2
30	29	111	111	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	694										2
30	29	112	112	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	695								62		2
30	29	225/2	225/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	696								62		2
30	29	113	113	0.25	3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	697								62		2
30	29	453/4	453/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	698								62		2
30	29	227/2	227/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	699								62		2
30	29	110	110	0.0	0	0	Dynamic	4/4	2	1	0					f								
30	29	110	110	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	700										
30	29	221/2	221/2	0.0	1/8	1/8	Spanner	4/4	2	1	0													3
30	29	221/2	221/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	701										3
30	29	111	111	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	702								63		3
30	29	112	112	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	703								63		3
30	29	225/2	225/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	704								63		3
30	29	451/4	451/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	705										3
30	29	113	113	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	706								64		3
30	29	110	110	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	707										3
30	29	221/2	221/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	708										3
30	29	111	111	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	709										3
30	29	223/2	223/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	710										3
30	29	112	112	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	711								65		3
30	29	225/2	225/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	712								65		3
30	29	113	113	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	713								65		3
30	29	227/2	227/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	714										3
30	29	110	110	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	715										
