mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	1	1	1	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	20									
2	1	2	2	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	21									
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	22									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	23									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	24									
2	1	1	1	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	25									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	26									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	27									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	28									
2	1	1	1	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	29									
2	1	2	2	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	30									
2	1	3	3	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	31									
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	32									
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	33									
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	34									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	35									
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	36									
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	37	-stan-								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	38	-den								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	39	bist,								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	40	werd'								
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	41									
3	2	5	5	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	42									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	43									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	44									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	45									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	46									
3	2	5	5	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	47									
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	48									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	49									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	50									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	51									
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	52									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	53									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	54									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	55									
3	2	5	5	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	56									
3	2	6	6	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	57									
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	58									
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	59									
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	60									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	61									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	62									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	63									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	64									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	65									
4	3	12	12	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	66									
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	67									
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	68	ich								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	69	im								
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	70	Grab								
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	71									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	72	nicht								
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	73									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	74									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	75									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	76									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	77									
4	3	9	9	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	78									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	79									
4	3	11	11	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	80									
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	81									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	82									
4	3	9	9	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	83									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	84									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	85									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	86									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	87									
4	3	9	9	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	88									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	89									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	90									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	91									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	92									
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=71.2	71.0	𝅘𝅥	71.2	0.0	
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	93									
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	94									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	95									
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	96									
5	4	13	13	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	97	blei-								
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98	-ben,								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	99	dein								
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	100									0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	101									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	102									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	103									
5	4	13	13	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	104									1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	105									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	106									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	107									
5	4	13	13	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	108									2
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	109									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	110									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	111									
5	4	13	13	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	112									3
5	4	14	14	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	113									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	114									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	115									
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	116									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	117									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	118									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	119									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	120									
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	121	letz-								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	122	-tes								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	123	Wort								
6	5	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	124	mein								
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	125									
6	5	17	17	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	126									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	127									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	128									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	129									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	130									
6	5	17	17	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	131									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	132									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	133									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	134									
6	5	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	135									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	136									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	137									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	138									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	139									
6	5	17	17	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	140									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	141									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	142									
6	5	20	20	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	143									
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	144									
7	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	145									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	146									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	147		ornamentTrill							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	148									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	149									
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	150	Auf-								
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	151	-fahrt								
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	152									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	153	ist,								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	154	Tods-								
7	6	21	21	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	155									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	156									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	157									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	158									
7	6	21	21	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	159									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	160									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	161									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	162									
7	6	21	21	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	163									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	164									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	165									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	166									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	167									
7	6	21	21	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	168									
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	169									
7	6	22	22	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	170									
7	6	23	23	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	171									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	172									
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	173									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	174									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176									
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177	-furcht								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	178	kannst								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179	du								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180	ver-								
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	181									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	182									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	183									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	184									
8	7	25	25	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	185									
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	186									
8	7	26	26	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	187									
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	188									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	189									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	190									
8	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	191									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	192									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	193									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	194									
8	7	25	25	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	195									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	196									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	197									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	198									
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	199									
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	200		ornamentTrill							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	201									
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	202									
9	8	29	29	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	203	-trei-								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	204	-ben:								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	205	denn								
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	206									4
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	207									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	208									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	209									
9	8	29	29	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	210									5
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	211									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	212									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	213									
9	8	29	29	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	214									6
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	215									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	216									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	217									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	218									
9	8	29	29	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	219									7
9	8	30	30	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	220									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	221									
9	8	32	32	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	222									
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	223									
10	9	33	33	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	224									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	225									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	226									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	227									
10	9	35	35	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	228									
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	229	wo								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	230	du								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	231	bist,								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	232	da								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	233									
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	234									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	235									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	236									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	237									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	238									
10	9	33	33	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	239									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	240									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	241									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	242									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	243									
10	9	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	244									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	245									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	246									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	247									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	248									
10	9	33	33	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	249									
10	9	34	34	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	250									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	251									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	252									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	253									
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	254									
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	255									
11	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70.2	70.0	𝅘𝅥	70.2	0.0	
11	10	38	38	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	256									
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	257									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	258									
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	259									
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	260	komm								
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	261	ich								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	262	hin,								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	263	dass								
11	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	264									
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	265									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	266									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	267									
11	10	37	37	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	268									
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	269									
11	10	38	38	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	270									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	271									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	272									
11	10	37	37	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	273									
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	274									
11	10	38	38	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	275									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	276									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	277									
11	10	37	37	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	278									
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	279									
11	10	38	38	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	280									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	281									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	282									
12	11	41	41	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	283									
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	284									
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	285									
