mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
23	23	66	66	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	282	auch	giebt's	Un-							49
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	283										
23	23	68	68	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	284	be-	uns	-ter-							
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	285										50
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	286										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	287										
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	288										51
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	289										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	290										
23	23	66	66	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	291										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	292										
23	23	66	66	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	293										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	294										
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	295	-scheert,	satt,	-lass;							
24	24	69	69	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	296										
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	297										
24	24	69	69	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	298										
24	24	69	69	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	299										
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	300	welch's	dass	so							
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	301										
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	302	wir	der	sing'n	ornamentTrill						52
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	303										52
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	304										
25	25	72	72	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	305										
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	306										
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	2	3/8	1/4	3/2	307										53
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	308										53
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	309										
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	310										
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	311										
25	25	72	72	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	312										54
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	313										
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	314										
25	25	72	72	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	315										55
25	25	73	73	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	316										
25	25	74	74	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	317										
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	318		Mensch	wir							
26	26	77	77	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	319		sein	das							
26	26	75	75	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	320	jet-									56
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	321										56
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	322	-zund									56
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	323										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	324	ha-									
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	325										57
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	326										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	327										
26	26	75	75	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	328										58
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	329										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	330										
26	26	75	75	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	331										59
26	26	76	76	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	332										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	333										
27	27	78	78	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	334										
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	335				ornamentTrill						
27	27	80	80	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
27	27	78	78	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	336	-ben	Le-	Gra-							
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	337	ver-	-ben	-ti-							
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	338										60
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	339										
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	340										
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	341										
27	27	78	78	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	342										61
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	343										
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	344										
27	27	78	78	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	345										62
27	27	79	79	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	346										
27	27	80	80	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	347										
28	28	81	81	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	348										
28	28	81	81	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	349	-zehrt.	hat.	-as.							
28	28	81	81	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	350										
28	28	81	81	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	351										
28	28	81	81	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	352										
