mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	16	16	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	42	der	ge-	-tel-	be-								
3	3	12	12	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	43												
3	3	14	14	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	44												7
3	3	15	15	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	45												
3	3	16	16	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	46												
3	3	12	12	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	47												
3	3	14	14	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	48												
3	3	16	16	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	49												
3	3	12	12	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	50												
3	3	14	14	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	51												
3	3	16	16	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	52												
4	4	18	18	4.0	0	0	Chord	3/2	1	1	1	1	1	53					ornamentTrill							
4	4	22	22	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	54												
4	4	18	18	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	55	From-	-nom-	-kei-	-rei-								8
4	4	20	20	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	56												
4	4	22	22	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	57	-men,	-men,	-ten!	-ten;								
4	4	18	18	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	58												9
4	4	21	21	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	59												
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	60												
4	4	18	18	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	61												10
4	4	20	20	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	62												
4	4	22	22	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	63												
4	4	18	18	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	64												11
4	4	20	20	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	65												
4	4	22	22	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	66												
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	67												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	68												
5	5	28	28	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	69												
5	5	24	24	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	70	du	so	Du,	du								
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	71	mei-	ganz	Je-	sollt								
5	5	28	28	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	72	-ner	vor	-su,	in								
5	5	24	24	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	73												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	74												
5	5	28	28	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	75												
5	5	24	24	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	76												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	77												
5	5	28	28	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	78												
5	5	24	24	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	79												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	80												
5	5	28	28	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	81												
6	6	30	30	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	82												
6	6	33	33	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	83												
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	84												
6	6	30	30	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	85	See-	Lie-	du	mei-								
6	6	32	32	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	86	-len	-be	bist	-nem								
6	6	34	34	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	87	Trost,	brennt	mein	Herz								
6	6	30	30	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	88												12
6	6	31	31	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	89												
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	90												
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	91												
6	6	30	30	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	92												
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	93												
6	6	34	34	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	94												
6	6	30	30	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	95												
6	6	32	32	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	96												
6	6	34	34	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	97												
7	7	36	36	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	98												13
7	7	37	37	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	99												
7	7	38	38	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	100					ornamentTrill							
7	7	41	41	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	101												
7	7	36	36	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	102	komm,	und	und	und								
7	7	38	38	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	103	komm	nach	ich	Mun-								14
7	7	39	39	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	104												
7	7	40	40	1.0	1	1	Chord	3/2	1	2	1/4	1/4	1	105	nur	dir	bin	-de								15
7	7	41	41	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	106												
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	107												
7	7	38	38	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	108												
7	7	40	40	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	109												
7	7	36	36	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	110												
7	7	38	38	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	111												
7	7	40	40	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	112												
7	7	36	36	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	113												
7	7	38	38	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	114												
7	7	40	40	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	115												
8	8	42	42	4.0	0	0	Chord	3/2	1	1	1	1	1	116												
8	8	42	42	4.0	0	0	Chord	3/2	1	2	1	1	1	117	bald!	wallt.	dein;	sein.								
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	118												
8	8	42	42	4.0	0	0	Chord	3/2	2	2	1	1	1	119												
8	8	42	42	4.0	0	0	Chord	3/2	3	2	1	1	1	120												
9	9	46	46	0.0	0	0	StaffText	3/2	1	1	0									Zum 2. mal piano						
9	9	46	46	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	121	Nichts	Mein										
9	9	48	48	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	122	kann	gan-										
9	9	50	50	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	123	auf	-zes										
9	9	46	46	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	124												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	125												
9	9	50	50	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	126												
9	9	46	46	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	127												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	128												
9	9	50	50	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	129												
9	9	46	46	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	130												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	131												
9	9	50	50	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	132												
9	9	46	46	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	133												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	134												
9	9	50	50	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	135												
10	10	52	52	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	136	Er-	Le-										
10	10	54	54	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	137	-den	-ben										
10	10	52	52	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	138												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	1	2	1	1	1	139												
10	10	52	52	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	140												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	141												
10	10	52	52	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	142												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	2	2	1	1	1	143												
10	10	52	52	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	144												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	3	2	1	1	1	145												
11	11	58	58	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	146	mir	sei										
11	11	60	60	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	147	lie-	dir										
11	11	62	62	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	148	-ber	er-										
11	11	58	58	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	149												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	150												
11	11	62	62	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	151												
11	11	58	58	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	152												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	153												
11	11	62	62	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	154												
11	11	58	58	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	155												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	156												
11	11	62	62	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	157												
11	11	58	58	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	158												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	159												
11	11	62	62	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	160												
12	12	64	64	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	161	wer-	-ge-										
12	12	66	66	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	162	-den,	-ben,										
12	12	64	64	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	163												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	1	2	1	1	1	164												
12	12	64	64	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	165												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	166												
12	12	64	64	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	167												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	2	2	1	1	1	168												
12	12	64	64	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	169												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	3	2	1	1	1	170												
13	13	70	70	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	171	wenn	bis										
13	13	72	72	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	172	ich,	man										
13	13	74	74	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	173	o	mich										
13	13	70	70	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	174												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	175												
13	13	74	74	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	176												
13	13	70	70	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	177												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	178												
13	13	74	74	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	179												
13	13	70	70	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	180												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	181												
13	13	74	74	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	182												
13	13	70	70	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	183												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	184												
13	13	74	74	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	185												
14	14	76	76	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	186	Je-	ein-										
14	14	78	78	0.0	1/2	1/2	Tempo	3/2	1	1	0										𝅗𝅥=70	140.0	𝅗𝅥	70.0	0.0	
14	14	79	79	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	187	-su,	-sten										
14	14	80	80	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	188	dich	legt										
14	14	76	76	3.0	0	0	Chord	3/2	1	2	3/4	1/2	3/2	189												
14	14	79	79	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	190												
14	14	80	80	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	191												
14	14	76	76	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	192												
14	14	79	79	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	193												
14	14	80	80	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	194												
14	14	76	76	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	195												
14	14	78	78	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	196												
14	14	80	80	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	197												
14	14	76	76	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	198												
14	14	78	78	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	199												
14	14	80	80	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	200												
15	15	82	82	0.0	0	0	Tempo	3/2	1	1	0										𝅗𝅥=69	138.0	𝅗𝅥	69.0	0.0	
15	15	82	82	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	201	nur	ins										16
15	15	83	83	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	202												
15	15	84	84	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	203	stets	Grab			ornamentTrill							
15	15	86	86	0.0	1	1	Tempo	3/2	1	1	0										𝅗𝅥=67	134.0	𝅗𝅥	67.0	0.0	
15	15	87	87	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	204												
15	15	82	82	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	205												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	206												
15	15	86	86	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	207	be-	hin-										
15	15	82	82	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	208												17
15	15	83	83	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	209												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	210												
15	15	86	86	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	211												
15	15	82	82	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	212												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	213												
15	15	86	86	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	214												
15	15	82	82	2.0	0	0	Chord	3/2	3	2	1/2	1/2	1	215												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	3	2	1/2	1/2	1	216												
15	15	86	86	2.0	1	1	Chord	3/2	3	2	1/2	1/2	1	217												
16	16	88	88	4.0	0	0	Chord	3/2	1	1	1	1	1	218												
16	16	88	88	4.0	0	0	Chord	3/2	1	2	1	1	1	219	-halt.	-ein.										
16	16	88	88	4.0	0	0	Chord	3/2	2	1	1	1	1	220												
16	16	88	88	4.0	0	0	Chord	3/2	2	2	1	1	1	221												
16	16	88	88	4.0	0	0	Chord	3/2	3	2	1	1	1	222												
