mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	585												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	586												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	587												
8	7	21	21	0.5	0	0	Chord	4/4	2	3	1/8	1/8	1	588												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	3	1/8	1/8	1	589												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	2	3	1/8	1/8	1	590												
8	7	45/2	45/2	0.25	3/8	3/8	Chord	4/4	2	3	1/16	1/16	1	591												
8	7	91/4	91/4	0.25	7/16	7/16	Chord	4/4	2	3	1/16	1/16	1	592												
8	7	23	23	0.5	1/2	1/2	Chord	4/4	2	3	1/8	1/8	1	593												
8	7	21	21	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	594												
8	7	22	22	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	595												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	596												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	597												
8	7	21	21	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	598												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	599												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	600												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	601												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	602												
8	7	24	24	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	603												
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	604												
8	7	21	21	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	605												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	606												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	607												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	608												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	609												
8	7	21	21	0.5	0	0	Chord	4/4	5	3	1/8	1/8	1	610												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	5	3	1/8	1/8	1	611												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	5	3	1/8	1/8	1	612												
8	7	45/2	45/2	0.25	3/8	3/8	Chord	4/4	5	3	1/16	1/16	1	613												
8	7	91/4	91/4	0.25	7/16	7/16	Chord	4/4	5	3	1/16	1/16	1	614												
8	7	23	23	0.5	1/2	1/2	Chord	4/4	5	3	1/8	1/8	1	615												
8	7	21	21	1.5	0	0	Chord	4/4	6	1	3/8	1/4	3/2	616	Un-											
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	617	-ter-											
8	7	23	23	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	618	-lass,											
8	7	24	24	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	619	da-											
8	7	21	21	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	620												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	621												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	622												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	623												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	624												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	625												
8	7	21	21	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	626												
8	7	22	22	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	627												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	628												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	629												
8	7	21	21	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	630												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	631												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	632												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	633												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	634												
8	7	24	24	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	635												
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	636												
8	7	21	21	1.5	0	0	Chord	4/4	8	1	3/8	1/4	3/2	637	Un-											
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	8	1	1/8	1/8	1	638	-ter-											
8	7	23	23	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	639	-lass,											
8	7	24	24	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	640	da-											
8	7	21	21	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	641												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	642												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	643												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	644												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	645												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	646												
8	7	21	21	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	647												
8	7	22	22	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	648												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	649												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	650												
8	7	21	21	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	651												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	652												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	653												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	654												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	655												
8	7	24	24	0.5	3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	656												
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	657												
8	7	21	21	1.5	0	0	Chord	4/4	10	1	3/8	1/4	3/2	658												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	659												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	660												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	661												
8	7	21	21	0.5	0	0	Chord	4/4	11	2	1/8	1/8	1	662												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	11	2	1/8	1/8	1	663												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	664												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	665												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	666												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	667												
8	7	21	21	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	668												
8	7	22	22	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	669												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	670												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	12	1	1/4	1/4	1	671												
8	7	21	21	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	672												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	673												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	13	2	1/8	1/8	1	674												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	13	2	1/8	1/8	1	675												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	676												
8	7	24	24	0.5	3/4	3/4	Chord	4/4	13	2	1/8	1/8	1	677												
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	13	2	1/8	1/8	1	678												
8	7	21	21	0.5	0	0	Chord	4/4	14	2	1/8	1/8	1	679												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	14	2	1/8	1/8	1	680												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	14	2	1/8	1/8	1	681												
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	14	2	1/8	1/8	1	682												
8	7	23	23	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	683												
8	7	24	24	0.5	3/4	3/4	Chord	4/4	14	2	1/8	1/8	1	684												
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	14	2	1/8	1/8	1	685												
9	8	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	686												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	687												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	688												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	689												
9	8	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	690												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	691												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	692												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	693												
9	8	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	694	-rauf	nach										
9	8	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	695	wächst	dem										
9	8	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	696	das	Tod										
9	8	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	697	wohl-	da										
9	8	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	698												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	699												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	700												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	701												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	702												
9	8	25	25	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	703												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	704												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	705												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	706												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	707												
9	8	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	708												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	709												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	710												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	711												
9	8	25	25	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	712												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	713												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	714												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	715												
9	8	25	25	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	716												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	717												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	718												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	719												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	720												
9	8	25	25	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	721	-rauf											
9	8	26	26	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	722	wächst											
9	8	27	27	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	723	das											
9	8	28	28	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	724	wohl-											
9	8	25	25	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	725												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	726												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	727												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	728												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	729												
9	8	25	25	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	730												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	731												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	732												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	733												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	734												
9	8	25	25	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	735												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	736												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	737												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	738												
9	8	25	25	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	739	-rauf											
9	8	26	26	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	740	wächst											
9	8	27	27	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	741	das											
9	8	28	28	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	742	wohl-											
9	8	25	25	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	743												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	744												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	745												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	746												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	747												
9	8	25	25	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	748												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	749												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	750												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	751												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	752												
9	8	25	25	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	753												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	754												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	755												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	756												
9	8	25	25	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	757												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	758												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	759												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	760												
9	8	25	25	1.0	0	0	Chord	4/4	11	2	1/4	1/4	1	761												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	11	2	1/4	1/4	1	762												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	763												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	11	2	1/8	1/8	1	764												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	11	2	1/8	1/8	1	765												
9	8	25	25	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	766												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	767												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	768												
9	8	28	28	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	769												
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	770												
9	8	25	25	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	771												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	772												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	773												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	774												
9	8	25	25	1.0	0	0	Chord	4/4	14	2	1/4	1/4	1	775												
9	8	26	26	1.0	1/4	1/4	Chord	4/4	14	2	1/4	1/4	1	776												
9	8	27	27	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	777												
9	8	28	28	1.0	3/4	3/4	Chord	4/4	14	2	1/4	1/4	1	778												
10	9	29	29	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
10	9	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	779												
10	9	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
10	9	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	780												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	781												
10	9	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
10	9	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	782												
10	9	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	783												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	784												
10	9	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	785	-schme-	werd'										
10	9	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	786	-ckend	ich										
10	9	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	787	Gras	sein										
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	788	sei-	bei										
10	9	29	29	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	789												
10	9	61/2	61/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	790												
10	9	123/4	123/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	791												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	792												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	793												
10	9	29	29	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	794												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	795												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	796												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	797												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	798												
10	9	29	29	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	799												
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	800												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	801												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	802												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	803												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	804												
10	9	29	29	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	805												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	806												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	807												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	808												
10	9	29	29	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	809												
10	9	61/2	61/2	0.25	3/8	3/8	Chord	4/4	5	1	1/16	1/16	1	810												
10	9	123/4	123/4	0.25	7/16	7/16	Chord	4/4	5	1	1/16	1/16	1	811												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	812												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	813												
10	9	29	29	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	814	-schme-											
10	9	30	30	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	815	-ckend											
10	9	31	31	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	816	Gras											
10	9	32	32	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	817	sei-											
10	9	29	29	1.5	0	0	Chord	4/4	6	2	3/8	1/4	3/2	818												
10	9	61/2	61/2	0.25	3/8	3/8	Chord	4/4	6	2	1/16	1/16	1	819												
10	9	123/4	123/4	0.25	7/16	7/16	Chord	4/4	6	2	1/16	1/16	1	820												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	821												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	822												
10	9	29	29	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	823												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	824												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	825												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	826												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	827												
10	9	29	29	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	828												
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	829												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	830												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	831												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	832												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	833												
10	9	29	29	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	834	-schme-											
10	9	30	30	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	835	-ckend											
10	9	31	31	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	836	Gras											
10	9	32	32	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	837	sei-											
10	9	29	29	1.5	0	0	Chord	4/4	8	2	3/8	1/4	3/2	838												
10	9	61/2	61/2	0.25	3/8	3/8	Chord	4/4	8	2	1/16	1/16	1	839												
10	9	123/4	123/4	0.25	7/16	7/16	Chord	4/4	8	2	1/16	1/16	1	840												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	841												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	842												
10	9	29	29	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	843												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	844												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	845												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	846												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	847												
10	9	29	29	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	848												
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	849												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	850												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	851												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	852												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	853												
10	9	29	29	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	854												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	855												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	856												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	857												
10	9	29	29	1.5	0	0	Chord	4/4	11	2	3/8	1/4	3/2	858												
10	9	61/2	61/2	0.25	3/8	3/8	Chord	4/4	11	2	1/16	1/16	1	859												
10	9	123/4	123/4	0.25	7/16	7/16	Chord	4/4	11	2	1/16	1/16	1	860												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	861												
10	9	32	32	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	862												
10	9	29	29	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	863												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	864												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	865												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	866												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	867												
10	9	29	29	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	868												
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	869												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	870												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	871												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	13	2	1/8	1/8	1	872												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	13	2	1/8	1/8	1	873												
10	9	29	29	0.5	0	0	Chord	4/4	14	2	1/8	1/8	1	874												
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	14	2	1/8	1/8	1	875												
10	9	30	30	1.0	1/4	1/4	Chord	4/4	14	2	1/4	1/4	1	876												
10	9	31	31	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	877												
10	9	32	32	0.5	3/4	3/4	Chord	4/4	14	2	1/8	1/8	1	878												
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	14	2	1/8	1/8	1	879												
11	10	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	880												
11	10	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
11	10	34	34	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	881												
