mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
8	8	21	21	1.5	0	0	Chord	3/4	7	1	3/8	1/4	3/2	291														
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	292														
8	8	23	23	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	293														
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	294														
8	8	21	21	1.0	0	0	Chord	3/4	7	2	1/4	1/4	1	295														
8	8	22	22	1.0	1/4	1/4	Chord	3/4	7	2	1/4	1/4	1	296														
8	8	23	23	1.0	1/2	1/2	Chord	3/4	7	2	1/4	1/4	1	297														
8	8	21	21	1.0	0	0	Chord	3/4	8	2	1/4	1/4	1	298														
8	8	22	22	1.0	1/4	1/4	Chord	3/4	8	2	1/4	1/4	1	299														
8	8	23	23	1.0	1/2	1/2	Chord	3/4	8	2	1/4	1/4	1	300														
8	8	21	21	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	301														
8	8	22	22	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	302														
8	8	23	23	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	303														
8	8	21	21	1.5	0	0	Chord	3/4	10	1	3/8	1/4	3/2	304	Psal-	was	See-											
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	10	1	1/8	1/8	1	305	-ter!	der	-le,											
8	8	23	23	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	306														
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	307														
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	308														
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	309														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	310														
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	311														
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	312														
9	9	24	24	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	313														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	314														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	315														
9	9	24	24	1.5	0	0	Chord	3/4	1	3	3/8	1/4	3/2	316														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	3	1/8	1/8	1	317														
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	318														
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	319														
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	320														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	321														
9	9	24	24	1.5	0	0	Chord	3/4	3	1	3/8	1/4	3/2	322														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	323														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	324														
9	9	24	24	1.0	0	0	Chord	3/4	4	2	1/4	1/4	1	325														
9	9	25	25	1.0	1/4	1/4	Chord	3/4	4	2	1/4	1/4	1	326														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	4	2	1/4	1/4	1	327														
9	9	24	24	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	328														
9	9	25	25	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	329														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	330														
9	9	24	24	1.5	0	0	Chord	3/4	6	1	3/8	1/4	3/2	331														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	6	1	1/8	1/8	1	332														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	333														
9	9	24	24	1.0	0	0	Chord	3/4	6	2	1/4	1/4	1	334	Har-	-mäch-	-giss											
9	9	25	25	1.0	1/4	1/4	Chord	3/4	6	2	1/4	1/4	1	335	-fe	-ti-	es											
9	9	26	26	1.0	1/2	1/2	Chord	3/4	6	2	1/4	1/4	1	336	wach'	-ge	ja											
9	9	24	24	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	337														
9	9	25	25	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	338														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	339														
9	9	24	24	1.5	0	0	Chord	3/4	7	2	3/8	1/4	3/2	340														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	7	2	1/8	1/8	1	341														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	7	2	1/4	1/4	1	342														
9	9	24	24	1.5	0	0	Chord	3/4	8	2	3/8	1/4	3/2	343														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	8	2	1/8	1/8	1	344														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	8	2	1/4	1/4	1	345														
9	9	24	24	1.5	0	0	Chord	3/4	9	2	3/8	1/4	3/2	346														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	347														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	348														
9	9	24	24	1.5	0	0	Chord	3/4	10	1	3/8	1/4	3/2	349														
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	10	1	1/8	1/8	1	350														
9	9	26	26	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	351														
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	352														
10	10	27	27	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	353														
10	10	27	27	3.0	0	0	Chord	3/4	1	3	3/4	1/2	3/2	354														
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	355														
10	10	27	27	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	356														
10	10	27	27	3.0	0	0	Chord	3/4	4	2	3/4	1/2	3/2	357														
10	10	27	27	3.0	0	0	Chord	3/4	5	1	3/4	1/2	3/2	358														
10	10	27	27	3.0	0	0	Chord	3/4	6	1	3/4	1/2	3/2	359	auf.	kann,	nicht,											
10	10	27	27	3.0	0	0	Chord	3/4	6	2	3/4	1/2	3/2	360														
10	10	27	27	3.0	0	0	Chord	3/4	7	1	3/4	1/2	3/2	361														
10	10	27	27	3.0	0	0	Chord	3/4	7	2	3/4	1/2	3/2	362														
10	10	27	27	3.0	0	0	Chord	3/4	8	2	3/4	1/2	3/2	363														
10	10	27	27	3.0	0	0	Chord	3/4	9	2	3/4	1/2	3/2	364														
10	10	27	27	3.0	0	0	Chord	3/4	10	1	3/4	1/2	3/2	365	auf.	kann,	nicht,											
11	11	30	30	0.0	0	0	Tempo	3/4	1	1	0												𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
11	11	30	30	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	366														
11	11	30	30	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	367														
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	368														
11	11	30	30	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	369														
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	3	1/2	1/2	1	370														
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	371														
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	372														
11	11	30	30	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	373														
11	11	31	31	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	374														
11	11	32	32	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	375														
11	11	30	30	1.0	0	0	Chord	3/4	4	2	1/4	1/4	1	376														
11	11	31	31	1.0	1/4	1/4	Chord	3/4	4	2	1/4	1/4	1	377														
11	11	32	32	1.0	1/2	1/2	Chord	3/4	4	2	1/4	1/4	1	378														
11	11	30	30	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	379														
11	11	31	31	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	380														
11	11	32	32	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	381														
11	11	30	30	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	382	Las-	der	Lo-											
11	11	31	31	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	383	-set	dir	-ben-											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	384	die	mit	-de,											
11	11	30	30	1.0	0	0	Chord	3/4	6	2	1/4	1/4	1	385														
11	11	31	31	1.0	1/4	1/4	Chord	3/4	6	2	1/4	1/4	1	386														
11	11	32	32	1.0	1/2	1/2	Chord	3/4	6	2	1/4	1/4	1	387														
11	11	30	30	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	388														
11	11	31	31	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	389														
11	11	32	32	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	390														
11	11	30	30	1.0	0	0	Chord	3/4	7	2	1/4	1/4	1	391														
11	11	31	31	0.5	1/4	1/4	Chord	3/4	7	2	1/8	1/8	1	392														
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	7	2	1/8	1/8	1	393														
11	11	32	32	0.5	1/2	1/2	Chord	3/4	7	2	1/8	1/8	1	394														
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	7	2	1/8	1/8	1	395														
11	11	30	30	1.0	0	0	Chord	3/4	8	2	1/4	1/4	1	396														
11	11	31	31	0.5	1/4	1/4	Chord	3/4	8	2	1/8	1/8	1	397														
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	8	2	1/8	1/8	1	398														
11	11	32	32	0.5	1/2	1/2	Chord	3/4	8	2	1/8	1/8	1	399														
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	8	2	1/8	1/8	1	400														
11	11	30	30	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	401														
11	11	31	31	0.5	1/4	1/4	Chord	3/4	9	2	1/8	1/8	1	402														
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	403														
11	11	32	32	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	404														
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	405														
11	11	30	30	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	406	Las-	der	Lo-											
11	11	31	31	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	407	-set	dir	-ben-											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	408	die	mit	-de,											
12	12	33	33	0.0	0	0	Tempo	3/4	1	1	0												𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	409														
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	410														
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	411														
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	412														
12	12	35	35	0.0	1/2	1/2	Tempo	3/4	1	1	0												𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	413														
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	414														
12	12	33	33	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	415														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	416														
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	417														
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	418														
12	12	33	33	1.0	0	0	Chord	3/4	1	3	1/4	1/4	1	419														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	3	1/4	1/4	1	420														
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	421														
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	422														
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	423														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	424														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	425														
12	12	33	33	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	426														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	427														
12	12	35	35	0.75	1/2	1/2	Chord	3/4	3	1	3/16	1/8	3/2	428														
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	429														
12	12	33	33	1.0	0	0	Chord	3/4	4	2	1/4	1/4	1	430														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	4	2	1/4	1/4	1	431														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	4	2	1/4	1/4	1	432														
12	12	33	33	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	433														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	434														
12	12	35	35	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	435														
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	436														
12	12	33	33	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	437	Mu-	Lie-	schlie-											
12	12	34	34	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	438	-si-	-be	-sse											
12	12	35	35	0.75	1/2	1/2	Chord	3/4	6	1	3/16	1/8	3/2	439	-cam	be-	mit											
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	6	1	1/16	1/16	1	440														
12	12	33	33	1.0	0	0	Chord	3/4	6	2	1/4	1/4	1	441														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	6	2	1/4	1/4	1	442														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	6	2	1/4	1/4	1	443														
12	12	33	33	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	444														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	445														
12	12	35	35	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	446														
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	447														
12	12	33	33	1.0	0	0	Chord	3/4	7	2	1/4	1/4	1	448														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	7	2	1/4	1/4	1	449														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	7	2	1/4	1/4	1	450														
12	12	33	33	1.0	0	0	Chord	3/4	8	2	1/4	1/4	1	451														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	8	2	1/4	1/4	1	452														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	8	2	1/4	1/4	1	453														
12	12	33	33	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	454														
12	12	34	34	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	455														
12	12	35	35	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	456														
12	12	33	33	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	457	Mu-	Lie-	schlie-											
12	12	34	34	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	458	-si-	-be	-sse											
12	12	35	35	0.75	1/2	1/2	Chord	3/4	10	1	3/16	1/8	3/2	459	-cam	be-	mit											
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	10	1	1/16	1/16	1	460														
13	13	36	36	0.0	0	0	Tempo	3/4	1	1	0												𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	461														
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	462														
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	463														
13	13	37	37	0.0	1/4	1/4	Tempo	3/4	1	1	0												𝅘𝅥=67.1	67.0	𝅘𝅥	67.1	0.0	
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	464														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	465														
13	13	36	36	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	466														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	467														
13	13	36	36	2.0	0	0	Chord	3/4	1	3	1/2	1/2	1	468														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	469														
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	470														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	471														
13	13	36	36	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	472														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	473														
13	13	36	36	2.0	0	0	Chord	3/4	4	2	1/2	1/2	1	474														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	4	2	1/4	1/4	1	475														
13	13	36	36	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	476														7
13	13	37	37	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	477														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	478														
13	13	36	36	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	479	hö-	-geg-	A-											
13	13	38	38	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	480	-ren.	-net!	-men!											
13	13	36	36	2.0	0	0	Chord	3/4	6	2	1/2	1/2	1	481														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	6	2	1/4	1/4	1	482														
13	13	36	36	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	483														8
13	13	37	37	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	484														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	485														
13	13	36	36	1.0	0	0	Chord	3/4	7	2	1/4	1/4	1	486														9
13	13	37	37	1.0	1/4	1/4	Chord	3/4	7	2	1/4	1/4	1	487														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	7	2	1/4	1/4	1	488														
13	13	36	36	1.0	0	0	Chord	3/4	8	2	1/4	1/4	1	489														10
13	13	37	37	1.0	1/4	1/4	Chord	3/4	8	2	1/4	1/4	1	490														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	8	2	1/4	1/4	1	491														
13	13	36	36	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	492														11
13	13	37	37	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	493														
13	13	38	38	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	494														
13	13	36	36	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	495	hö-	-geg-	A-											
13	13	38	38	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	496	-ren.	-net!	-men!											
