mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	266											
14	14	52	52	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	267											
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	268											
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	269											
15	15	56	56	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	270	wie										
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	271	denn										
15	15	58	58	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	272	die										
15	15	59	59	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	273	Schrift										
15	15	56	56	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	274											
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	275											
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	276											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	277											
15	15	56	56	0.0	0	0	StaffText	4/4	1	3	0								Ob.						
15	15	56	56	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	278											
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	279											
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	280											
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	281											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	282											
15	15	56	56	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	283											
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	284											
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	285											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	286											
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	287											
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	288											
15	15	56	56	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	289											
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	290											
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	291											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	292											
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	293											
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	294											
16	16	60	60	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	295	sa-	sa-									15
16	16	61	61	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	296											
16	16	62	62	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	297		get.									
16	16	63	63	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0	
16	16	60	60	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	298											16
16	16	61	61	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	299											16
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	300											
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	3	1/8	1/8	1	301											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	3	1/8	1/8	1	302											
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	303											17
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	304											17
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	305											17
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	306											17
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	307											
16	16	60	60	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	308	sa-										18
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	309											
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	310	-get.										
16	16	60	60	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	311	sa-										19
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	312											
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	313	-get.										
17	17	64	64	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	314	-get.										
17	17	64	64	4.0	0	0	Chord	4/4	1	2	1	1	1	315											
17	17	64	64	4.0	0	0	Chord	4/4	1	3	1	1	1	316											
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	317											
17	17	64	64	4.0	0	0	Chord	4/4	2	2	1	1	1	318											
17	17	64	64	4.0	0	0	Chord	4/4	3	2	1	1	1	319											
