mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	10	36	36	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	306									6
10	10	38	38	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	307									
10	10	36	36	3.0		0	0	Chord	4/4	12	1	3/4		1/2	3/2	308									7
10	10	39	39	1.0		3/4	3/4	Chord	4/4	12	1	1/4		1/4	1	309									
10	10	36	36	4.0		0	0	Chord	4/4	12	2	1		1	1	310									
10	10	36	36	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	311									
10	10	38	38	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	312									
10	10	36	36	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	313									
10	10	38	38	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	314									
11	11	40	40	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	315									
11	11	41	41	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	316									
11	11	83/2	83/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	317									
11	11	42	42	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	318									
11	11	43	43	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	319									
11	11	40	40	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	320									
11	11	41	41	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	321									
11	11	83/2	83/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	322									
11	11	42	42	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	323									
11	11	40	40	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	324									
11	11	40	40	4.0		0	0	Chord	4/4	3	1	1		1	1	325									
11	11	40	40	4.0		0	0	Chord	4/4	4	1	1		1	1	326									
11	11	40	40	4.0		0	0	Chord	4/4	5	1	1		1	1	327									
11	11	40	40	4.0		0	0	Chord	4/4	6	1	1		1	1	328									
11	11	40	40	4.0		0	0	Chord	4/4	7	1	1		1	1	329									
11	11	40	40	4.0		0	0	Chord	4/4	8	2	1		1	1	330									
11	11	40	40	4.0		0	0	Chord	4/4	9	1	1		1	1	331									
11	11	40	40	4.0		0	0	Chord	4/4	10	1	1		1	1	332									
11	11	40	40	4.0		0	0	Chord	4/4	11	1	1		1	1	333	-den,	-den;							
11	11	40	40	4.0		0	0	Chord	4/4	11	2	1		1	1	334									
11	11	40	40	4.0		0	0	Chord	4/4	12	1	1		1	1	335									
11	11	40	40	4.0		0	0	Chord	4/4	12	2	1		1	1	336									
11	11	40	40	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	337									
11	11	42	42	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	338									
11	11	40	40	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	339									
11	11	42	42	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	340									
12	12	44	44	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	341									
12	12	45	45	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	342									
12	12	91/2	91/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	343									
12	12	46	46	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	344									
12	12	47	47	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	345									
12	12	95/2	95/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	346									
12	12	44	44	4.0		0	0	Chord	4/4	1	2	1		1	1	347									
12	12	44	44	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	348									
12	12	46	46	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	349									
12	12	44	44	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	350									
12	12	46	46	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	351									
13	13	48	48	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	352									
13	13	97/2	97/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	353									
13	13	49	49	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	354									
13	13	99/2	99/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	355									
13	13	50	50	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	356									
13	13	101/2	101/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	357									
13	13	51	51	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	358									
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	359									
13	13	48	48	4.0		0	0	Chord	4/4	1	2	1		1	1	360									
13	13	97/2	97/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	361									
13	13	49	49	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	362									
13	13	99/2	99/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	363									
13	13	50	50	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	364									
13	13	48	48	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	365									
13	13	50	50	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	366									
13	13	48	48	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	367									
13	13	50	50	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	368									
14	14	52	52	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	369									
14	14	53	53	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	370									
14	14	107/2	107/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	371									
14	14	215/4	215/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	372									
14	14	54	54	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	373									
14	14	109/2	109/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	374									
14	14	55	55	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	375									
14	14	111/2	111/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	376									
14	14	52	52	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	377									
14	14	53	53	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	378									
14	14	107/2	107/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	379									
14	14	215/4	215/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	380									
14	14	54	54	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	381									
14	14	109/2	109/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	382									
14	14	55	55	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	383									
14	14	111/2	111/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	384									
14	14	52	52	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	385									
14	14	53	53	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	386									
14	14	54	54	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	387									
14	14	55	55	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	388									
14	14	52	52	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	389									
14	14	53	53	1.0		1/4	1/4	Chord	4/4	13	1	1/4		1/4	1	390									
14	14	54	54	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	391									
14	14	55	55	1.0		3/4	3/4	Chord	4/4	13	1	1/4		1/4	1	392									
14	14	52	52	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	393									
14	14	53	53	1.0		1/4	1/4	Chord	4/4	14	1	1/4		1/4	1	394									
14	14	54	54	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	395									
14	14	55	55	1.0		3/4	3/4	Chord	4/4	14	1	1/4		1/4	1	396									
15	15		56	0.5	1	0	0	Chord	4/4	1	1	1/8		1/8	1	397									
15	15		113/2	0.5	1	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	398									
15	15		57	0.5	1	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	399									
15	15		115/2	0.5	1	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	400									
15	15		58	0.5	1	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	401									
15	15		117/2	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	402									
15	15		59	0.5	1	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	403									
15	15		119/2	0.5	1	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	404									
15	15		56	0.5	1	0	0	Chord	4/4	1	2	1/8		1/8	1	405									
15	15		113/2	0.5	1	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	406									
15	15		57	0.5	1	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	407									
15	15		115/2	0.5	1	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	408									
15	15		58	0.5	1	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	409									
15	15		117/2	0.5	1	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	410									
15	15		59	0.5	1	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	411									
15	15		119/2	0.5	1	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	412									
15	15		56	2.0	1	0	0	Chord	4/4	2	1	1/2	r8	1/2	1	413									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	414									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	415									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	416									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	417									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	418									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	419									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	420									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	421									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	422									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	423	der								
15	15		58	2.0	1	1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	424									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	425									
15	15		58	2.0	1	1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	426									
15	15		56	1.0	1	0	0	Chord	4/4	13	1	1/4		1/4	1	427									
15	15		58	1.0	1	1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	428									
15	15		56	1.0	1	0	0	Chord	4/4	14	1	1/4		1/4	1	429									
15	15		58	1.0	1	1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	430									
16	16	56	60	0.5	2	0	0	Chord	4/4	1	1	1/8		1/8	1	431									
16	16	113/2	121/2	0.5	2	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	432									
16	16	57	61	0.5	2	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	433									
16	16	115/2	123/2	0.5	2	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	434									
16	16	58	62	0.5	2	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	435									
16	16	117/2	125/2	0.5	2	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	436									
16	16	59	63	0.5	2	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	437									
16	16	119/2	127/2	0.5	2	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	438									
16	16	56	60	0.5	2	0	0	Chord	4/4	1	2	1/8		1/8	1	439									
16	16	113/2	121/2	0.5	2	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	440									
16	16	57	61	0.5	2	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	441									
16	16	115/2	123/2	0.5	2	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	442									
16	16	58	62	0.5	2	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	443									
16	16	117/2	125/2	0.5	2	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	444									
16	16	59	63	0.5	2	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	445									
16	16	119/2	127/2	0.5	2	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	446									
16	16	56	60	1.0	2	0	0	Chord	4/4	2	1	1/4		1/4	1	447									
16	16	56	60	1.0	2	0	0	Chord	4/4	13	1	1/4		1/4	1	448									
16	16	58	62	1.0	2	1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	449									
16	16	56	60	1.0	2	0	0	Chord	4/4	14	1	1/4		1/4	1	450									
16	16	58	62	1.0	2	1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	451									
17	17	60	64	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	452									
17	17	123/2	131/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	453									
17	17	62	66	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	454									
17	17	125/2	133/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	455									
17	17	63	67	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	456									
17	17	127/2	135/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	457									
17	17	60	64	1.5		0	0	Chord	4/4	1	2	3/8		1/4	3/2	458									
17	17	123/2	131/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	459									
17	17	62	66	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	460									
17	17	125/2	133/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	461									
17	17	63	67	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	462									
17	17	127/2	135/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	463									
17	17	121/2	129/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	464									
17	17	61	65	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	465									
17	17	123/2	131/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	466									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	467									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	468									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	469									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	470									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	471									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	472									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	473									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	474									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	475									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	476	der								
17	17	62	66	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	477									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	478									
17	17	62	66	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	479									
17	17	60	64	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	480									
17	17	62	66	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	481									
17	17	60	64	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	482									
17	17	62	66	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	483									
18	18	64	68	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	484									
18	18	129/2	137/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	485									
18	18	65	69	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	486									
18	18	67	71	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	487									
18	18	64	68	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	488									
18	18	129/2	137/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	489									
18	18	65	69	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	490									
18	18	67	71	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	491									
18	18	64	68	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	492									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	493									
18	18	64	68	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	494									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	495									
18	18	64	68	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	496									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	497									
18	18	64	68	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	498									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	499									
18	18	64	68	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	500									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	501									
18	18	64	68	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	502									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	503									
18	18	64	68	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	504									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	505									
18	18	64	68	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	506									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	507									
18	18	64	68	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	508									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	509									
18	18	64	68	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	510	uns								
18	18	66	70	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	511	von								
18	18	64	68	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	512									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	513									
18	18	64	68	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	514									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	515									
18	18	64	68	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	516									
18	18	66	70	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	517									
18	18	64	68	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	518									
18	18	66	70	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	519									
18	18	64	68	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	520									
18	18	66	70	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	521									
19	19	68	72	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	522									
19	19	69	73	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	523									
19	19	71	75	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	524									
19	19	68	72	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	525									
19	19	137/2	145/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	526									
19	19	69	73	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	527									
19	19	71	75	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	528									
19	19	68	72	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	529									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	530									
19	19	68	72	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	531									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	532									
19	19	68	72	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	533									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	534									
19	19	68	72	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	535									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	536									
19	19	68	72	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	537									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	538									
19	19	68	72	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	539									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	540									
19	19	68	72	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	541									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	542									
19	19	68	72	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	543									
19	19	70	74	1.0		1/2	1/2	Chord	4/4	9	1	1/4		1/4	1	544									8
19	19	71	75	1.0		3/4	3/4	Chord	4/4	9	1	1/4		1/4	1	545									
19	19	68	72	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	546									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	547									
19	19	68	72	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	548	Mut-								
19	19	70	74	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	549	-ter-								
19	19	68	72	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	550									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	551									
19	19	68	72	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	552									
19	19	70	74	1.0		1/2	1/2	Chord	4/4	12	1	1/4		1/4	1	553									9
19	19	71	75	1.0		3/4	3/4	Chord	4/4	12	1	1/4		1/4	1	554									
19	19	68	72	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	555									
19	19	70	74	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	556									
19	19	68	72	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	557									
19	19	70	74	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	558									
19	19	68	72	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	559									
19	19	70	74	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	560									
20	20	72	76	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	561									
20	20	145/2	153/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	562									
20	20	73	77	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	563									
20	20	75	79	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	564									
20	20	151/2	159/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	565									
20	20	72	76	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	566									
20	20	145/2	153/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	567									
20	20	73	77	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	568									
20	20	75	79	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	569									
20	20	151/2	159/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	570									
20	20	72	76	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	571									
20	20	74	78	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	572									
20	20	72	76	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	573									
20	20	72	76	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	574									
20	20	72	76	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	575									
20	20	72	76	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	576									
20	20	72	76	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	577									
20	20	72	76	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	578									
20	20	72	76	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	579									
20	20	72	76	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	580									
20	20	72	76	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	581	-leib								
20	20	72	76	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	582									
20	20	72	76	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	583									
20	20	72	76	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	584									
20	20	72	76	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	585									
20	20	74	78	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	586									
20	20	72	76	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	587									
20	20	74	78	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	588									
21	21	76	80	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	589									
21	21	153/2	161/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	590									
21	21	77	81	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	591									
21	21	155/2	163/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	592									
21	21	78	82	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	593									
21	21	157/2	165/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	594									
21	21	79	83	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	595									
21	21	159/2	167/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	596									
21	21	76	80	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	597									
21	21	153/2	161/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	598									
21	21	77	81	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	599									
21	21	155/2	163/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	600									
21	21	78	82	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	601									
21	21	157/2	165/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	602									
21	21	79	83	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	603									
21	21	159/2	167/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	604									
21	21	76	80	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	605									
21	21	78	82	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	606									
21	21	76	80	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	607									
21	21	78	82	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	608									
22	22	80	84	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	609									
22	22	81	85	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	610									
22	22	163/2	171/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	611									
22	22	82	86	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	612									
22	22	83	87	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	613									
22	22	167/2	175/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	614									
22	22	80	84	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	615									
22	22	81	85	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	616									
