mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
47	47	180	184	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1234									
47	47	182	186	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1235									
47	47	180	184	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1236									
47	47	182	186	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1237									
48	48	184	188	0.0		0	0	Tempo	4/4	1	1	0								𝅗𝅥=52.2	104.0	𝅗𝅥	52.2	0.0	
48	48	184	188	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1238									
48	48	185	189	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1239									
48	48	371/2	379/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1240									
48	48	743/4	759/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1241									
48	48	186	190	0.0		1/2	1/2	Tempo	4/4	1	1	0								𝅗𝅥=48.3	97.0	𝅗𝅥	48.3	0.0	
48	48	186	190	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1242									
48	48	187	191	0.0		3/4	3/4	Tempo	4/4	1	1	0								𝅗𝅥=45	90.0	𝅗𝅥	45.0	0.0	
48	48	187	191	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1243									
48	48	375/2	383/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1244									
48	48	184	188	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1245									
48	48	185	189	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1246									
48	48	186	190	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1247									
48	48	373/2	381/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1248									
48	48	187	191	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1249									
48	48	184	188	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1250									
48	48	185	189	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1251									
48	48	186	190	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1252									
48	48	187	191	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1253									
48	48	184	188	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1254									
48	48	185	189	1.0		1/4	1/4	Chord	4/4	13	1	1/4		1/4	1	1255									
48	48	186	190	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1256									
48	48	187	191	1.0		3/4	3/4	Chord	4/4	13	1	1/4		1/4	1	1257									
48	48	184	188	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1258									
48	48	185	189	1.0		1/4	1/4	Chord	4/4	14	1	1/4		1/4	1	1259									
48	48	186	190	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1260									
48	48	187	191	1.0		3/4	3/4	Chord	4/4	14	1	1/4		1/4	1	1261									
49	49	188	192	4.0		0	0	Chord	4/4	1	1	1		1	1	1262									
49	49	188	192	4.0		0	0	Chord	4/4	1	2	1		1	1	1263									
49	49	188	192	4.0		0	0	Chord	4/4	2	1	1		1	1	1264									
49	49	188	192	4.0		0	0	Chord	4/4	13	1	1		1	1	1265									
49	49	188	192	4.0		0	0	Chord	4/4	14	1	1		1	1	1266									
