mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
13	13	36	36	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	144									
13	13	37	37	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	145									
13	13	38	38	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	146									
14	14	39	39	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
14	14	39	39	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	147	Be-	Schan-	-land,						
14	14	40	40	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
14	14	41	41	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	148	-sten	-den	wär'						
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	149									12
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	150									
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	151									
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	152									13
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	153									
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	154									
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	155									14
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	156									
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	157									
14	14	39	39	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	158									15
14	14	40	40	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	159									
14	14	41	41	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	160									
15	15	42	42	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	161	al-	mich	ich						
15	15	43	43	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	162	-le-	be-	bei						
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	163									
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	164									
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	165									
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	166									
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	167									16
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	168									
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	169									
15	15	42	42	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	170									17
15	15	43	43	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	171									
15	15	44	44	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	172									
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	173	-zeit!	-hüt'!	dir!						
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	174									
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	175									
16	16	45	45	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	176									
16	16	45	45	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	177									
