mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
17	16	45	45	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	250	-lig								
17	16	91/2	91/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								𝅘𝅥=54.96	55.0	𝅘𝅥	54.96	0.0	
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	251									
17	16	43	43	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	252									
17	16	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	253									
17	16	44	44	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	254									
17	16	45	45	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	255									
17	16	43	43	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	256									
17	16	44	44	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	257									
17	16	45	45	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	258									
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	259									
17	16	43	43	1.0	0	0	Chord	3/4	3	2	1/4		1/4	1	260									
17	16	44	44	1.0	1/4	1/4	Chord	3/4	3	2	1/4		1/4	1	261									
17	16	45	45	1.0	1/2	1/2	Chord	3/4	3	2	1/4		1/4	1	262									
17	16	43	43	1.0	0	0	Chord	3/4	4	2	1/4		1/4	1	263									
17	16	44	44	1.0	1/4	1/4	Chord	3/4	4	2	1/4		1/4	1	264									
17	16	45	45	1.0	1/2	1/2	Chord	3/4	4	2	1/4		1/4	1	265									
18	17	46	46	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	266	ist.								
18	17	46	46	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	267									
18	17	46	46	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	268									
18	17	46	46	2.0	0	0	Chord	3/4	3	2	1/2		1/2	1	269									
18	17	46	46	2.0	0	0	Chord	3/4	4	2	1/2		1/2	1	270									
