mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
13	12	44	48	0.5		3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	600									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	601									
13	12	41	45	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	602									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	603									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	604									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	10	2	1/8	1/8	1	605									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	10	2	1/8	1/8	1	606									
13	12	44	48	0.5		3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	607									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	608									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	609									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	610									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	611									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	612									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	613									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	614									
14	13	45	49	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	615									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	616									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	617									
14	13	48	52	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	618									
14	13	45	49	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	619									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	620									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	621									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	622									
14	13	48	52	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	623									
14	13	45	49	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	624	Eh-								
14	13	46	50	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	625	-re								
14	13	47	51	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	626	thu',								
14	13	48	52	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	627	vor								
14	13	45	49	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	628									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	629									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	630									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	631									
14	13	48	52	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	632									
14	13	45	49	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	633									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	634									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	635									
14	13	48	52	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	636									
14	13	45	49	0.5		0	0	Chord	4/4	6	2	1/8	1/8	1	637									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	638									
14	13	46	50	0.5		1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	639									
14	13	93/2	101/2	0.5		3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	640									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	641									
14	13	48	52	0.5		3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	642									
14	13	97/2	105/2	0.5		7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	643									
14	13	45	49	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	644									
14	13	46	50	1.0		1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	645									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	646									
14	13	48	52	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	647									
14	13	45	49	0.5		0	0	Chord	4/4	8	2	1/8	1/8	1	648									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	649									
14	13	46	50	0.5		1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	650									
14	13	93/2	101/2	0.5		3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	651									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	652									
14	13	48	52	0.5		3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	653									
14	13	97/2	105/2	0.5		7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	654									
14	13	45	49	0.5		0	0	Chord	4/4	9	2	1/8	1/8	1	655									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	656									
14	13	46	50	0.5		1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	657									
14	13	93/2	101/2	0.5		3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	658									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	659									
14	13	48	52	0.5		3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	660									
14	13	97/2	105/2	0.5		7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	661									
14	13	45	49	0.5		0	0	Chord	4/4	10	2	1/8	1/8	1	662									
14	13	91/2	99/2	0.5		1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	663									
14	13	46	50	0.5		1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	664									
14	13	93/2	101/2	0.5		3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	665									
14	13	47	51	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	666									
14	13	48	52	0.5		3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	667									
14	13	97/2	105/2	0.5		7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	668									
15	14	52	56	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	669									
15	14	105/2	113/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	670									
15	14	211/4	227/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	671									
15	14	52	56	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	672									
15	14	105/2	113/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	673									
15	14	211/4	227/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	674									
15	14	49	53	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	675									
15	14	50	54	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	676									
15	14	51	55	0.5		1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	677									
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	678									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	679									
15	14	49	53	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	680									
15	14	99/2	107/2	0.5		1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	681									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	682									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	683									
15	14	51	55	0.5		1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	684									
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	685									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	686									
15	14	49	53	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	687	ihm								
15	14	50	54	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	688	sich								
15	14	51	55	0.5		1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	689	fürch-								
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	690									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	691	te								
15	14	49	53	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	692									
15	14	99/2	107/2	0.5		1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	693									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	5	2	1/8	1/8	1	694									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	5	2	1/8	1/8	1	695									
15	14	51	55	0.5		1/2	1/2	Chord	4/4	5	2	1/8	1/8	1	696									
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	5	2	1/8	1/8	1	697									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	698									
15	14	49	53	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	699									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	700									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	701									
15	14	51	55	0.5		1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	702									
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	703									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	704									
15	14	49	53	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	705									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	706									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	707									
15	14	51	55	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	708									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	709									
15	14	49	53	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	710									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	711									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	712									
15	14	51	55	0.5		1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	713									
15	14	103/2	111/2	0.5		5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	714									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	715									
15	14	49	53	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	716									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	717									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	718									
15	14	51	55	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	719									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	720									
15	14	49	53	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	721									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	722									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	723									
15	14	51	55	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	724									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	725									
15	14	49	53	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	726									
15	14	50	54	0.5		1/4	1/4	Chord	4/4	10	2	1/8	1/8	1	727									
15	14	101/2	109/2	0.5		3/8	3/8	Chord	4/4	10	2	1/8	1/8	1	728									
15	14	51	55	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	729									
15	14	52	56	1.0		3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	730									
16	15	53	57	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	731									
16	15	107/2	115/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	732									
16	15	215/4	231/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	733									
16	15	54	58	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	734									
16	15	109/2	117/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	735									
16	15	219/4	235/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	736									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	737									
16	15	56	60	0.0		3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
16	15	53	57	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	738									
16	15	107/2	115/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	739									
16	15	215/4	231/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	740									
16	15	54	58	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	741									
16	15	109/2	117/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	742									
16	15	219/4	235/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	743									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	744									
16	15	53	57	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	745									
16	15	54	58	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	746									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	747									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	748									
16	15	53	57	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	749									
16	15	107/2	115/2	1.0		1/8	1/8	Chord	4/4	4	2	1/4	1/4	1	750									
16	15	109/2	117/2	0.5		3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	751									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	752									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	753									
16	15	53	57	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	754	al-								
16	15	54	58	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	755	-ler-								
16	15	55	59	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	756	-meist,								
16	15	56	60	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	757	und								
16	15	53	57	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	758									
16	15	107/2	115/2	1.0		1/8	1/8	Chord	4/4	5	2	1/4	1/4	1	759									
16	15	109/2	117/2	0.5		3/8	3/8	Chord	4/4	5	2	1/8	1/8	1	760									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	761									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	762									
16	15	53	57	0.5		0	0	Chord	4/4	6	1	1/8	1/8	1	763									
16	15	107/2	115/2	0.5		1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	764									
16	15	54	58	0.5		1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	765									
16	15	109/2	117/2	0.5		3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	766									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	767									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	768									
16	15	53	57	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	769									
16	15	54	58	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	770									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	771									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	772									
16	15	53	57	0.5		0	0	Chord	4/4	7	1	1/8	1/8	1	773									
16	15	107/2	115/2	0.5		1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	774									
16	15	54	58	0.5		1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	775									
16	15	109/2	117/2	0.5		3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	776									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	777									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	778									
16	15	53	57	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	779									
16	15	54	58	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	780									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	781									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	782									
16	15	53	57	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	783									
16	15	54	58	1.0		1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	784									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	785									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	786									
16	15	53	57	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	787									
16	15	54	58	1.0		1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	788									
16	15	55	59	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	789									
16	15	56	60	1.0		3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	790									
17	16	60	64	0.0		3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
17	16	60	64	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	791									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	792									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	793									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	794									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	795									
17	16	57	61	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	796									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	797									
17	16	59	63	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	798									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	799									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	800									
17	16	57	61	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	801									
17	16	115/2	123/2	0.5		1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	802									
17	16	58	62	0.5		1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	803									
17	16	117/2	125/2	0.5		3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	804									
17	16	59	63	0.5		1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	805									
17	16	119/2	127/2	0.25		5/8	5/8	Chord	4/4	4	2	1/16	1/16	1	806									
17	16	239/4	255/4	0.25		11/16	11/16	Chord	4/4	4	2	1/16	1/16	1	807									
17	16	60	64	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	808									
17	16	57	61	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	809	sprecht								
17	16	58	62	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	810	von								
17	16	59	63	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	811	Her-								
17	16	60	64	0.5		3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	812									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	813	zen:								
17	16	57	61	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	814									
17	16	115/2	123/2	0.5		1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	815									
17	16	58	62	0.5		1/4	1/4	Chord	4/4	5	2	1/8	1/8	1	816									
17	16	117/2	125/2	0.5		3/8	3/8	Chord	4/4	5	2	1/8	1/8	1	817									
17	16	59	63	0.5		1/2	1/2	Chord	4/4	5	2	1/8	1/8	1	818	Her-								20
17	16	119/2	127/2	0.25		5/8	5/8	Chord	4/4	5	2	1/16	1/16	1	819									20
17	16	239/4	255/4	0.25		11/16	11/16	Chord	4/4	5	2	1/16	1/16	1	820									20
17	16	60	64	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	821									20
17	16	57	61	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	822									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	823									
17	16	59	63	0.5		1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	824									
17	16	119/2	127/2	0.5		5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	825									
17	16	60	64	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	826									
17	16	57	61	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	827									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	828									
17	16	59	63	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	829									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	830									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	831									
17	16	57	61	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	832									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	833									
17	16	59	63	0.5		1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	834									
17	16	119/2	127/2	0.5		5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	835									
17	16	60	64	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	836									
17	16	57	61	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	837									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	838									
17	16	59	63	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	839									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	840									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	841									
17	16	57	61	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	842									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	843									
17	16	59	63	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	844									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	845									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	846									
17	16	57	61	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	847									
17	16	58	62	1.0		1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	848									
17	16	59	63	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	849									
17	16	60	64	0.5		3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	850									
17	16	121/2	129/2	0.5		7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	851									
18	17	61	65	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	852									
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	853									
18	17	62	66	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	854									
18	17	63	67	0.0		1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
18	17	63	67	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	855									
18	17	64	68	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	856		ornamentTrill							
18	17	61	65	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	857									
18	17	125/2	133/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	858									
18	17	251/4	267/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	859									
18	17	63	67	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	860									
18	17	127/2	135/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	861									
18	17	255/4	271/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	862									
18	17	64	68	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	863									
18	17	129/2	137/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	864									
18	17	62	66	0.75		1/4	1/4	Chord	4/4	1	3	3/16	1/8	3/2	865									
18	17	251/4	267/4	0.25		7/16	7/16	Chord	4/4	1	3	1/16	1/16	1	866									
18	17	63	67	0.25		1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	867									
18	17	127/2	135/2	0.25		5/8	5/8	Chord	4/4	1	3	1/16	1/16	1	868									
18	17	255/4	271/4	0.25		11/16	11/16	Chord	4/4	1	3	1/16	1/16	1	869									
18	17	64	68	1.0		3/4	3/4	Chord	4/4	1	4	1/4	1/4	1	870									
18	17	61	65	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	871									
18	17	125/2	133/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	872									
18	17	63	67	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	873									
18	17	127/2	135/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	874									
18	17	255/4	271/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	875									
18	17	64	68	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	876									
18	17	129/2	137/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	877									
18	17	61	65	2.0		0	0	Chord	4/4	3	1	1/2	1/2	1	878									
18	17	63	67	2.0		1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	879									
18	17	61	65	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	880									
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	881									
18	17	62	66	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	882									
18	17	63	67	2.0		1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	883									
18	17	61	65	2.0		0	0	Chord	4/4	5	1	1/2	1/2	1	884	A-								21
18	17	63	67	2.0		1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	885									
18	17	61	65	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	886									20
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	887									20
18	17	62	66	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	888	-zen:								
18	17	63	67	2.0		1/2	1/2	Chord	4/4	5	2	1/2	1/2	1	889	A-								
18	17	61	65	3.0		0	0	Chord	4/4	6	1	3/4	1/2	3/2	890									22
18	17	64	68	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	891									
18	17	61	65	0.5		0	0	Chord	4/4	6	2	1/8	1/8	1	892									23
18	17	123/2	131/2	0.5		1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	893									23
18	17	62	66	2.0		1/4	1/4	Chord	4/4	6	2	1/2	1/2	1	894									23
18	17	64	68	1.0		3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	895									
18	17	61	65	3.0		0	0	Chord	4/4	7	1	3/4	1/2	3/2	896									24
18	17	64	68	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	897									
