mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
13	12	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	278								
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	279								
13	12	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	280								
13	12	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	281								
13	12	41	41	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	282								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	283								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	284								
13	12	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	285								
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	286								
13	12	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	287								
13	12	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	288								
13	12	41	41	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	289								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	290								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	291								
13	12	43	43	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	292								
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	293								
13	12	44	44	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	294								
13	12	89/2	89/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	295								
14	13	45	45	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
14	13	45	45	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	296		-frie-						13
14	13	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	13
14	13	46	46	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	297								13
14	13	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	298								
14	13	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	299		-den.						
14	13	45	45	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	300								
14	13	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	301								
14	13	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	302								
14	13	45	45	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	303								
14	13	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	304								
14	13	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	305								
14	13	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	306								
14	13	45	45	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	307								14
14	13	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	308								14
14	13	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	309								
14	13	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	310								
14	13	45	45	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	311								15
14	13	91/2	91/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	312								15
14	13	46	46	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	313								
14	13	47	47	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	314								
