mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
17	12	91/2	97/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	262								
17	12	46	49	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	263								
17	12	93/2	99/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	264								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	265								
17	12	45	48	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	266								
17	12	46	49	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	267								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	268								
17	12	45	48	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	269								
17	12	46	49	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	270								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	271								
17	12	45	48	1.0		0	0	Chord	4/4	3	2	1/4	1/4	1	272								
17	12	46	49	1.0		1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	273								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	274								
