mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
8	7	28	28	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/8	7b			
8	7	28	28	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	541											
8	7	57/2	57/2	0.0	7/8	7/8	FiguredBass	4/4	14	1	0										1/8	6			
8	7	25	25	1.0	0	0	Chord	4/4	15	1	1/4	1/4	1	542											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	15	1	1/4	1/4	1	543											
8	7	27	27	1.5	1/2	1/2	Chord	4/4	15	1	3/8	1/4	3/2	544											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	15	1	1/8	1/8	1	545											
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	546											
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	547											
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0					
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	548											
9	8	31	31	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	549											
9	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	550											
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=66.3	66.0	𝅘𝅥	66.3	0.0					
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	551											
9	8	65/2	65/2	0.0	7/8	7/8	Tempo	4/4	1	1	0					𝅘𝅥=68.88	69.0	𝅘𝅥	68.88	0.0					
9	8	29	29	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	552											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	553											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	554											
9	8	29	29	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	555											
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	556											
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	557											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	558											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	559											
9	8	29	29	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	560	ge-										
9	8	31	31	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	561	-he,										
9	8	32	32	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	562	mein										
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	563											
9	8	29	29	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	564											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	565											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	566											
9	8	29	29	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	567											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	568											
9	8	32	32	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	569											
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	570											
9	8	29	29	2.0	0	0	Chord	4/4	6	2	1/2	1/2	1	571											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	572											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	573											
9	8	29	29	2.0	0	0	Chord	4/4	7	1	1/2	1/2	1	574											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	575											
9	8	32	32	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	576											
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	577											
9	8	29	29	2.0	0	0	Chord	4/4	8	1	1/2	1/2	1	578											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	579											
9	8	32	32	0.5	3/4	3/4	Chord	4/4	8	1	1/8	1/8	1	580											
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	8	1	1/8	1/8	1	581											
9	8	29	29	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	582											16
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	583											16
9	8	30	30	0.25	1/4	1/4	Chord	4/4	9	1	1/16	1/16	1	584											16
9	8	121/4	121/4	0.25	5/16	5/16	Chord	4/4	9	1	1/16	1/16	1	585											16
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	586											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	587											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	588											
9	8	29	29	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	589											17
9	8	30	30	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	590											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	591											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	592											
9	8	29	29	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	593											
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	594											
9	8	30	30	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	595											
9	8	31	31	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	596											
9	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	597											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	598											
9	8	29	29	2.0	0	0	Chord	4/4	11	1	1/2	1/2	1	599											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	600											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	601											
9	8	29	29	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	602											18
9	8	30	30	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	603											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	604											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	605											
9	8	29	29	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	606											19
9	8	30	30	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	607											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	608											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	609											
9	8	29	29	0.0	0	0	FiguredBass	4/4	14	1	0										1/4	9			
9	8	29	29	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	610											20
9	8	30	30	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/4	8			
9	8	30	30	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	611											
9	8	31	31	0.0	1/2	1/2	FiguredBass	4/4	14	1	0										1/8	4			
9	8	31	31	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	612											
9	8	63/2	63/2	0.0	5/8	5/8	FiguredBass	4/4	14	1	0										1/8	h			
9	8	32	32	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/4	b			
9	8	32	32	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	613											
9	8	29	29	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	614											21
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	615											21
9	8	30	30	0.25	1/4	1/4	Chord	4/4	15	1	1/16	1/16	1	616											21
9	8	121/4	121/4	0.25	5/16	5/16	Chord	4/4	15	1	1/16	1/16	1	617											21
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	15	1	1/8	1/8	1	618											
9	8	31	31	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	619											
9	8	32	32	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	620											
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=68.15	68.0	𝅘𝅥	68.15	0.0					
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	621											
10	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0					
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	622											
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	623											
10	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=69.6	70.0	𝅘𝅥	69.6	0.0					
10	9	35	35	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	624											
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=67.5	68.0	𝅘𝅥	67.5	0.0					
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	625											
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	626											
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	627											
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	628											
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	629											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	630											
10	9	33	33	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	631											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	632											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	633											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	634											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	635											
10	9	36	36	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	636											
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	637											
10	9	33	33	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	638	Va-										
10	9	34	34	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	639	-ter										
10	9	35	35	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	640	in										
10	9	36	36	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	641	der										
10	9	33	33	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	642											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	643											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	644											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	645											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	646											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	647											
10	9	33	33	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	648											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	649											
10	9	35	35	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	650											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	651											
10	9	33	33	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	652											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	653											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	654											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	655											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	656											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	657											
10	9	33	33	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	658											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	659											
10	9	35	35	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	660											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	661											
10	9	33	33	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	662											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	663											
10	9	35	35	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	664											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	665											
10	9	33	33	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	666											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	667											
10	9	34	34	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	668											22
10	9	69/2	69/2	0.25	3/8	3/8	Chord	4/4	9	1	1/16	1/16	1	669											22
10	9	139/4	139/4	0.25	7/16	7/16	Chord	4/4	9	1	1/16	1/16	1	670											
10	9	35	35	1.5	1/2	1/2	Chord	4/4	9	1	3/8	1/4	3/2	671											
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	672											
10	9	33	33	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	673											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	674											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	675											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	9	2	1/8	1/8	1	676											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	9	2	1/8	1/8	1	677											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	678											
10	9	33	33	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	679											
10	9	34	34	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	680											
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	681											
10	9	35	35	1.5	1/2	1/2	Chord	4/4	10	1	3/8	1/4	3/2	682											
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	683											
10	9	33	33	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	684											
10	9	34	34	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	685											
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	686											
10	9	35	35	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	687											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	688											
10	9	33	33	0.5	0	0	Chord	4/4	12	2	1/8	1/8	1	689											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	12	2	1/8	1/8	1	690											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	691											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	12	2	1/8	1/8	1	692											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	12	2	1/8	1/8	1	693											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	694											
10	9	33	33	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	695											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	696											
10	9	34	34	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	697											
10	9	35	35	0.5	1/2	1/2	Chord	4/4	13	2	1/8	1/8	1	698											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	13	2	1/8	1/8	1	699											
10	9	36	36	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	700											
10	9	33	33	0.0	0	0	FiguredBass	4/4	14	1	0										1/8	6			
10	9	33	33	0.5	0	0	Chord	4/4	14	1	1/8	1/8	1	701											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	14	1	1/8	1/8	1	702											
10	9	34	34	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/8	3			
10	9	34	34	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	703											
10	9	69/2	69/2	0.0	3/8	3/8	FiguredBass	4/4	14	1	0										1/8	4h			
10	9	35	35	0.0	1/2	1/2	FiguredBass	4/4	14	1	0										1/8	6			
10	9	35	35	0.5	1/2	1/2	Chord	4/4	14	1	1/8	1/8	1	704											
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	14	1	1/8	1/8	1	705											
10	9	36	36	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/8	6			
10	9	36	36	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	706											
10	9	73/2	73/2	0.0	7/8	7/8	FiguredBass	4/4	14	1	0										1/8	5			
10	9	33	33	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	707											
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	708											
10	9	34	34	0.5	1/4	1/4	Chord	4/4	15	1	1/8	1/8	1	709											23
10	9	69/2	69/2	0.25	3/8	3/8	Chord	4/4	15	1	1/16	1/16	1	710											23
10	9	139/4	139/4	0.25	7/16	7/16	Chord	4/4	15	1	1/16	1/16	1	711											
10	9	35	35	1.5	1/2	1/2	Chord	4/4	15	1	3/8	1/4	3/2	712											
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	15	1	1/8	1/8	1	713											
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=66.7	67.0	𝅘𝅥	66.7	0.0					
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	714											
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	715											
11	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0					
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	716											
11	10	39	39	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=63.2	63.0	𝅘𝅥	63.2	0.0					
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	717											
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=65.4	65.0	𝅘𝅥	65.4	0.0					
11	10	40	40	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	718											
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	719											
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	720											
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	721											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	722											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	723											
11	10	37	37	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	724											
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	725											
11	10	38	38	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	726											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	727											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	728											
11	10	37	37	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	729	Hö-										
11	10	39	39	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	730	he,										
11	10	40	40	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	731	weiss										
11	10	37	37	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	732											24
11	10	38	38	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	733											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	734											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	735											
11	10	37	37	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	736											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	737											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	738											
11	10	37	37	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	739											25
11	10	38	38	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	740											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	741											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	742											
11	10	37	37	2.0	0	0	Chord	4/4	7	1	1/2	1/2	1	743											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	744											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	745											
11	10	37	37	2.0	0	0	Chord	4/4	8	1	1/2	1/2	1	746											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	747											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	748											
11	10	37	37	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	749											26
11	10	38	38	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	750											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	751											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	752											
11	10	37	37	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	753											27
11	10	38	38	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	754											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	755											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	756											
11	10	37	37	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	757											
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	758											
11	10	38	38	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	759											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	760											
11	10	40	40	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	761											
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	762											
11	10	37	37	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	763											
11	10	38	38	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	764											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	765											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	766											
11	10	37	37	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	767											28
11	10	38	38	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	768											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	769											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	770											
11	10	37	37	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	771											29
11	10	38	38	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	772											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	773											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	774											
11	10	37	37	0.0	0	0	FiguredBass	4/4	14	1	0										1/4	6	4	2	
11	10	37	37	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	775											30
11	10	38	38	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/4	6	5		
11	10	38	38	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	776											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	777											
11	10	40	40	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/4	5			
11	10	40	40	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	778											
11	10	37	37	1.0	0	0	Chord	4/4	15	1	1/4	1/4	1	779											31
11	10	38	38	1.0	1/4	1/4	Chord	4/4	15	1	1/4	1/4	1	780											
11	10	39	39	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	781											
11	10	40	40	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	782											
12	11	41	41	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=67.3	67.0	𝅘𝅥	67.3	0.0					
12	11	41	41	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	783											
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	784											
12	11	42	42	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=66.2	66.0	𝅘𝅥	66.2	0.0					
12	11	42	42	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	785											
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	786											
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0					
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	787											
12	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=63.7	64.0	𝅘𝅥	63.7	0.0					
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	788											
12	11	89/2	89/2	0.0	7/8	7/8	Tempo	4/4	1	1	0					𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0					
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	789											
12	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	790											
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	791											
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	792											
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	793											
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	794											
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	795											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	796											
12	11	41	41	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	797											
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	798											
12	11	42	42	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	799											
12	11	43	43	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	800											
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	801											
12	11	41	41	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	802	al-										32
12	11	42	42	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	803											32
12	11	43	43	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	804											
12	11	44	44	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	805	-len										
