mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible
12	12	44	44	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	286	Gott,	Dank							
12	12	45	45	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	287	mein	da-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	288	Hort.	-für.							
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	289									
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	290									
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	291									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	292									
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	293									
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	294									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	295									
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	296									
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	297									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	298									
12	12	44	44	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	299									
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	300									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	301									
