mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	F4	4	16	2.62	3.12
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	12	2.62	3.12
2	1	2	1a	3	3	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	7	2.62	2.9853846153846155
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	8	2.9853846153846155	3.12
3	2	3	2a	4	4	1.0	0	0	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	29	3.12	3.3794871794871795
3	2	3	2a	4	4	1.0	0	0	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	24	3.12	3.3794871794871795
3	2	3	2a	4	4	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	22	3.12	3.3794871794871795
3	2	3	2a	4	4	1.0	0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	20	3.12	3.3794871794871795
3	2	3	2a	5	5	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	55	G3	3	30	3.3794871794871795	3.44
3	2	3	2a	5	5	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	25	3.3794871794871795	3.44
3	2	3	2a	5	5	2.0	1/4	1/4	3/4	1	2	1/2		1/2	1		1	67	G4	4	23	3.3794871794871795	4.62
3	2	3	2a	5	5	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	21	3.3794871794871795	4.62
3	2	3	2a	11/2	11/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		6	54	F#3	3	31	3.44	3.68
3	2	3	2a	11/2	11/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	26	3.44	3.68
3	2	3	2a	6	6	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		1	55	G3	3	32	3.68	4.12
3	2	3	2a	6	6	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	27	3.68	4.12
3	2	3	2a	13/2	13/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	33	4.12	4.62
3	2	3	2a	13/2	13/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	28	4.12	4.62
4	3	4	3a	7	7	0.5	0	0	3/4	2	2	1/8		1/8	1		-2	58	Bb3	3	43	4.62	5.12
4	3	4	3a	7	7	2.0	0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	41	4.62	5.879487179487179
4	3	4	3a	7	7	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	37	4.62	5.62
4	3	4	3a	7	7	1.0	0	0	3/4	1	1	1/4		1/4	1		-1	77	F5	5	34	4.62	5.62
4	3	4	3a	15/2	15/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		3	57	A3	3	44	5.12	5.62
4	3	4	3a	8	8	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		1	55	G3	3	45	5.62	5.879487179487179
4	3	4	3a	8	8	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		1	67	G4	4	38	5.62	5.866666666666667
4	3	4	3a	8	8	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	35	5.62	5.879487179487179
4	3	4	3a	17/2	17/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	39	5.866666666666667	5.879487179487179
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	46	5.879487179487179	6.14
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	G4	4	42	5.879487179487179	6.14
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	40	5.879487179487179	6.14
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	36	5.879487179487179	6.14
5	4	5	4a	10	10	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	55	6.14	7.22
5	4	5	4a	10	10	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-1	65	F4	4	52	6.14	6.893793103448276
5	4	5	4a	10	10	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	49	6.14	6.78
5	4	5	4a	10	10	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	47	6.14	7.22
5	4	5	4a	11	11	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	50	6.78	7.22
5	4	5	4a	23/2	23/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	53	6.893793103448276	7.22
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	56	7.22	7.72
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	54	7.22	7.72
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	51	7.22	7.72
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	48	7.22	7.72
6	5	6	5a	13	13	0.5	0	0	3/4	2	2	1/8		1/8	1		3	57	A3	3	68	7.72	8.2
6	5	6	5a	13	13	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	63	7.72	8.2
6	5	6	5a	13	13	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	60	7.72	8.22
6	5	6	5a	13	13	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	57	7.72	8.22
6	5	6	5a	27/2	27/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	69	8.2	8.22
6	5	6	5a	27/2	27/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	64	8.2	8.22
6	5	6	5a	14	14	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		3	57	A3	3	70	8.22	8.42
6	5	6	5a	14	14	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	65	8.22	8.42
6	5	6	5a	14	14	1.5	1/4	1/4	3/4	1	2	3/8		1/4	3/2		-1	65	F4	4	61	8.22	9.108888888888888
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	58	8.22	8.92
6	5	6	5a	29/2	29/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	71	8.42	8.92
6	5	6	5a	29/2	29/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	66	8.42	8.92
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	67	8.92	9.22
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	72	8.92	9.22
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	59	8.92	9.22
6	5	6	5a	31/2	31/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		-1	65	F4	4	62	9.108888888888888	9.22
7	6	7	6a	16	16	1.0	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	85	9.22	9.74
7	6	7	6a	16	16	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	82	9.22	9.74
7	6	7	6a	16	16	1.0	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	78	9.22	9.74
7	6	7	6a	16	16	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	73	9.22	9.74
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	86	9.74	10.18
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	83	9.74	10.18
7	6	7	6a	17	17	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	79	9.74	9.94
7	6	7	6a	17	17	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	74	9.74	9.94
7	6	7	6a	35/2	35/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	80	9.94	10.18
7	6	7	6a	35/2	35/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	75	9.94	10.18
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		2	50	D3	3	87	10.18	10.7
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	84	10.18	10.7
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	81	10.18	10.7
7	6	7	6a	18	18	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	76	10.18	10.62
7	6	7	6a	37/2	37/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	77	10.62	10.7
8	7	8	7a	19	19	1.0	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	101	10.7	11.24
8	7	8	7a	19	19	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	97	10.7	11.24
8	7	8	7a	19	19	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	92	10.7	11.24
8	7	8	7a	19	19	0.5	0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	88	10.7	10.94
8	7	8	7a	39/2	39/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	89	10.94	11.24
8	7	8	7a	20	20	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		2	50	D3	3	102	11.24	11.54
8	7	8	7a	20	20	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	98	11.24	11.68
8	7	8	7a	20	20	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-1	65	F4	4	93	11.24	11.54
8	7	8	7a	20	20	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	90	11.24	12.0
8	7	8	7a	41/2	41/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	103	11.54	11.68
8	7	8	7a	41/2	41/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	94	11.54	11.68
8	7	8	7a	21	21	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		2	50	D3	3	104	11.68	12.0
8	7	8	7a	21	21	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	99	11.68	12.0
8	7	8	7a	21	21	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	F4	4	95	11.68	12.0
8	7	8	7a	43/2	43/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	105	12.0	12.28
8	7	8	7a	43/2	43/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	100	12.0	12.28
8	7	8	7a	43/2	43/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64	E4	4	96	12.0	12.28
8	7	8	7a	43/2	43/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	91	12.0	12.28
9	8	9	8a	22	22	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	41	F2	2	109	12.28	13.6
9	8	9	8a	22	22	2.0	0	0	3/4	2	1	1/2		1/2	1		3	57	A3	3	108	12.28	13.6
9	8	9	8a	22	22	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	107	12.28	13.6
9	8	9	8a	22	22	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	106	12.28	13.6
1	0	10	8a	24	0	1.0	0	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	2	13.6	14.502173913043478
1	0	10	8a	24	0	1.0	0	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	3	13.6	14.502173913043478
1	0	10	8a	24	0	1.0	0	1/2	3/4	1	2	1/4		1/4	1		2	62	D4	4	1	13.6	14.502173913043478
1	0	10	8a	24	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	0	13.6	14.502173913043478
2	1	11	1b	25	1	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	17	14.502173913043478	14.7
2	1	11	1b	25	1	1.0	0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	13	14.502173913043478	14.7
2	1	11	1b	25	1	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	9	14.502173913043478	14.7
2	1	11	1b	25	1	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	4	14.502173913043478	14.7
2	1	11	1b	26	2	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		0	48	C3	3	18	14.7	15.24
2	1	11	1b	26	2	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	65	F4	4	14	14.7	14.94
2	1	11	1b	26	2	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	10	14.7	14.94
2	1	11	1b	26	2	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	5	14.7	14.94
2	1	11	1b	53/2	5/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	15	14.94	15.24
2	1	11	1b	53/2	5/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	11	14.94	15.24
2	1	11	1b	53/2	5/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	6	14.94	15.24
2	1	11	1b	27	3	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	19	15.24	15.7
2	1	11	1b	27	3	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	F4	4	16	15.24	15.7
2	1	11	1b	27	3	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	12	15.24	15.7
2	1	11	1b	27	3	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	7	15.24	15.44
2	1	11	1b	55/2	7/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	8	15.44	15.7
3	2	12	2b	28	4	1.0	0	0	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	29	15.7	16.289333333333335
3	2	12	2b	28	4	1.0	0	0	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	24	15.7	16.289333333333335
3	2	12	2b	28	4	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	22	15.7	16.289333333333335
3	2	12	2b	28	4	1.0	0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	20	15.7	16.289333333333335
3	2	12	2b	29	5	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	55	G3	3	30	16.289333333333335	16.32
3	2	12	2b	29	5	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	25	16.289333333333335	16.32
3	2	12	2b	29	5	2.0	1/4	1/4	3/4	1	2	1/2		1/2	1		1	67	G4	4	23	16.289333333333335	17.18
3	2	12	2b	29	5	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	21	16.289333333333335	17.18
3	2	12	2b	59/2	11/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		6	54	F#3	3	31	16.32	16.34
3	2	12	2b	59/2	11/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	26	16.32	16.34
3	2	12	2b	30	6	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		1	55	G3	3	32	16.34	16.74
3	2	12	2b	30	6	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	27	16.34	16.74
3	2	12	2b	61/2	13/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	33	16.74	17.18
3	2	12	2b	61/2	13/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	28	16.74	17.18
4	3	13	3b	31	7	0.5	0	0	3/4	2	2	1/8		1/8	1		-2	58	Bb3	3	43	17.18	17.44
4	3	13	3b	31	7	2.0	0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	41	17.18	18.16
4	3	13	3b	31	7	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	37	17.18	17.76
4	3	13	3b	31	7	1.0	0	0	3/4	1	1	1/4		1/4	1		-1	77	F5	5	34	17.18	17.76
4	3	13	3b	63/2	15/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		3	57	A3	3	44	17.44	17.76
4	3	13	3b	32	8	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		1	55	G3	3	45	17.76	18.16
4	3	13	3b	32	8	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		1	67	G4	4	38	17.76	18.04
4	3	13	3b	32	8	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	35	17.76	18.16
4	3	13	3b	65/2	17/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	39	18.04	18.16
4	3	13	3b	33	9	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	46	18.16	18.64
4	3	13	3b	33	9	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	G4	4	42	18.16	18.64
4	3	13	3b	33	9	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	40	18.16	18.64
4	3	13	3b	33	9	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	36	18.16	18.64
5	4	14	4b	34	10	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	55	18.64	19.82
5	4	14	4b	34	10	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-1	65	F4	4	52	18.64	19.78
5	4	14	4b	34	10	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	49	18.64	19.28
5	4	14	4b	34	10	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	47	18.64	19.82
5	4	14	4b	35	11	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	50	19.28	19.82
5	4	14	4b	71/2	23/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	53	19.78	19.82
5	4	14	4b	36	12	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	56	19.82	20.28
5	4	14	4b	36	12	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	54	19.82	20.28
5	4	14	4b	36	12	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	51	19.82	20.28
5	4	14	4b	36	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	48	19.82	20.28
6	5	15	5b	37	13	0.5	0	0	3/4	2	2	1/8		1/8	1		3	57	A3	3	68	20.28	20.62
6	5	15	5b	37	13	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	63	20.28	20.62
6	5	15	5b	37	13	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	60	20.28	20.72
6	5	15	5b	37	13	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	57	20.28	20.72
6	5	15	5b	75/2	27/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	69	20.62	20.72
6	5	15	5b	75/2	27/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	64	20.62	20.72
6	5	15	5b	38	14	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		3	57	A3	3	70	20.72	20.94
6	5	15	5b	38	14	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	65	20.72	20.94
6	5	15	5b	38	14	1.5	1/4	1/4	3/4	1	2	3/8		1/4	3/2		-1	65	F4	4	61	20.72	21.493939393939392
6	5	15	5b	38	14	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	58	20.72	21.44
6	5	15	5b	77/2	29/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	71	20.94	21.44
6	5	15	5b	77/2	29/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	66	20.94	21.44
6	5	15	5b	39	15	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	67	21.44	21.8
6	5	15	5b	39	15	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	72	21.44	21.8
6	5	15	5b	39	15	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	59	21.44	21.8
6	5	15	5b	79/2	31/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		-1	65	F4	4	62	21.493939393939392	21.8
7	6	16	6b	40	16	1.0	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	85	21.8	22.36
7	6	16	6b	40	16	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	82	21.8	22.36
7	6	16	6b	40	16	1.0	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	78	21.8	22.36
7	6	16	6b	40	16	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	73	21.8	22.36
7	6	16	6b	41	17	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	86	22.36	22.82
7	6	16	6b	41	17	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	83	22.36	22.82
7	6	16	6b	41	17	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	79	22.36	22.6
7	6	16	6b	41	17	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	74	22.36	22.6
7	6	16	6b	83/2	35/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	80	22.6	22.82
7	6	16	6b	83/2	35/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	75	22.6	22.82
7	6	16	6b	42	18	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		2	50	D3	3	87	22.82	23.34
7	6	16	6b	42	18	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	84	22.82	23.34
7	6	16	6b	42	18	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	81	22.82	23.34
7	6	16	6b	42	18	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	76	22.82	23.158
7	6	16	6b	85/2	37/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	77	23.158	23.34
8	7	17	7b	43	19	1.0	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	101	23.34	23.88
8	7	17	7b	43	19	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	97	23.34	23.88
8	7	17	7b	43	19	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	92	23.34	23.88
8	7	17	7b	43	19	0.5	0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	88	23.34	23.62
8	7	17	7b	87/2	39/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	89	23.62	23.88
8	7	17	7b	44	20	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		2	50	D3	3	102	23.88	24.16
8	7	17	7b	44	20	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	98	23.88	24.42
8	7	17	7b	44	20	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-1	65	F4	4	93	23.88	24.16
8	7	17	7b	44	20	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	90	23.88	24.62
8	7	17	7b	89/2	41/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	103	24.16	24.42
8	7	17	7b	89/2	41/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	94	24.16	24.42
8	7	17	7b	45	21	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		2	50	D3	3	104	24.42	24.62
8	7	17	7b	45	21	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	99	24.42	24.62
8	7	17	7b	45	21	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	F4	4	95	24.42	24.62
8	7	17	7b	91/2	43/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	105	24.62	24.9
8	7	17	7b	91/2	43/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	100	24.62	24.9
8	7	17	7b	91/2	43/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64	E4	4	96	24.62	24.9
