mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
4	4	4	4a	9	9	2.0		0	0	3/4	1	2	1/2	1/2	1		1	67	G4	4	36	5.82	6.84
4	4	4	4a	9	9	2.0		0	0	3/4	1	1	1/2	1/2	1		0	72	C5	5	34	5.82	6.84
4	4	4	4a	10	10	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	42	6.33	6.84
4	4	4	4a	11	11	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	43	6.84	7.44
4	4	4	4a	11	11	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		2	62	D4	4	39	6.84	6.96
4	4	4	4a	11	11	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	37	6.84	7.44
4	4	4	4a	11	11	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	35	6.84	7.44
4	4	4	4a	23/2	23/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		-1	65	F4	4	40	6.96	7.44
5	5	5	5a	12	12	3.0		0	0	3/4	2	2	3/4	1/2	3/2		0	48	C3	3	47	7.44	9.2
5	5	5	5a	12	12	3.0		0	0	3/4	2	1	3/4	1/2	3/2		4	64	E4	4	46	7.44	9.2
5	5	5	5a	12	12	3.0		0	0	3/4	1	2	3/4	1/2	3/2		1	67	G4	4	45	7.44	9.2
5	5	5	5a	12	12	3.0		0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	44	7.44	9.2
6	6	6	6a	15	15	1.0		0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	57	9.2	9.676363636363636
6	6	6	6a	15	15	1.0		0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	54	9.2	9.676363636363636
6	6	6	6a	15	15	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	51	9.2	9.676363636363636
6	6	6	6a	15	15	1.0		0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	48	9.2	9.676363636363636
6	6	6	6a	16	16	0.5		1/4	1/4	3/4	2	2	1/8	1/8	1		1	55	G3	3	58	9.676363636363636	10.06
6	6	6	6a	16	16	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	55	9.676363636363636	10.26
6	6	6	6a	16	16	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	52	9.676363636363636	10.26
6	6	6	6a	16	16	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	49	9.676363636363636	10.26
6	6	6	6a	33/2	33/2	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		6	54	F#3	3	59	10.06	10.26
6	6	6	6a	17	17	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		4	52	E3	3	60	10.26	10.8
6	6	6	6a	17	17	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	64	E4	4	56	10.26	10.8
6	6	6	6a	17	17	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	53	10.26	10.8
6	6	6	6a	17	17	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	50	10.26	10.8
7	7	7	7a	18	18	2.0		0	0	3/4	2	2	1/2	1/2	1		2	50	D3	3	67	10.8	12.01081081081081
7	7	7	7a	18	18	1.0		0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	65	10.8	11.8
7	7	7	7a	18	18	1.0		0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	63	10.8	11.8
7	7	7	7a	18	18	1.0		0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	61	10.8	11.8
7	7	7	7a	19	19	2.0		1/4	1/4	3/4	2	1	1/2	1/2	1		2	62	D4	4	66	11.8	12.34
7	7	7	7a	19	19	2.0		1/4	1/4	3/4	1	2	1/2	1/2	1		6	66	F#4	4	64	11.8	12.34
7	7	7	7a	19	19	2.0		1/4	1/4	3/4	1	1	1/2	1/2	1		3	69	A4	4	62	11.8	12.34
7	7	7	7a	20	20	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	68	12.01081081081081	12.34
8	8	8	8a	21	21	1.0		0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	79	12.34	12.92
8	8	8	8a	21	21	1.0		0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	76	12.34	12.92
8	8	8	8a	21	21	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	72	12.34	12.92
8	8	8	8a	21	21	1.0		0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	69	12.34	12.92
8	8	8	8a	22	22	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	77	12.92	13.5
8	8	8	8a	22	22	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		3	57	A3	3	80	12.92	13.5
8	8	8	8a	22	22	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	73	12.92	13.5
8	8	8	8a	22	22	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		7	73	C#5	5	70	12.92	13.5
8	8	8	8a	23	23	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		5	59	B3	3	81	13.5	13.82
8	8	8	8a	23	23	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	78	13.5	13.82
8	8	8	8a	23	23	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		6	66	F#4	4	74	13.5	13.7
8	8	8	8a	23	23	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	71	13.5	13.82
8	8	8	8a	47/2	47/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	75	13.7	13.82
9	9	9	9a	24	24	1.0		0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	93	13.82	14.64
9	9	9	9a	24	24	0.5		0	0	3/4	2	1	1/8	1/8	1		2	62	D4	4	89	13.82	14.2
9	9	9	9a	24	24	1.0		0	0	3/4	1	2	1/4	1/4	1		3	69	A4	4	84	13.82	14.64
9	9	9	9a	24	24	2.0		0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	82	13.82	15.02
9	9	9	9a	49/2	49/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	90	14.2	14.64
9	9	9	9a	25	25	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		1	55	G3	3	94	14.64	15.02
9	9	9	9a	25	25	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	91	14.64	15.02
9	9	9	9a	25	25	0.5		1/4	1/4	3/4	1	2	1/8	1/8	1		1	67	G4	4	85	14.64	14.7
9	9	9	9a	51/2	51/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	86	14.7	15.02
9	9	9	9a	26	26	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	92	15.02	15.66
9	9	9	9a	26	26	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		3	57	A3	3	95	15.02	15.66
9	9	9	9a	26	26	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		1	67	G4	4	87	15.02	15.18
9	9	9	9a	26	26	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	83	15.02	15.66
9	9	9	9a	53/2	53/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	88	15.18	15.66
10	10	10	10a	27	27	3.0		0	0	3/4	2	2	3/4	1/2	3/2		2	50	D3	3	99	15.66	17.908266666666666
10	10	10	10a	27	27	3.0		0	0	3/4	2	1	3/4	1/2	3/2		3	57	A3	3	98	15.66	17.908266666666666
10	10	10	10a	27	27	3.0		0	0	3/4	1	2	3/4	1/2	3/2		6	66	F#4	4	97	15.66	17.908266666666666
10	10	10	10a	27	27	3.0		0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	96	15.66	17.908266666666666
11	11	11	11a	30	30	1.0		0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	109	17.908266666666666	18.04
11	11	11	11a	30	30	1.0		0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	106	17.908266666666666	18.04
11	11	11	11a	30	30	1.0		0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	103	17.908266666666666	18.04
11	11	11	11a	30	30	1.0		0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	100	17.908266666666666	18.04
11	11	11	11a	31	31	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		0	48	C3	3	110	18.04	18.56
11	11	11	11a	31	31	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	107	18.04	18.56
11	11	11	11a	31	31	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	104	18.04	18.56
11	11	11	11a	31	31	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	A4	4	101	18.04	18.56
11	11	11	11a	32	32	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		5	47	B2	2	111	18.56	19.08
11	11	11	11a	32	32	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	108	18.56	19.08
11	11	11	11a	32	32	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		8	68	G#4	4	105	18.56	19.08
11	11	11	11a	32	32	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	102	18.56	19.08
12	12	12	12a	33	33	1.0		0	0	3/4	2	2	1/4	1/4	1		3	45	A2	2	123	19.08	19.6
12	12	12	12a	33	33	1.0		0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	119	19.08	19.6
12	12	12	12a	33	33	1.5		0	0	3/4	1	2	3/8	1/4	3/2		3	69	A4	4	115	19.08	20.04
12	12	12	12a	33	33	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	112	19.08	19.6
12	12	12	12a	34	34	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		5	47	B2	2	124	19.6	20.1
12	12	12	12a	34	34	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	120	19.6	20.1
12	12	12	12a	34	34	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	113	19.6	20.1
12	12	12	12a	69/2	69/2	0.5		3/8	3/8	3/4	1	2	1/8	1/8	1		8	68	G#4	4	116	20.04	20.1
12	12	12	12a	35	35	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1	1	0	48	C3	3	125	20.1	20.72
12	12	12	12a	35	35	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	121	20.1	20.34
12	12	12	12a	35	35	0.5		1/2	1/2	3/4	1	2	1/8	1/8	1		3	69	A4	4	117	20.1	20.34
12	12	12	12a	35	35	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5	114	20.1	20.72
12	12	12	12a	71/2	71/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	122	20.34	20.72
12	12	12	12a	71/2	71/2	0.5		5/8	5/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	118	20.34	20.72
13	13	13	13a	36	36	1.0		0	0	3/4	2	2	1/4	1/4	1	-1	0	48	C3	3	135	20.72	21.14
13	13	13	13a	36	36	1.0		0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	131	20.72	21.14
13	13	13	13a	36	36	1.0		0	0	3/4	1	2	1/4	1/4	1		6	66	F#4	4	128	20.72	21.14
13	13	13	13a	36	36	2.0		0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	126	20.72	21.68
13	13	13	13a	37	37	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		5	47	B2	2	136	21.14	21.68
13	13	13	13a	37	37	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	132	21.14	21.68
13	13	13	13a	37	37	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		8	68	G#4	4	129	21.14	21.68
13	13	13	13a	38	38	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	137	21.68	22.32
13	13	13	13a	38	38	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	133	21.68	22.02842105263158
13	13	13	13a	38	38	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	130	21.68	22.32
13	13	13	13a	38	38	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	127	21.68	22.32
13	13	13	13a	77/2	77/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		4	64	E4	4	134	22.02842105263158	22.32
14	14	14	14a	39	39	1.0		0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	147	22.32	22.74
14	14	14	14a	39	39	1.0		0	0	3/4	2	1	1/4	1/4	1		-1	65	F4	4	143	22.32	22.74
14	14	14	14a	39	39	1.0		0	0	3/4	1	2	1/4	1/4	1		3	69	A4	4	140	22.32	22.74
14	14	14	14a	39	39	2.0		0	0	3/4	1	1	1/2	1/2	1		5	71	B4	4	138	22.32	23.28
14	14	14	14a	40	40	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	148	22.74	23.28
14	14	14	14a	40	40	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		4	64	E4	4	144	22.74	23.04
14	14	14	14a	40	40	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		8	68	G#4	4	141	22.74	23.28
14	14	14	14a	81/2	81/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	145	23.04	23.28
14	14	14	14a	41	41	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	149	23.28	23.84
14	14	14	14a	41	41	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	146	23.28	23.84
14	14	14	14a	41	41	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		4	64	E4	4	142	23.28	23.84
14	14	14	14a	41	41	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	A4	4	139	23.28	23.84
15	15	15	15a	42	42	1.5		0	0	3/4	2	2	3/8	1/4	3/2		0	60	C4	4	161	23.84	24.66
15	15	15	15a	42	42	0.5		0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	153	23.84	24.22074074074074
15	15	15	15a	42	42	1.0		0	0	3/4	2	1	1/4	1/4	1		1	67	G4	4	157	23.84	24.239259259259256
15	15	15	15a	42	42	1.5		0	0	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	150	23.84	24.66
15	15	15	15a	85/2	85/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	154	24.22074074074074	24.239259259259256
15	15	15	15a	43	43	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	158	24.239259259259256	24.66
15	15	15	15a	43	43	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	155	24.239259259259256	24.9
15	15	15	15a	87/2	87/2	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		5	59	B3	3	162	24.66	24.9
15	15	15	15a	87/2	87/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	159	24.66	24.9
15	15	15	15a	87/2	87/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	151	24.66	24.9
15	15	15	15a	44	44	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		3	57	A3	3	163	24.9	25.2
15	15	15	15a	44	44	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	64	E4	4	160	24.9	25.38
15	15	15	15a	44	44	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	156	24.9	25.38
15	15	15	15a	44	44	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	152	24.9	25.38
15	15	15	15a	89/2	89/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	164	25.2	25.38
16	16	16	16a	45	45	0.5		0	0	3/4	2	2	1/8	1/8	1		6	54	F#3	3	174	25.38	25.78
16	16	16	16a	45	45	2.0		0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	172	25.38	26.36
16	16	16	16a	45	45	0.5		0	0	3/4	1	2	1/8	1/8	1		3	69	A4	4	168	25.38	25.78
16	16	16	16a	45	45	1.5		0	0	3/4	1	1	3/8	1/4	3/2		2	74	D5	5	165	25.38	26.08
16	16	16	16a	91/2	91/2	0.5		1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	175	25.78	25.86
16	16	16	16a	91/2	91/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	169	25.78	25.86
16	16	16	16a	46	46	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	176	25.86	26.36
16	16	16	16a	46	46	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	170	25.86	26.36
16	16	16	16a	93/2	93/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	166	26.08	26.36
16	16	16	16a	47	47	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		1	55	G3	3	177	26.36	26.6
16	16	16	16a	47	47	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	173	26.36	26.88
16	16	16	16a	47	47	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	171	26.36	26.88
16	16	16	16a	47	47	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	167	26.36	26.88
16	16	16	16a	95/2	95/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		6	54	F#3	3	178	26.6	26.88
17	17	17	17a	48	48	1.0		0	0	3/4	2	2	1/4	1/4	1		4	52	E3	3	188	26.88	27.5
17	17	17	17a	48	48	1.0		0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	185	26.88	27.5
17	17	17	17a	48	48	1.0		0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	182	26.88	27.5
17	17	17	17a	48	48	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	179	26.88	27.5
17	17	17	17a	49	49	1.0		1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	189	27.5	27.92
17	17	17	17a	49	49	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	186	27.5	27.92
17	17	17	17a	49	49	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		3	69	A4	4	183	27.5	27.92
17	17	17	17a	49	49	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	180	27.5	27.92
17	17	17	17a	50	50	1.0		1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	190	27.92	28.4
17	17	17	17a	50	50	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	187	27.92	28.4
17	17	17	17a	50	50	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	184	27.92	28.4
17	17	17	17a	50	50	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	181	27.92	28.4
18	18	18	18a	51	51	1.0	1	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	200	28.4	29.4
18	18	18	18a	51	51	1.0	1	0	0	3/4	2	1	1/4	1/4	1		4	64	E4	4	196	28.4	29.4
18	18	18	18a	51	51	1.0	1	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	193	28.4	29.4
18	18	18	18a	51	51	2.0	1	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	191	28.4	29.6
18	18	18	18a	52	52	1.0	1	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	201	29.4	29.6
18	18	18	18a	52	52	0.5	1	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	197	29.4	29.490243902439026
18	18	18	18a	52	52	1.0	1	1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	194	29.4	29.6
18	18	18	18a	105/2	105/2	0.5	1	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	198	29.490243902439026	29.6
18	18	18	18a	53	53	1.0	1	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	202	29.6	30.1
18	18	18	18a	53	53	1.0	1	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	199	29.6	30.1
18	18	18	18a	53	53	1.0	1	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	195	29.6	30.1
18	18	18	18a	53	53	1.0	1	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	192	29.6	30.1
15	15	19	15b	54	42	1.5		0	0	3/4	2	2	3/8	1/4	3/2		0	60	C4	4	161	30.1	30.92
15	15	19	15b	54	42	0.5		0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	153	30.1	30.6
15	15	19	15b	54	42	1.0		0	0	3/4	2	1	1/4	1/4	1		1	67	G4	4	157	30.1	30.77888888888889
15	15	19	15b	54	42	1.5		0	0	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	150	30.1	30.92
15	15	19	15b	109/2	85/2	0.5		1/8	1/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	154	30.6	30.77888888888889
15	15	19	15b	55	43	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	158	30.77888888888889	30.92
15	15	19	15b	55	43	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	155	30.77888888888889	31.18
15	15	19	15b	111/2	87/2	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		5	59	B3	3	162	30.92	31.18
15	15	19	15b	111/2	87/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	159	30.92	31.18
15	15	19	15b	111/2	87/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	151	30.92	31.18
15	15	19	15b	56	44	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		3	57	A3	3	163	31.18	31.39153846153846
15	15	19	15b	56	44	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	64	E4	4	160	31.18	31.68
15	15	19	15b	56	44	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	156	31.18	31.68
15	15	19	15b	56	44	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	152	31.18	31.68
15	15	19	15b	113/2	89/2	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	164	31.39153846153846	31.68
16	16	20	16b	57	45	0.5		0	0	3/4	2	2	1/8	1/8	1		6	54	F#3	3	174	31.68	32.0
16	16	20	16b	57	45	2.0		0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	172	31.68	32.64
16	16	20	16b	57	45	0.5		0	0	3/4	1	2	1/8	1/8	1		3	69	A4	4	168	31.68	32.0
