mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
13	11	42	42	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	554													
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	555													
13	11	43	43	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	556													5
13	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	557													5
13	11	44	44	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	558													
13	11	41	41	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	559													
13	11	42	42	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	560													
13	11	43	43	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	561													
13	11	44	44	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	562													
13	11	41	41	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	563													
13	11	42	42	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	564													
13	11	43	43	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	565													
13	11	44	44	0.5	3/4	3/4	Chord	4/4	6	1	1/8	1/8	1	566													
13	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	6	1	1/8	1/8	1	567													
13	11	41	41	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	568													
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	569													
13	11	42	42	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	570													
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	571													
13	11	43	43	0.0	1/2	1/2	FiguredBass	4/4	7	1	0													1/8	6	5	
13	11	43	43	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	572													
13	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	573													
13	11	44	44	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	574													
13	11	41	41	0.5	0	0	Chord	4/4	8	1	1/8	1/8	1	575													
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	8	1	1/8	1/8	1	576													
13	11	42	42	0.5	1/4	1/4	Chord	4/4	8	1	1/8	1/8	1	577													
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	8	1	1/8	1/8	1	578													
13	11	43	43	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	579													
13	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	580													
13	11	44	44	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	581													
13	11	41	41	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	582													
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	583													
13	11	42	42	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	584													
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	585													
13	11	43	43	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	586													
13	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	587													
13	11	44	44	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	588													
14	12	45	45	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	589													
14	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	590													
14	12	46	46	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	591													
14	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	592													
14	12	47	47	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0				
14	12	47	47	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	593													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	594													
14	12	48	48	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	595													
14	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	596													
14	12	45	45	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	597	-den:												
14	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	598	Auf												
14	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	599	dein'												
14	12	45	45	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	600													
14	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	601													
14	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	602													
14	12	45	45	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	603													
14	12	47	47	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	604													
14	12	48	48	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	605													
14	12	45	45	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	606													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	607													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	608													
14	12	48	48	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	609													
14	12	45	45	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	610													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	611													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	612													
14	12	48	48	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	613													
14	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	614													
14	12	45	45	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	615													
14	12	47	47	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	616													
14	12	48	48	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	617													
14	12	45	45	2.0	0	0	Chord	4/4	6	1	1/2	1/2	1	618													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	619													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	620													
14	12	48	48	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	621													
14	12	45	45	2.0	0	0	Chord	4/4	7	1	1/2	1/2	1	622													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	623													
14	12	95/2	95/2	0.0	5/8	5/8	FiguredBass	4/4	7	1	0													1/8	6		
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	624													
14	12	48	48	0.0	3/4	3/4	FiguredBass	4/4	7	1	0													1/8	6		
14	12	48	48	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	625													
14	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	626													
14	12	45	45	2.0	0	0	Chord	4/4	8	1	1/2	1/2	1	627													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	628													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	629													
14	12	48	48	0.5	3/4	3/4	Chord	4/4	8	1	1/8	1/8	1	630													
14	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	8	1	1/8	1/8	1	631													
14	12	45	45	2.0	0	0	Chord	4/4	9	1	1/2	1/2	1	632													
14	12	47	47	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	633													
14	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	634													
14	12	48	48	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	635													
14	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	636													
15	13	49	49	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=64.2	64.0	𝅘𝅥	64.2	0.0				
15	13	49	49	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	637													
15	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	638													
15	13	50	50	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	639													
15	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	640													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	641													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	642													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	643													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	644													
15	13	49	49	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	645	Wort												
15	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	646	komm'												
15	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	647	ich												
15	13	52	52	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	648	ge-												
15	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	649													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	650													
15	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	651													
15	13	52	52	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	652													
15	13	49	49	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	653													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	654													
15	13	51	51	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	655													
15	13	52	52	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	656													
15	13	49	49	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	657													
15	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	658													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	659													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	660													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	661													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	662													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	663													
15	13	49	49	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	664													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	665													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	666													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	667													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	668													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	669													
15	13	49	49	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	670													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	671													
15	13	51	51	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	672													
15	13	52	52	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	673													
15	13	49	49	0.5	0	0	Chord	4/4	6	1	1/8	1/8	1	674													
15	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	675													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	676													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	677													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	678													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	6	1	1/8	1/8	1	679													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	6	1	1/8	1/8	1	680													
15	13	49	49	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	681													
15	13	50	50	0.0	1/4	1/4	FiguredBass	4/4	7	1	0													1/8	7		
15	13	50	50	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	682													
15	13	101/2	101/2	0.0	3/8	3/8	FiguredBass	4/4	7	1	0													1/8	6		
15	13	51	51	0.0	1/2	1/2	FiguredBass	4/4	7	1	0													1/8	6	5	
15	13	51	51	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	683													
15	13	103/2	103/2	0.0	5/8	5/8	FiguredBass	4/4	7	1	0													1/8	6	5	
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	684													
15	13	52	52	0.0	3/4	3/4	FiguredBass	4/4	7	1	0													1/8	9		
15	13	52	52	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	685													
15	13	105/2	105/2	0.0	7/8	7/8	FiguredBass	4/4	7	1	0													1/8	6	3	
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	686													
15	13	49	49	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	687													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	688													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	689													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	690													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	8	1	1/8	1/8	1	691													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	8	1	1/8	1/8	1	692													
15	13	49	49	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	693													
15	13	50	50	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	694													
15	13	51	51	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	695													
15	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	696													
15	13	52	52	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	697													
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	698													
16	14	53	53	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0				
16	14	53	53	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	699													
16	14	107/2	107/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	700													
16	14	215/4	215/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	701													
16	14	54	54	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=47	47.0	𝅘𝅥	47.0	0.0				
16	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	702			ornamentTrill										
16	14	55	55	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	703													
16	14	53	53	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	704	-la-												
16	14	55	55	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	705	-den.												
16	14	53	53	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	706													6
16	14	54	54	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	707													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	708													
16	14	53	53	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	709													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	710													
16	14	53	53	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	711													7
16	14	215/4	215/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	712													7
16	14	54	54	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	713													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	714													
16	14	53	53	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	715													8
16	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	716													8
16	14	54	54	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	717													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	718													
16	14	53	53	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	719													
16	14	54	54	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	720													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	721													
16	14	53	53	0.75	0	0	Chord	4/4	6	1	3/16	1/8	3/2	722													
16	14	215/4	215/4	0.25	3/16	3/16	Chord	4/4	6	1	1/16	1/16	1	723													
16	14	54	54	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	724													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	725													
16	14	53	53	0.0	0	0	FiguredBass	4/4	7	1	0													1/8	6	5	
16	14	53	53	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	726													
16	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	727													
16	14	54	54	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	728													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	729													
16	14	53	53	0.5	0	0	Chord	4/4	8	1	1/8	1/8	1	730													
16	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	8	1	1/8	1/8	1	731													
16	14	54	54	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	732													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	733													
16	14	53	53	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	734													
16	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	735													
16	14	54	54	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	736													
16	14	55	55	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	737													
