mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	44												
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45	mich	-gend	-gen	Haus								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	46	in	an	mir	des								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	47												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	48	sei-	ei-	nach	Her-								
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	49												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	50	-ner	-nem	im	-ren								
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	51												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	52												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	53												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	54												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	55												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	56												
4	3	9	9	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	57												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	3	1/4	1/4	1	58												
4	3	11	11	0.25	1/2	1/2	Chord	4/4	1	3	1/16	1/16	1	59												
4	3	45/4	45/4	0.25	9/16	9/16	Chord	4/4	1	3	1/16	1/16	1	60												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	3	1/8	1/8	1	61												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	3	1/4	1/4	1	62												
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	63												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	64												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	65												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	66												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	67												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	68												
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	69												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	70												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	71												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	72												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	73												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	74												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	75												
5	4	13	13	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	76	Gü-	Gu-	Le-	e-								0
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	77												0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	78					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	79	-te,	-te	-ben,	-ben:								
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	80												1
5	4	14	14	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	81												1
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	82												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	83												
5	4	13	13	1.5	0	0	Chord	4/4	1	3	3/8	1/4	3/2	84												
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	3	1/8	1/8	1	85												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	3	1/4	1/4	1	86												
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	87												2
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	88												2
5	4	29/2	29/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	89												2
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	90												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91												
5	4	13	13	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	92												3
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	93												3
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	94												3
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	95												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	96												
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	97	Er	auf										
6	4	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	98												
6	4	16	16	1.0	0	3/4	Chord	4/4	1	3	1/4	1/4	1	99												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	100												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	101												
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	102	wei-	Erd'										
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	103	-det	in										
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	104	mich	christ-										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	105	ohn'	-li-										
7	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	106												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	107												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	108												
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	109												
7	5	17	17	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	110												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	3	1/4	1/4	1	111												
7	5	19	19	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	112												
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	3	1/8	1/8	1	113												
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	3	1/4	1/4	1	114												
7	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	115												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	116												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	117												
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	118												
7	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	119												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	120												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	121												
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	122												
8	6	21	21	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	123	Un-	-cher										
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	124	-ter-	Ge-										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	125	-lass,	-mein',										
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	126	da-	und										
8	6	21	21	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	127												
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	128												
8	6	22	22	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	129												
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	130												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	131												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	132												
8	6	21	21	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	133												
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	3	1/8	1/8	1	134												
8	6	22	22	0.5	1/4	1/4	Chord	4/4	1	3	1/8	1/8	1	135												
8	6	45/2	45/2	0.25	3/8	3/8	Chord	4/4	1	3	1/16	1/16	1	136												
8	6	91/4	91/4	0.25	7/16	7/16	Chord	4/4	1	3	1/16	1/16	1	137												
8	6	23	23	0.5	1/2	1/2	Chord	4/4	1	3	1/8	1/8	1	138												
8	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	139												
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	140												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	142												
8	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	143												
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	144												
8	6	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	145												
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	146												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	147												
8	6	24	24	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	148												
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	149												
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	150	-rauf	nach										
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	151	wächst	dem										
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	152	das	Tod										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	153	wohl-	da										
9	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	154												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	155												
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	156												
9	7	28	28	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	157												
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	158												
9	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	159												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	160												
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	161												
9	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	162												
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	163												
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	164												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	165												
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	166												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	167												
10	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	-schme-	werd'										
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	169	-ckend	ich										
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170	Gras	sein										
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	171	sei-	bei										
10	8	29	29	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	172												
10	8	61/2	61/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	173												
10	8	123/4	123/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	174												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	175												
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	176												
10	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177												
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	178												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179												
10	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	180												
10	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	181												
10	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	182												
10	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	183												
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	184												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	185												
10	8	32	32	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	186												
10	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	187												
11	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	188	-nes	Chri-										
11	9	34	34	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	189	heil-	-sto,										
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	190												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	191	-sa-	mei-										
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	192												
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	193	-men	-nem										
11	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	194												
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	195												
11	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	196												
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	197												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	198												4
11	9	71/2	71/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	199												
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	200												
11	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	201												
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	202												
11	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	203												
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	204												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	205												5
11	9	71/2	71/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	206												5
11	9	143/4	143/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	207												
11	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	208												
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	209												
11	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	210												
11	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	211												
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	212												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	213												
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	214												
11	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	215												
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	216												
12	10	37	37	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	217	Wor-	Her-										6
12	10	151/4	151/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	218												6
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	219												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	220	-tes.	-ren.										
12	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	221												7
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	222												7
12	10	38	38	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	223												7
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	224												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	225												
12	10	37	37	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	226												
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	3	1/8	1/8	1	227												
12	10	38	38	0.5	1/4	1/4	Chord	4/4	1	3	1/8	1/8	1	228												
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	3	1/8	1/8	1	229												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	3	1/4	1/4	1	230												
12	10	37	37	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	231												8
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	232												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	233												
12	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	234												9
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	235												9
12	10	38	38	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	236												9
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	237												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	238												
