mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
16	15	57	57	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	265								
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	266								
16	15	58	58	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	267								
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	268								
16	15	59	59	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	269								
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	270								
16	15	57	57	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	271								
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	272								
16	15	58	58	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	273								
16	15	59	59	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	274								
16	15	60	60	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	275								
16	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	276								
17	16	61	61	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	277	wir							
17	16	123/2	123/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	278								
17	16	62	62	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	279	hie							
17	16	63	63	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
17	16	63	63	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	280	rit-							
17	16	127/2	127/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	281								
17	16	64	64	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	282	-ter-							
17	16	61	61	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	283								
17	16	62	62	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	284								
17	16	125/2	125/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	285								
17	16	63	63	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	286								12
17	16	61	61	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	287								
17	16	123/2	123/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	288								
17	16	62	62	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	289								
17	16	63	63	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	290								
17	16	127/2	127/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	291								
17	16	64	64	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	292								
17	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	293								
17	16	61	61	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	294								
17	16	62	62	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	295								
17	16	63	63	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	296								
17	16	64	64	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	297								13
17	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	298								13
18	17	65	65	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
18	17	65	65	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	299								
18	17	66	66	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	300	-lich							
18	17	67	67	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
18	17	67	67	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	301	rin-							14
18	17	135/2	135/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	302								14
18	17	68	68	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
18	17	68	68	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	303								
18	17	65	65	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	304								
18	17	66	66	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	305								
18	17	67	67	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	306								
18	17	135/2	135/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	307								15
18	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	308								
18	17	65	65	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	309								16
18	17	131/2	131/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	310								16
18	17	66	66	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	311								
18	17	67	67	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	312								17
18	17	68	68	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	313								17
18	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	314								
18	17	65	65	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	315								13
18	17	131/2	131/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	316								
18	17	66	66	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	317								
18	17	133/2	133/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	318								
18	17	67	67	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	319								18
18	17	135/2	135/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	320								18
18	17	68	68	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	321								
19	18	69	69	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
19	18	69	69	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	322	-gen,							
19	18	72	72	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
19	18	72	72	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	323	durch							
19	18	69	69	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	324								
19	18	72	72	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	325								
19	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	326								
19	18	69	69	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	327								
19	18	72	72	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	328								
19	18	69	69	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	329								
19	18	72	72	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	330								
20	19	73	73	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	331	Tod							
20	19	74	74	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	332	und							
20	19	75	75	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	333	Le-							
20	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	334								
20	19	76	76	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
20	19	76	76	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	335	-ben							19
20	19	73	73	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	336								
20	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	337								
20	19	74	74	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	338								
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	339								
20	19	75	75	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	340								20
20	19	153/2	153/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	341								20
20	19	307/4	307/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	342								
20	19	73	73	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	343								
20	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	344								
20	19	74	74	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	345								
20	19	149/2	149/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	346								
20	19	75	75	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	347								21
20	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	348								
20	19	73	73	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	349								
20	19	74	74	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	350								
20	19	75	75	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	351								
20	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	352								
20	19	76	76	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	353								
20	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	354								
21	20	77	77	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	355	zu							
21	20	78	78	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	356	dir							
21	20	79	79	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
21	20	79	79	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	357	drin-							
21	20	80	80	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
21	20	80	80	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	358								22
21	20	77	77	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	359								
21	20	78	78	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	360								
21	20	79	79	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	361								
21	20	80	80	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	362								23
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	363								23
21	20	77	77	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	364								
21	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	365								
21	20	79	79	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	366								
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	367								
21	20	80	80	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	368								24
21	20	77	77	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	369								
21	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	370								
21	20	78	78	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	371								
21	20	79	79	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	372								25
21	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	373								25
21	20	80	80	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	374								25
21	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	375								25
22	21	81	81	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	22
22	21	81	81	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	376								22
22	21	82	82	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
22	21	82	82	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	377								
22	21	83	83	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	378	-gen!							
22	21	84	84	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
22	21	84	84	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	379	Al-							
22	21	81	81	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	380								
22	21	83	83	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	381								
22	21	84	84	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	382								
22	21	81	81	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	383								
22	21	83	83	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	384								
22	21	84	84	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	385								
22	21	81	81	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	386								25
22	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	387								
22	21	82	82	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	388								
22	21	83	83	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	389								
22	21	84	84	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	390								
23	22	85	85	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	391	-le-							26
23	22	86	86	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	392								
23	22	87	87	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
23	22	87	87	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	393	-lu-							
23	22	88	88	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
23	22	85	85	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	394								27
23	22	87	87	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	395								27
23	22	175/2	175/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	396								
23	22	88	88	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	397								
23	22	85	85	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	398								
23	22	88	88	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	399								
23	22	177/2	177/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	400								
23	22	85	85	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	401								28
23	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	402								28
23	22	86	86	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	403								
23	22	87	87	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	404								
24	23	89	89	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	405	ja!							
24	23	90	90	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
24	23	90	90	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	406	Al-							29
24	23	181/2	181/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	407								29
24	23	363/4	363/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	408								
24	23	91	91	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
24	23	91	91	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	409	-le-							
24	23	92	92	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
24	23	89	89	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	410								
24	23	90	90	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	411								
24	23	92	92	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	412								30
24	23	89	89	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	413								
24	23	90	90	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	414								
24	23	92	92	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	415								31
24	23	89	89	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	416								
24	23	90	90	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	417								
24	23	91	91	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	418								32
24	23	183/2	183/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	419								32
24	23	92	92	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	420								32
24	23	185/2	185/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	421								
25	24	93	93	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
25	24	93	93	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	422	-lu-							
25	24	94	94	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
25	24	189/2	189/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
25	24	95	95	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	423	-ja!							
25	24	93	93	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	424								
25	24	94	94	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	425								
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	426								
25	24	95	95	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	427								
25	24	93	93	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	428								
25	24	94	94	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	429		ornamentTrill						33
25	24	377/4	377/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	430								33
25	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	431								
25	24	95	95	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	432								
25	24	93	93	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	433								34
25	24	187/2	187/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	434								34
25	24	94	94	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	435								
25	24	95	95	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	436								
