mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	178										
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	179										
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	180										
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	181										
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	182										
11	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	183										
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	184										
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	185										
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	186										
11	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	187										
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	188										
11	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	189										
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	190										
11	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	191										
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	192										
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	193										
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	194										
11	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	195										
12	10	37	37	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0	
12	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	196	mehr									
12	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
12	10	38	38	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	197	als									
12	10	77/2	77/2	0.0	3/8	3/8	Tempo	4/4	1	1	0								𝅘𝅥=54	54.0	𝅘𝅥	54.0	0.0	
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	198										
12	10	39	39	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=53	53.0	𝅘𝅥	53.0	0.0	
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199	wohl.									
12	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	200										
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	201										
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	202										
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	203										
12	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	204										
12	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	205										
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	206										
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	207										
12	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	208										
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	209										
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	210										
