mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	37										
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	38										5
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	39										5
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	40										
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	41										6
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	42										
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	43										
4	4	9	9	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	44	-grund	-richt't,	ihn,							
4	4	9	9	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	45										
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	46										
4	4	9	9	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	47										
5	5	12	12	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	48	lo-	lässt's	dass							
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	49										
5	5	13	13	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	50	-ben	an	er	ornamentTrill						7
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	51			uns							7
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	52										
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	53										
5	5	13	13	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	54										
5	5	12	12	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	55										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	56										
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	57										8
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	58										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	59										
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	60	Gott	Nah-	geb'							
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	61	mit	-rung	des							
6	6	15	15	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	62										9
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	63										
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	64										
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	65										10
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	66										10
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	67										10
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	68										
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	69										
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	70										11
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	71										
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	72										
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	73										
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	74				ornamentTrill						
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	75	un-	man-	Geis-							12
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	76										
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	77	-serm	geln	-tes							
7	7	18	18	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	78										
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	79										
7	7	18	18	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	80										13
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	81										
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	82										
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	83	Mund									
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	84		nicht;	Sinn,							
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	85										
8	8	21	21	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	86										
9	9	24	24	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	87	wie er	Berg	dass							
9	9	26	26	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	88	sein	und	wir							
9	9	24	24	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	89										
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	90										
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	91										
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	92										
9	9	24	24	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	93										14
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	94										14
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	95										14
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	96										
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	97										
10	10	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	98	Güt	Thal,	sol-							
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	99	an	die	-ches							
10	10	27	27	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	100										15
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	101										
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	102										
10	10	27	27	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	103										16
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	104										16
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	105										
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	106										
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	107										17
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	108										
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	109										
11	11	30	30	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	110	uns	macht	recht							
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	111		er	ver-							
11	11	30	30	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	112										
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	113	be-									
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	114										18
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	115										
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	116										
11	11	30	30	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	117										19
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	118										
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	119										
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	120		nass,	-steh'n,							
12	12	33	33	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	121	-weist									
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	122										
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	123										
13	13	36	36	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	124		dass	stets							20
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	125										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	126	hat	dem	nach							
13	13	36	36	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	127	so									
13	13	37	37	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	128										
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	129										21
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	130										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	131										
13	13	36	36	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	132										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	133										
14	14	39	39	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	134	er	Vieh	sein'n							
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	135	uns	auch	Ge-							
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	136										22
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	137										
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	138										
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	139										
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	140										
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	141										23
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	142										23
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	143										
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	144										
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	145										
15	15	42	42	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
15	15	42	42	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	146	auch	wächst	-bo-							
15	15	44	44	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	147	ge-	sein	-ten							
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	148										
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	149										
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	150										
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	151										
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	152										
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	153										24
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	154										
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	155										
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	156	-speist:	Grass;	geh'n,							
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	157										
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	158										
16	16	45	45	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	159										
17	17	48	48	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
17	17	48	48	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	160	Wie	aus	sei-							
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	161	er	der	-nen							
17	17	48	48	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	162										
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	163										
17	17	48	48	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	164										
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	165										
17	17	48	48	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	166										25
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	167										25
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	168										25
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	169										
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	170										
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	171	Thier	Er-	Na-							26
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	172										26
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	173										26
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	174										
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	175	und	-den	-men							
18	18	51	51	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	176										27
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	177										27
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	178										27
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	179										
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	180										
18	18	51	51	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	181										
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	182										
18	18	51	51	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	183										
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	184										
19	19	54	54	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	185	Vö-	Wein	ma-							28
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	186	gel									
19	19	56	56	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	187	er-	und	-chen							
19	19	54	54	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	188										29
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	189										
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	190										
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	191										
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	192										
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	193										30
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	194										
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	195										
20	20	57	57	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	196	-nährt,	Brod	gross							
20	20	57	57	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	197										
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	198										
20	20	57	57	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	199										
21	21	60	60	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
21	21	60	60	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	200	so	schaf-	in							
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	201	hat	-fet	Chri-							
21	21	60	60	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	202										31
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	203										
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	204										
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	205										32
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	206										
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	207										
21	21	60	60	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	208										33
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	209										
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	210										
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	211	er	Gott	-sto							34
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	212										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	213	uns	und	ohn'							
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	214										35
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	215										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	216										
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	217										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	218										
22	22	63	63	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	219										
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	220										
23	23	66	66	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	221	auch	giebt's	Un-							36
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	222										
23	23	68	68	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	223	be-	uns	-ter-							
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	224										37
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	225										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	226										
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	227										38
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	228										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	229										
23	23	66	66	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	230										
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	231										
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	232	-scheert,	satt,	-lass;							
24	24	69	69	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	233										
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	234										
24	24	69	69	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	235										
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	236	welch's	dass	so							
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	237										
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	238	wir	der	sing'n	ornamentTrill						39
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	239										39
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	240										
25	25	72	72	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	241										
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	242										
25	25	73	73	1.5	1/4	1/4	Chord	3/4	1	2	3/8	1/4	3/2	243										40
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16	1/16	1	244										40
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16	1/16	1	245										
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	246										
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	247										
25	25	72	72	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	248										41
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	249										
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	250										
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	251		Mensch	wir							
26	26	77	77	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	252		sein	das							
26	26	75	75	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	253	jet-									42
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	254										42
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	255	-zund									42
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	256										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	257	ha-									
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	258										43
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	259										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	260										
26	26	75	75	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	261										44
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	262										
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	263										
27	27	78	78	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	264										
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	265				ornamentTrill						
27	27	80	80	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
27	27	78	78	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	266	-ben	Le-	Gra-							
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	267	ver-	-ben	-ti-							
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	268										45
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	269										
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	270										
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	271										
