mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	10	40	44	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	172							
13	11	41	45	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	173	al-						
13	11	42	46	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	174	-le						
13	11	85/2	93/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	175							
13	11	43	47	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	176	Welt						
13	11	44	48	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177	die						
13	11	41	45	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	178							
13	11	42	46	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	179							
13	11	43	47	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	180							
13	11	87/2	95/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	181							
13	11	44	48	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	182							
13	11	89/2	97/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	183							
13	11	41	45	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	184							
13	11	83/2	91/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	185							
13	11	42	46	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	186							
13	11	85/2	93/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	187							
13	11	43	47	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	188							
13	11	44	48	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	189							
13	11	41	45	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	190							
13	11	42	46	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	191							
13	11	85/2	93/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	192							
13	11	43	47	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	193							
13	11	87/2	95/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	194							
13	11	44	48	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	195							
13	11	89/2	97/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	196							
14	12	45	49	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	197	Eh-						
14	12	46	50	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	198	-re						
14	12	47	51	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199	thu',						
14	12	48	52	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	200	vor						
14	12	45	49	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	201							
14	12	91/2	99/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	202							
14	12	46	50	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	203							
14	12	47	51	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	204							
14	12	48	52	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	205							
14	12	45	49	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	206							
14	12	46	50	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	207							
14	12	47	51	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	208							
14	12	48	52	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	209							
14	12	45	49	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	210							
14	12	91/2	99/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	211							
14	12	46	50	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	212							
14	12	93/2	101/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	213							
14	12	47	51	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	214							
14	12	48	52	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	215							
14	12	97/2	105/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	216							
15	13	49	53	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	217	ihm						
15	13	50	54	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	218	sich						
15	13	51	55	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	219	fürch-						
15	13	103/2	111/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	220							
15	13	52	56	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	221	te						
15	13	49	53	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	222							
15	13	99/2	107/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	223							
15	13	50	54	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	224							
15	13	101/2	109/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	225							
15	13	51	55	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	226							
15	13	103/2	111/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	227							
15	13	52	56	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	228							
15	13	49	53	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	229							
15	13	50	54	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	230							
15	13	101/2	109/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	231							
15	13	51	55	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	232							
15	13	103/2	111/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	233							
15	13	52	56	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	234							
15	13	49	53	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	235							
15	13	50	54	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	236							
15	13	101/2	109/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	237							
15	13	51	55	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	238							
15	13	52	56	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	239							
16	14	53	57	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	240	al-						
16	14	54	58	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	241	-ler-						
16	14	55	59	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	242	-meist,						
16	14	56	60	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	243	und						
16	14	53	57	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	244							
16	14	107/2	115/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	245							
16	14	109/2	117/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	246							
16	14	55	59	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	247							
16	14	56	60	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	248							
16	14	53	57	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	249							
16	14	107/2	115/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	250							
16	14	54	58	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	251							
16	14	109/2	117/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	252							
16	14	55	59	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	253							
16	14	56	60	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	254							
16	14	53	57	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	255							
16	14	54	58	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	256							
16	14	55	59	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	257							
16	14	56	60	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	258							
17	15	57	61	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	259	sprecht						
17	15	58	62	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	260	von						
17	15	59	63	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	261	Her-						
17	15	60	64	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	262							
17	15	121/2	129/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	263	zen:						
17	15	57	61	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	264							
17	15	115/2	123/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	265							
17	15	58	62	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	266							
17	15	117/2	125/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	267							
17	15	59	63	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	268	Her-						8
17	15	119/2	127/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	269							8
17	15	239/4	255/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	270							8
17	15	60	64	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	271							8
17	15	57	61	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	272							
17	15	58	62	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	273							
17	15	59	63	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	274							
17	15	119/2	127/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	275							
17	15	60	64	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	276							
17	15	57	61	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	277							
17	15	58	62	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	278							
17	15	59	63	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	279							
17	15	60	64	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	280							
17	15	121/2	129/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	281							
18	16	61	65	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	282	A-						9
18	16	63	67	2.0		1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	283							
18	16	61	65	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	284							8
18	16	123/2	131/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	285							8
18	16	62	66	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	286	-zen:						
18	16	63	67	2.0		1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	287	A-						
18	16	61	65	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	288							10
18	16	64	68	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	289							
18	16	61	65	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	290							11
18	16	123/2	131/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	291							11
18	16	62	66	2.0		1/4	1/4	Chord	4/4	2	2	1/2	1/2	1	292							11
18	16	64	68	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	293							
19	17	65	69	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	294	-men.						
19	17	65	69	3.0		0	0	Chord	4/4	1	2	3/4	1/2	3/2	295	-men						
19	17	65	69	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	296							
19	17	65	69	3.0		0	0	Chord	4/4	2	2	3/4	1/2	3/2	297							
