piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B235	1: 4/4	1: 1	11	10	40.0	11	10	40.0		205.0	215	54	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5309415		235. Lobt Gott, ihr Christen allzugleich	(Cant. 151. Süsser Trost, mein Jesus kommt. B.A. 32, 16,  BWV 151/5)	Nic. Herman 1560	"J.S. Bach (1685-1750)
Nic. Herman 1560 (1544)
"	3.6.2	2.5.0	MS3	MS3/B235.mscx	False	31-76 (G1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-47 (G1-B2)																																								
B236	1: 4/4	1: 1	11	10	40.0	11	10	40.0		595.5	776	73	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5309572		236. Lobt Gott, ihr Christen allzugleich	(Trauungs-Cantate: Dem Gerechten muss das Licht. B.A. 13. I, 70, BWV 195/6)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
Nic. Herman 1560 (1554)"	3.6.2	2.5.0	MS3	MS3/B236.mscx	False	26-76 (D1-E5)		C Trumpet	55-76 (G3-E5)	Timpani	43-50 (G2-D3)	Flute	67-76 (G4-E5)	Flute	67-76 (G4-E5)	Oboe	67-76 (G4-E5)	Oboe	59-71 (B3-B4)	Violin	67-76 (G4-E5)	Violin	55-71 (G3-B4)	Viola	52-67 (E3-G4)	Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	43-67 (G2-G4)	Violoncello	38-62 (D2-D4)	Contrabass	26-50 (D1-D3)																				
B237	1: 4/4	1: 2	10	9	32.0	15	13	48.0		160.0	197	53	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5309760		237. Mach's mit mir, Gott, nach deiner Güt'	(Cant. 139. Wohl dem, der sich auf seinen Gott. B.A. 28, 248,  BWV 377)	J. H. Schein 1628	"J.S. Bach (1685-1750)
 J. H. Schein 1628 "	3.6.2	2.5.0	MS3	MS3/B237.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-49 (D1-C#3)																																								
B238	1: 4/4	1: 4	10	9	32.0	15	13	48.0		160.0	195	49	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5309798		238. Mach's mit mir, Gott, nach deiner Güt'	(Cant. 139. Wohl dem, der sich auf seinen Gott. B.A. 28, 248,  BWV 139/6)	Joh. Chritoph Ruben 1692	"J.S. Bach (1685-1750)
 J. H. Schein 1628 "	3.6.2	2.5.0	MS3	MS3/B238.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-63 (E2-D#4)	Contrabass	28-47 (E1-B2)																																								
B239	1: 4/4	1: 4	10	9	32.0	15	13	48.0		167.0	201	50	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5309849		239. Mach's mit mir, Gott, nach deiner Güt	(Johannes-Passion B.A. 12 I,  74, BWV 245/22)		"J.S. Bach (1685-1750)
J. H. Schein 1628
"	3.6.2	2.5.0	MS3	MS3/B239.mscx	False	28-76 (E1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-47 (E1-B2)																																								
B240	1: 4/4	1: 1	17	16	64.0	17	16	64.0		290.0	324	98	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5311145		240. Mein' Augen schliess' ich jetzt	(B.A. 39, No. 125,  BWV 378)	Apelles von Löwenstern 1644	"J.S. Bach (1685-1750)
Apelles von Löwenstern 1644
"	3.6.2	2.5.0	MS3	MS3/B240.mscx	False	26-76 (D1-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	38-66 (D2-F#4)	Contrabass	26-43 (D1-G2)																																								
B241	1: 4/4	1: 1	9	9	36.0	14	14	56.0		180.0	202	58	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5311051		241. Meinen Jesum lass'ich nicht, Jesus 	(B.A. 39, No. 126,  BWV 379)	Breslau um 1690	"J.S. Bach (1685-1750)
Lüneburger G.B. 1686
"	3.6.2	2.5.0	MS3	MS3/B241.mscx	False	31-76 (G1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-69 (G2-A4)	Contrabass	31-48 (G1-C3)																																								
B242	1: 4/4	1: -3	13	13	52.0	13	13	52.0		260.0	336	92	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5311412		242. Meinen Jesum lass' ich nicht	(B.A. 39, No. 127,  BWV 380)	Christian Keymann 1658	"J.S. Bach (1685-1750)
Andr. Hammerschmidt 1658
"	3.6.2	2.5.0	MS3	MS3/B242.mscx	False	29-77 (F1-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-51 (F1-Eb3)																																								
B243	1: 4/4	1: 0	13	13	52.0	13	13	52.0		626.0	689	95	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5314709		243. Meinen Jesum Lass' ich nicht	(Cant. 70. Wachet betet, seid bereit.  B.A. 16, 368,  BWV 70/11)	Christian Keymann 1658	"J.S. Bach (1685-1750)
A. Hammerschmidt 1658
"	3.6.2	2.5.0	MS3	MS3/B243.mscx	False	24-84 (C1-C6)		Violin	67-84 (G4-C6)	Viola	60-77 (C4-F5)	C Trumpet	60-74 (C4-D5)	Oboe	60-74 (C4-D5)	Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-48 (C1-C3)	Contrabassoon	36-60 (C2-C4)	Violoncello	36-60 (C2-C4)																												
B244	1: 4/4	1: 2	13	13	52.0	13	13	52.0		263.0	331	88	0	0	0								put into MuseScore by Gertim			3.02	Linux			244. Meinen Jesum lass' ich nicht	(Cant. 154. Mein liebster Jesus ist verloren. B.A. 32, 82,  BWV 154/8)	Christian Keymann. 1658	"J.S. Bach (1685-1750)
A. Hammerschmidt. 1658
"	3.6.2	2.5.0	MS3	MS3/B244.mscx	False	26-76 (D1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-64 (D2-E4)	Contrabass	26-45 (D1-A2)																																								
B245	1: 4/4	1: 2	13	13	52.0	13	13	52.0		312.0	408	85	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5315089		245. Meinen Jesum lass' ich nicht	(Cant. 157. Ich lasse dich nicht, du segnest mich denn. B.A. 32, 140,  BWV 157/5)	Christian Keymann. 1658	"J.S. Bach (1685-1750)
A. Hammerschmidt. 1658
"	3.6.2	2.5.0	MS3	MS3/B245.mscx	False	31-76 (G1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-66 (G2-F#4)	Contrabass	31-50 (G1-D3)	Violoncello	43-62 (G2-D4)																																						
B246	1: 4/4	1: 4	13	13	52.0	13	13	52.0		272.0	347	90	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5315342		246. Meinen Jesum lass' ich nicht	(Cant. 124. Meinen Jesum lass' ich nicht. B.A. 26, 82,  BWV 124/6)	Christian Keymann 1658	"J.S. Bach (1685-1750)
A. Hammerstadt 1658
"	3.6.2	2.5.0	MS3	MS3/B246.mscx	False	28-78 (E1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-47 (E1-B2)																																								
B247	1: 4/4	1: 4	13	13	52.0	13	13	52.0		268.0	355	90	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5316378		247. Meinen Jesum lass' ich nicht	(Schlusskoral der Matthäus-Passion in deren ursprünglicher Gestalt. B.A. 41, 201,  BWV 244b/29)	Christian Keymann. 1658	"J.S. Bach (1685-1750)
A. Hammerschmidt 1658
"	3.6.2	2.5.0	MS3	MS3/B247.mscx	False	28-78 (E1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-69 (E2-A4)	Contrabass	28-52 (E1-E3)																																								
B248	1: 4/4	1: 1	15	15	60.0	15	15	60.0		300.0	363	104	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5316795		248. Meines Lebens letzte Zeit	(B.A. 39, No. 128,  BWV 381)		"J.S. Bach (1685-1750)
Psalmodia sacra. Gotha 1726
"	3.6.2	2.5.0	MS3	MS3/B248.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-48 (E1-C3)																																								
B249	1: 4/4	1: 0	13	12	49.0	13	12	49.0		245.0	298	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5317334		249. Mit Fried' und Freud' ich fahr' dahin	(B.A. 39, No. 129,  BWV 382)	M. Luther 1524	"J.S. Bach (1685-1750)
J. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B249.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-46 (D1-Bb2)																																								
B250	1: 4/4	1: 0	13	12	48.0	13	12	48.0		240.0	251	63	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5317385		250. Mit Fried' und Freud' ich fahr' dahin	(Cant. 83. Erfreute Zeit im neuen Bunde. B.A. 20. I,  BWV 83/5)	M. Luther 1524	"J.S. Bach (1685-1750)
J. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B250.mscx	False	31-74 (G1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-48 (G1-C3)																																								
B251	1: 4/4	1: 1	13	12	48.0	13	12	48.0		240.0	271	70	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5317907		251. Mit Fried' und Freud' ich fahr' dahin	(Cant. 125. Mit Fried' und Freud'. B.A. 26, 110,  BWV 125/6)	M. Luther 1524	"J.S. Bach (1685-1750)
J. Walter. G. B. 1524 
"	3.6.2	2.5.0	MS3	MS3/B251.mscx	False	28-76 (E1-E5)		Soprano/Alto	58-76 (A#3-E5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-50 (E1-D3)																																								
B252	1: 4/4	1: 0	27	27	108.0	32	32	128.0		515.0	589	169	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5320355		252. Mitten wir im Leben sind	(B.A. 39, No. 130,  BWV 383)	M. Luther 1524	"J.S. Bach (1685-1750)
J. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B252.mscx	False	24-74 (C1-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	36-65 (C2-F4)	Contrabass	24-45 (C1-A2)																																								
B253	1: 4/4	1: -3	10	9	32.0	15	13	48.0		160.0	164	42	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5318669		253. Nicht so traurig, nicht so sehr	(B.A. 30, No. 131,  BWV 384)	P. Gerhardt 1649	"J.S. Bach (1685-1750)
"	3.6.2	2.5.0	MS3	MS3/B253.mscx	False	31-79 (G1-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	43-63 (G2-Eb4)	Contrabass	31-46 (G1-Bb2)																																								
B254	1: 4/4	1: 3	15	14	56.0	15	14	56.0		275.0	299	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5318706		254. Nun bitten wir den heiligen Geist	(B.A. 39, No. 132,  BWV 385)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B254.mscx	False	28-78 (E1-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	40-68 (E2-G#4)	Contrabass	28-45 (E1-A2)																																								
B255	1: 4/4	1: 3	15	14	56.0	15	14	56.0		280.0	361	96	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5318817		255. Nun bitten wir den heiligen Geist	(Trauungscant. Gott ist unsre Zuversicht. B.A. 13. I, 128, BWV 197/5)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B255.mscx	False	28-78 (E1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-49 (E1-C#3)																																								
B256	1: 4/4	1: 3	16	15	60.0	16	15	60.0		305.0	312	90	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5320043		256. Nun bitten wir den heiligen Geist	(Cant. 169. Gott soll allein mein Herze haben. B.A. 33, 192,  BWV 169/7)	M. Luther 1524	"J.S. Bach (1685-1750)
Joh. Walter. G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B256.mscx	False	28-78 (E1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-50 (E1-D3)																																								
B257	1: 4/4	1: 3	14	13	48.0	19	17	64.0		220.0	248	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5320163		257. Nun danket alle Gott	(B.A. 39, No. 133,  BWV 386)	Martin Rinckart. 1648	"J.S. Bach (1685-1750)
Joh. Crüger. 1648"	3.6.2	2.5.0	MS3	MS3/B257.mscx	False	28-78 (E1-F#5)		Soprano/Alto	64-78 (E4-F#5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-49 (E1-C#3)																																								
B258	1: 4/4	1: 1	14	13	48.0	19	17	64.0		579.5	609	80	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5322116		258. Nun danket alle Gott	(Trauungschoral. B.A. 13 I, No. 149,  BWV 252)	Martin Rinckart 1648	"J.S. Bach (1685-1750)
Joh. Crüger 1618
"	3.6.2	2.5.0	MS3	MS3/B258.mscx	False	26-76 (D1-E5)		Horn in F	55-76 (G3-E5)	Violin	67-76 (G4-E5)	Violin	62-71 (D4-B4)	Viola	55-67 (G3-G4)	Oboe	67-76 (G4-E5)	Oboe	62-71 (D4-B4)	Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-47 (D1-B2)																												
B259	1: 4/4	1: 1	49	49	196.0	62	62	248.0	[[[15], [16]]]	1768.0	1257	314	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5323134		259. Nun danket alle Gott	(Cant. 79. Gott, der Herr , ist Sonn' und Schild. B.A. 18, 308,  BWV 79/3)	Martin Rinckart 1648	"J.S. Bach (1685-1750)
Joh. Crüger 1648
"	3.6.2	2.5.0	MS3	MS3/B259.mscx	False	26-79 (D1-G5)		Horn in F	55-79 (G3-G5)	Timpani	43-50 (G2-D3)	Flute	67-76 (G4-E5)	Flute	67-76 (G4-E5)	Oboe	67-76 (G4-E5)	Oboe	67-76 (G4-E5)	Violin	67-76 (G4-E5)	Violin	62-72 (D4-C5)	Viola	57-67 (A3-G4)	Soprano	67-76 (G4-E5)	Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-67 (G2-G4)	Violoncello	38-60 (D2-C4)	Contrabass	26-48 (D1-C3)																		
B260	1: 4/4	1: 0	9	8	32.0	9	8	32.0		160.0	209	62	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5324291		260. Nun freut euch, Gottes Kinder all	(B.A. 39, No. 134,  BWV 387)	Erasmus Albertus (1500-1553)	"J.S. Bach (1685-1750)
Einzeldruck, 1546
"	3.6.2	2.5.0	MS3	MS3/B260.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-45 (D1-A2)																																								
B261	1: 4/4	1: 1	12	11	40.0	17	15	56.0		200.0	264	80	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5324388		261. Nun freut euch, lieben Christen g'mein	(B.A. 39, No. 135,  BWV 388)	M. Luther 1523	"J.S. Bach (1685-1750)
Wittenberg 1524
"	3.6.2	2.5.0	MS3	MS3/B261.mscx	False	31-76 (G1-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-47 (G1-B2)																																								
B262	1: 4/4	1: -2	12	11	40.0	17	15	56.0		200.0	246	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5324422		262. Nun freut euch, lieben Christen g'mein	(B.A. 39, No. 54,  BWV 307)	Barth. Ringwald 1582	"J.S. Bach (1685-1750)
Jos. Klug G. B. 1535
Cassel G. B. 1691
"	3.6.2	2.5.0	MS3	MS3/B262.mscx	False	31-77 (G1-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-46 (G1-Bb2)																																								
B263	1: 4/4	1: 1	12	11	40.0	17	15	56.0		240.0	346	77	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5328007		263. Nun freut euch, lieben Christen g'mein	(Weihnachts-Oratorium B.A. 5 II,  245,  BWV 248/59)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
Jos. Klug G. B. 1535
Cassel G. B. 1601
"	3.6.2	2.5.0	MS3	MS3/B263.mscx	False	24-74 (C1-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-64 (G2-E4)	Violoncello	36-60 (C2-C4)	Contrabass	24-48 (C1-C3)																																						
B264	1: 4/4	1: 2	8	8	32.0	8	8	32.0		161.0	196	54	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5328093		264. Nun komm, der Heiden Heiland	(Cant. 36. Schwingt freudig euch empor. B.A. 7, 258,  BWV 36/8)	M. Luther 1524	"J.S. Bach (1685-1750)
Erfurt, 1524
"	3.6.2	2.5.0	MS3	MS3/B264.mscx	False	30-78 (F#1-F#5)		Soprano/Alto	62-78 (D4-F#5)	Tenor/Bass	42-67 (F#2-G4)	Contrabass	30-47 (F#1-B2)																																								
B265	1: 4/4	1: 2	8	8	32.0	8	8	32.0		165.0	198	53	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5328128		265. Nun komm, der Heiden Heiland	(Cant. 62. Nun komm, der Heiden Heiland. B.A. 16, 50,  BWV 62/6)		"J.S. Bach (1685-1750)
Erfurt, 1524
"	3.6.2	2.5.0	MS3	MS3/B265.mscx	False	28-78 (E1-F#5)		Soprano/Alto	62-78 (D4-F#5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-47 (E1-B2)																																								
B266	1: 4/4	1: 1	9	8	32.0	9	8	32.0		162.0	196	59	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5328442		266. Nun lasst uns Gott, dem Herren	(Cant. 165. O heil'ges Geist-und Wasserbad. B.A. 39, 104,  BWV 165/6)	Ludw. Helmbold 1575	"J.S. Bach (1685-1750)
Nic. Selneccer 1587
"	3.6.2	2.5.0	MS3	MS3/B266.mscx	False	26-72 (D1-C5)		Soprano/Alto	59-72 (B3-C5)	Tenor/Bass	38-64 (D2-E4)	Contrabass	26-43 (D1-G2)																																								
B267	1: 3/4	1: 1	17	16	48.0	17	16	48.0		696.0	493	51	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5342583		267. Nun lasst uns Gott, dem Herren	(Cant. 79. Gott, der Herr, ist Sonn und Schild. B.A. 18, 316,  BWV 79/6)	Ludw. Helmbold 1575	"J.S. Bach (1685-1750)
Nic. Selneccer 1587
"	3.6.2	2.5.0	MS3	MS3/B267.mscx	False	31-79 (G1-G5)		English Horn	62-79 (D4-G5)	Timpani	43-50 (G2-D3)	Soprano/Alto	57-72 (A3-C5)	Soprano	64-72 (E4-C5)	Flute	64-72 (E4-C5)	Oboe	64-72 (E4-C5)	Violin	64-72 (E4-C5)	Violin	57-71 (A3-B4)	Tenor/Bass	43-64 (G2-E4)	Viola	52-64 (E3-E4)	Contrabass	31-43 (G1-G2)	Violoncello	43-55 (G2-G3)																						
B268	1: 3/4	1: -2	17	16	48.0	17	16	48.0		288.0	225	51	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5341729		268. Nun lasst uns Gott, dem Herren	(Cant 194. Höchsterwünschtes Freudenfest. B.A. 29, 138,  BWV 194/12)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
Nic. Selneccer1587
"	3.6.2	2.5.0	MS3	MS3/B268.mscx	False	34-75 (Bb1-Eb5)		Oboe	60-72 (C4-C5)	Soprano/Alto	62-75 (D4-Eb5)	Tenor/Bass	46-63 (Bb2-Eb4)	Contrabass	34-46 (Bb1-Bb2)																																						
B269	1: 4/4	1: 0	21	20	76.0	26	24	92.0		380.0	468	128	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5342685		269. Nun lob', mein' Seel', den Herren	(B.A. 39, No. 136,  BWV 389)	Joh. Gramann (Poliander) 1540	"J.S. Bach (1685-1750)
Joh. Kugelmann 1540
"	3.6.2	2.5.0	MS3	MS3/B269.mscx	False	31-79 (G1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)																																								
B270	1: 3/4	1: 0	38	37	108.0	47	45	132.0		540.0	439	114	0	0	0								put into MuseScore by Gertim			3.02	Linux			270. Nun lob', mein Seel, den Herren	(B.A. 39, No. 137,  BWV 390)	Joh. Gramann (Poliander) 1540	"J.S. Bach (1685-1750)
Joh. Kugelmann 1540
"	3.6.2	2.5.0	MS3	MS3/B270.mscx	False	31-79 (G1-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-48 (G1-C3)																																								
B271	1: 3/4	1: 3	39	38	111.0	48	46	135.0		555.0	434	111	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5346795		271. Nun lob', mein Seel', den Herren	(Cant. 17. Wer Dank opfert, der preiset mich. B.A. 2, 225,  BWV 17/7)	Joh. Gramann (Poliander) 1540	"J.S. Bach (1685-1750)
Joh. Kugelmann 1540
"	3.6.2	2.5.0	MS3	MS3/B271.mscx	False	30-76 (F#1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	42-68 (F#2-G#4)	Contrabass	30-47 (F#1-B2)																																								
B272	1: 3/4	1: 2	38	37	108.0	47	45	132.0		1272.0	1255	178	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5349427		272. Nun lob', mein Seel', den Herren	(Cant. 29. Wir danken dir, Gott, wir danken dir. B.A. 5 I. 316,  BWV 29/8)	"Als 5. Str. dem Liede: Nun lob', mein Seel', den Herren, im
Nürnberger G. B. 1601 angefügt. Schon Mitte des 16 Jahrh. bekannt."	"J.S. Bach (1685-1750)
Joh. Kugelmann 1540
"	3.6.2	2.5.0	MS3	MS3/B272.mscx	False	26-83 (D1-B5)		D Trumpet	74-83 (D5-B5)	D Trumpet	69-79 (A4-G5)	D Trumpet	62-81 (D4-A5)	Timpani	45-50 (A2-D3)	Baroque Oboe	69-81 (A4-A5)	Violin	69-81 (A4-A5)	Violin	61-73 (C#4-C#5)	Viola	55-67 (G3-G4)	Soprano/Alto	61-81 (C#4-A5)	Soprano	69-81 (A4-A5)	Tenor/Bass	43-67 (G2-G4)	Violoncello	38-62 (D2-D4)	Contrabass	26-50 (D1-D3)																				
B273	1: 3/4	1: 1	19	19	57.0	22	22	66.0	[[[18], [19]]]	285.0	269	73	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5349677		273. Nun preiset alle Gottes Barmherzigkeit	(B.A. 39, No. 138,  BWV 391)	M. A. v. Löwenstern 1644	"J.S. Bach (1685-1750)
M. Apelles v. Löwenstern 1644
"	3.6.2	2.5.0	MS3	MS3/B273.mscx	False	31-76 (G1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-48 (G1-C3)																																								
B274	1: 4/4	1: 0	9	8	32.0	9	8	32.0		155.0	173	48	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5350175		274. Nun sich der Tag geendet hat	(B.A. 39, No. 143,  BWV 396)	Joh. Friedr. Herzog 1670	"J.S. Bach (1685-1750)
Adam Krieger 1667
Darmstadt G. B. 1698
"	3.6.2	2.5.0	MS3	MS3/B274.mscx	False	24-76 (C1-E5)		Soprano/Alto	64-76 (E4-E5)	Tenor/Bass	36-65 (C2-F4)	Contrabass	24-40 (C1-E2)																																								
B275	1: 4/4	1: -1	13	13	52.0	21	21	84.0		260.0	266	76	0	0	0								put into MuseScore by Gertim			3.02	Linux			275. O Ewigkeit, du Donnerwort	(B.A. 39, No. 144,  BWV 397)	Joh. Rist 1644	"J.S. Bach (1685-1750)
Joh. Schop 1612
"	3.6.2	2.5.0	MS3	MS3/B275.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-50 (F1-D3)																																								
B276	1: 4/4	1: -1	12	11	40.0	19	17	64.0		200.0	230	60	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5351103		276. O Ewigkeit, du Donnerwort	(Cant. 20. O ewigkeit, du Donnerwort. B.A. 2, 317i,  BWV 20/7,/11)	Joh. Rist 1644	"J.S. Bach (1685-1750)
Joh. Schop 1642
"	3.6.2	2.5.0	MS3	MS3/B276.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-48 (F1-C3)																																								
