piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus	staff_21_instrument	staff_21_ambitus	staff_22_instrument	staff_22_ambitus	staff_23_instrument	staff_23_ambitus
B192	1: 4/4	1: 3	16	16	64.0	16	16	64.0		324.0	321	82	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5211175		192. Jesu Leiden, Pein und Tod	(Johannes-Passion. B.A. 12 I, 39, BWV 245/14)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.0	MS3	MS3/B192.mscx	False	28-78 (E1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	40-69 (E2-A4)	Contrabass	28-49 (E1-C#3)																																								
B193	1: 4/4	1: 3	16	16	64.0	16	16	64.0		320.0	293	71	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5211656		193. Jesu Leiden, Pein und Tod	(Johannes-Passion. B. A. 12 I, 103, BWV 245/28)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius. 1609"	3.6.2	2.5.0	MS3	MS3/B193.mscx	False	33-78 (A1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-47 (A1-B2)																																								
B194	1: 4/4	1: -3	16	16	64.0	16	16	64.0		328.0	362	102	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5212748		194. Jesu Leiden, Pein und Tod	(Cant. 159. Sehet, wir geh'n hinauf gen Jerusalem. B.A. 32, No. 168, BWV 159/5)	Paul Stockmann, vor 1636	"J.S. Bach (1685-1750)
Melch. Vulpius 1609"	3.6.2	2.5.0	MS3	MS3/B194.mscx	False	27-72 (Eb1-C5)		Soprano/Alto	56-72 (Ab3-C5)	Tenor/Bass	39-63 (Eb2-Eb4)	Contrabass	27-48 (Eb1-C3)																																								
B195	1: 4/4	1: -1	13	13	52.0	19	19	76.0		468.0	459	70	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5120862		195. Jesu, meine Freude	(B.A. 39, No. 105, BWV 358)	Joh. Franck. 1653	"J.S. Bach (1685-1750)
Joh. Crüger. Praxis piet. 1653"	3.6.2	2.5.0	MS3	MS3/B195.mscx	False	26-77 (D1-F5)		Soprano/Alto	55-77 (G3-F5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-46 (D1-Bb2)	Soprano	62-77 (D4-F5)	Alto	55-71 (G3-B4)	Bass	50-65 (D3-F4)	Bass	38-58 (D2-Bb3)																																
B196	1: 4/4	1: 1	19	19	76.0	19	19	76.0		380.0	353	93	0	0	0										2016-10-13	3.02	Linux	http://musescore.com/score/2755056		196. Jesu, meine Freude, motet BWV 227 # 1. 	B.A. 39, 61 u. 84)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653  "	3.6.2	2.5.0	MS3	MS3/B196.mscx	False	31-79 (G1-G5)	mid	Voice	59-79 (B3-G5)	Voice	43-69 (G2-A4)	Contrabass	31-48 (G1-C3)																																								
B197	1: 4/4	1: 1	13	13	52.0	19	19	76.0		260.0	250	64	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5121083		197. Jesu, meine Freude	(Cantate 81. Jesus schläft, was soll ich hoffen? B. A. 20 I, 24, BWV 81#7)	Joh. Franck. 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653"	3.6.2	2.5.0	MS3	MS3/B197.mscx	False	28-79 (E1-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	40-66 (E2-F#4)	Contrabass	28-48 (E1-C3)																																								
B198	1: 4/4	1: 1	13	13	52.0	19	19	76.0		315.5	303	77	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5121862		198. Jesu, meine Freude	(Motette. B.A. 39, 66, BWV 227#3)	Joh. Franck. 1653.	"J.S. Bach (1685-1750)
Joh. Crüger 1653"	3.6.2	2.5.0	MS3	MS3/B198.mscx	False	28-79 (E1-G5)		Soprano/Alto	62-79 (D4-G5)	Alto	59-72 (B3-C5)	Tenor/Bass	40-66 (E2-F#4)	Contrabass	28-48 (E1-C3)																																						
B199	1: 4/4	1: 1	13	13	52.0	19	19	76.0		244.0	360	114	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5122150		199. Jesu, meine Freude	(Motette. B.A. 39, 75, BWV 227#7)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Crüger. 1653"	3.6.2	2.5.0	MS3	MS3/B199.mscx	False	31-79 (G1-G5)		Soprano	64-79 (E4-G5)	Alto	59-72 (B3-C5)	Tenor	52-67 (E3-G4)	Bass	43-60 (G2-C4)	Contrabass	31-48 (G1-C3)																																				
B200	1: 4/4	1: 1	13	13	52.0	19	19	76.0		260.0	241	62	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5122328		200. Jesu, meine Freude	(Cant. 64. Sehet, welch' eine Liebe. B.A. 16, 132, BWV 64#8)	Joh. Franck 1653	"J.S. Bach (1685-1750)
Joh. Krüger 1653"	3.6.2	2.5.0	MS3	MS3/B200.mscx	False	31-79 (G1-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-47 (G1-B2)																																								
B201	1: 4/4	1: 0	13	13	52.0	19	19	76.0		266.0	286	81	0	0	0											3.02	Linux	http://musescore.com/user/1685616/scores/5122471		201. Jesu, meine Freude	(Cant. 87. Bisher habt ihr nicht gebeten. B.A. 20 I, 152, BWV 87.7)	Heinr. Müller 1639	"J.S. Bach (1685-1750)
Joh. Krüger 1653"	3.6.2	2.5.0	MS3	MS3/B201.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-48 (D1-C3)																																								
B202	1: 4/4	1: -2	13	13	52.0	13	13	52.0		260.0	282	75	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297936		202. Jesu, meines Herzens Freud'	(B.A. 39, No. 108,  BWV 361)	J. Flitner 1661	"J.S. Bach (1685-1750)
Melodie von J. R. Ahle
Joh. Flitner 1661
"	3.6.2	2.5.0	MS3	MS3/B202.mscx	False	34-77 (Bb1-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	46-69 (Bb2-A4)	Contrabass	34-48 (Bb1-C3)																																								
B203	1: 4/4, 18: 3/4	1: -2	32	31	106.0	41	39	138.0		530.0	588	162	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5298618		203. Jesu, nun sei gepreiset	(B.A. 39, No. 109,  BWV 362)	Joh. Hermann, Senior 1591	"J.S. Bach (1685-1750)
Weihnachtslieder Wittenberg 1591
"	3.6.2	2.5.0	MS3	MS3/B203.mscx	False	29-77 (F1-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-65 (F2-F4)	Contrabass	29-48 (F1-C3)																																								
B204	1: 4/4, 16: 3/4, 32: 4/4	1: 0	35	34	112.0	45	43	144.0		560.0	543	139	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5299543		204. Jesu, nun sei gepreiset	"(Cant. 41. Jesu, nun sei gepreiset.  B. A. 10, 58, BWV 41.6
Cant. 171. Gott, wie dein Name. B. A. 35, 32.  (in D dur) BWV 171.6)"	Joh. Hermann Senior 1591	"J.S. Bach (1685-1750)
Wittenberg 1591
"	3.6.2	2.5.0	MS3	MS3/B204.mscx	False	24-77 (C1-F5)		Soprano/Alto	62-77 (D4-F5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	24-48 (C1-C3)																																								
B205	1: 4/4	1: 2	24	23	80.0	38	36	128.0		1138.5	1191	149	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5299905		205. Jesu, nun sei gepreiset	(Cant. 190. Singet dem Herrn ein neues Lied. B.A. 37, 257,  BWV 190/7)	Joh. Hermann, Senior 1594 	"J.S. Bach (1685-1750)
Wittenberg 1591
"	3.6.2	2.5.0	MS3	MS3/B205.mscx	False	26-84 (D1-C6)		C Trumpet	74-84 (D5-C6)	C Trumpet	74-84 (D5-C6)	C Trumpet	62-74 (D4-D5)	Timpani	45-50 (A2-D3)	Oboe	73-79 (C#5-G5)	Oboe	64-76 (E4-E5)	Oboe	62-74 (D4-D5)	Violin	73-79 (C#5-G5)	Violin	63-71 (D#4-B4)	Viola	55-67 (G3-G4)	Soprano/Alto	63-79 (D#4-G5)	Tenor/Bass	38-67 (D2-G4)	Contrabassoon	38-62 (D2-D4)	Violoncello	38-62 (D2-D4)	Contrabass	26-50 (D1-D3)																
B206	1: 4/4	1: 1	12	12	48.0	12	12	48.0		230.0	261	79	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5298149		206. Jesus Christus, unser Heiland	(B.A. 39, No. 110,  BWV   363)	M. Luther 1524	"J.S. Bach (1685-1750)
Erfurter Enchiridon 1524
"	3.6.2	2.5.0	MS3	MS3/B206.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-64 (E2-E4)	Contrabass	28-45 (E1-A2)																																								
B207	1: 4/4	1: -1	11	11	44.0	11	11	44.0		205.0	215	65	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5297995		207. Jesus Christus, unser Heiland, der den Tod überwand	(B.A. 39, No. 111,  BWV 364)	M. Luther 1524	"J.S. Bach (1685-1750)
Jos. Klug G. B. 1535
"	3.6.2	2.5.0	MS3	MS3/B207.mscx	False	26-72 (D1-C5)		Soprano/Alto	55-72 (G3-C5)	Tenor/Bass	38-62 (D2-D4)	Contrabass	26-45 (D1-A2)																																								
B208	1: 4/4	1: 0	9	9	36.0	14	14	56.0		185.0	199	54	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5137867		208. Jesus, meine Zuversicht	(B.A. 39, No. 112, BWV 365)	Luise Henriette, Kurfürstin von Brandenburg ? 1653	"J.S. Bach (1685-1750)
Joh. Krüger, Prax. piet. 1653"	3.6.2	2.5.0	MS3	MS3/B208.mscx	False	24-76 (C1-E5)		Soprano/Alto	55-76 (G3-E5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-43 (C1-G2)																																								
B209	1: 4/4	1: 2	8	8	32.0	12	12	48.0		160.0	175	50	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5137981		209. Jesus, meine Zuversicht	(Cantate 145. So du mit deinem Munde bekennest Jesum, B. A. 30,  BWV 145/a)	Caspar Neumann um 1700	"J.S. Bach (1685-1750)
Joh. Krüger 1653"	3.6.2	2.5.0	MS3	MS3/B209.mscx	False	31-78 (G1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	43-66 (G2-F#4)	Contrabass	31-45 (G1-A2)																																								
B210	1: 3/4	1: -1	16	16	48.0	24	24	72.0		240.0	228	69	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5146797		210. Ihr Gestirn', ihr hohlen Lüfte 	(B.A. 39, No. 113, BWV 366)	Joh. Franck 1655	"J.S. Bach (1685-1750)
Chr. Peter 1655"	3.6.2	2.5.0	MS3	MS3/B210.mscx	False	26-77 (D1-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-65 (D2-F4)	Contrabass	26-46 (D1-Bb2)																																								
B211	1: 4/4	1: 0	13	12	48.0	13	12	48.0		235.0	271	70	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5147548		211. In allen meinen Thaten	(B.A. 39, No. 114, BWV 367)	Paul Fleming 1633	"J.S. Bach (1685-1750)
Joh. Quirsfeld 1679
Gottfried Vopelius G. B. 1682"	3.6.2	2.5.0	MS3	MS3/B211.mscx	False	31-76 (G1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	43-66 (G2-F#4)	Contrabass	31-45 (G1-A2)																																								
B212	1: 4/4	1: -1	15	15	56.0	15	15	56.0		361.0	378	72	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5151667		212. In dich hab' ich gehoffet, Herr	(Cant. 52. Falsche Welt, dir trau ich nicht. B. A. 12 II,  50, BWV 52 #6)	Adam Reusner 1533	"J.S. Bach (1685-1750)
Sethus Calvisius 1594"	3.6.2	2.5.0	MS3	MS3/B212.mscx	False	29-74 (F1-D5)		Horn in F	53-74 (F3-D5)	Soprano/Alto	60-74 (C4-D5)	Tenor/Bass	41-67 (F2-G4)	Contrabass	29-43 (F1-G2)																																						
B213	1: 4/4	1: -2	12	11	44.0	12	11	44.0		220.0	260	69	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5151866		213. In dich hab' ich gehoffet, Herr	(Matthäus-Passion B.A. 4, No.151, BWV 244 #32)	Adam Reusner 1533	"J.S. Bach (1685-1750)
Sethus Calvisius 1591"	3.6.2	2.5.0	MS3	MS3/B213.mscx	False	33-79 (A1-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	45-67 (A2-G4)	Contrabass	33-46 (A1-Bb2)																																								
B214	1: 4/4	1: 3	13	12	48.0	13	12	48.0		238.0	300	82	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5152093		214. In dich hab' ich gehoffet, Herr	(Weihnachts Oratorium B.A. 5 II, 190, BWV 248 #46)	Georg Weissel 1642	"J.S. Bach (1685-1750)
Sethus Calvisius 1591"	3.6.2	2.5.0	MS3	MS3/B214.mscx	False	28-78 (E1-F#5)		Soprano/Alto	61-78 (C#4-F#5)	Tenor/Bass	40-66 (E2-F#4)	Contrabass	28-49 (E1-C#3)	Violoncello	49-49 (C#3-C#3)																																						
B215	1: 3/4	1: -1	33	32	97.0	33	32	97.0		1259.5	1032	114	0	0	0	Geistliche lieder, 1535, Joseph Klug	In dulci jubilo (B.A. 39. No. 115, BWV 368)								2017-10-01	3.02	Linux	http://musescore.com/user/1685616/scores/4646591		215. In dulci jubilo	(B.A. 39. No. 115, BWV 368)	14. od. 15. Jahrhundert 	"J.S. Bach (1658-1750)
Jos. Klug G.B. 1535
"	3.6.2	2.5.0	MS3	MS3/B215.mscx	False	24-74 (C1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-46 (C1-Bb2)	Voice	57-74 (A3-D5)	Voice	36-64 (C2-E4)	Voice	57-74 (A3-D5)	Voice	36-64 (C2-E4)																																
B216	1: 4/4	1: -2	15	15	56.0	15	15	56.0		286.0	372	98	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5152237		216. Ist Gott mein Schild und Helfersmann	(Cant. 85. Ich bin ein guter Hirt. B.A. 20 I, 118, BWV 85/6)	Chr. Homburg 1659	"J.S. Bach (1685-1750)
Hundert... Arien Dresden 1691"	3.6.2	2.5.0	MS3	MS3/B216.mscx	False	24-79 (C1-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	36-67 (C2-G4)	Contrabass	24-48 (C1-C3)																																								
B217	1: 4/4	1: 1	14	13	48.0	19	17	64.0		240.0	247	69	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5152739		217. Keinen hat Gott verlassen	(B.A. 39, No. 116, BWV 369)	Erfurter G. B. 1611	"J.S. Bach (1685-1750)
Joh. Crüger 1640"	3.6.2	2.5.0	MS3	MS3/B217.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-66 (E2-F#4)	Contrabass	28-45 (E1-A2)																																								
B218	1: 4/4	1: 0	9	8	32.0	9	8	32.0		160.0	190	55	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5153681		218. Komm, Gott Schöpfer, heiliger Geist	(B.A. 39, No. 117, BWV 370)	Martin Luther 1524	"J.S. Bach (1685-1750)
Jos. Klug G.B. 1535"	3.6.2	2.5.0	MS3	MS3/B218.mscx	False	24-76 (C1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	36-65 (C2-F4)	Contrabass	24-48 (C1-C3)																																								
B219	1: 4/4	1: 2	22	22	88.0	22	22	88.0		560.0	238	37	0	0	0								put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5153740		219. Komm, Gott Schöpfer, heiliger Geist	(Cant. Gott der Hoffnung erfülle euch. B.A. 41, 238, BWV 218/5, Echtheit fraglich)	Martin Luther 1524	"später zugeschrieben an Georg Philipp Telemann (1681-1767)
Jos. Klug G.B. 1535"	3.6.2	2.5.0	MS3	MS3/B219.mscx	False	33-83 (A1-B5)		Horn in F	69-83 (A4-B5)	Soprano/Alto	62-78 (D4-F#5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-47 (A1-B2)																																						
B220	1: 4/4	1: 1	29	28	112.0	29	28	112.0		885.0	869	156	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5300561		220. Komm heiliger Geist, Herre Gott	"(Cant. 59. Wer mich liebet. B.A. 12 II,  164, BWV 59/3
Cant. 175. Er ruft seinen Schafen. B. A. 35, 177, BWV 175/7)"	Martin Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther G. B. 1524
"	3.6.2	2.5.0	MS3	MS3/B220.mscx	False	30-76 (F#1-E5)		Violin	57-76 (A3-E5)	Viola	50-69 (D3-A4)	Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-47 (F#1-B2)																																				
B221	1: 4/4	1: -2	25	24	96.0	25	24	96.0		460.0	556	157	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5276689		221. Komm, heiliger Geist, Herre Gott	(Motette. Der Geist hilft unsrer Schwachheit auf. B.A. 39, 57, BWV 226/2)	Martin Luther 1524	"J.S. Bach (1685-1750)
Joh. Walther G.B. 1524
"	3.6.2	2.5.0	MS3	MS3/B221.mscx	False	34-79 (Bb1-G5)		Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	46-65 (Bb2-F4)	Contrabass	34-50 (Bb1-D3)																																								
B222	1: 3/4	1: -2	28	28	84.0	28	28	84.0		672.0	718	127	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5277573		222. Komm, Jesu, komm	(Motette. Komm, Jesu komm. B.A.. 39, 126,  BWV 229/2)	"Wagner's G.B. Leipzig
1697. B. VIII p..326, 
mit den Bemerkungen: 
Johann. 14 v. 6. In eigner Melodey"	"J.S. Bach (1685-1750)
"	3.6.2	2.5.0	MS3	MS3/B222.mscx	False	41-81 (F2-A5)		Soprano/Alto	60-81 (C4-A5)	Tenor/Bass	41-69 (F2-A4)	Voice	60-81 (C4-A5)	Voice	41-69 (F2-A4)																																						
B223	1: 4/4	1: 0	14	13	52.0	14	13	52.0		260.0	329	85	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5301007		223. Kommt her zu mir, spricht Gottes Sohn	(Cant. 74. Wer mich liebet, der wird mein Wort halten. B.A. 18, 146,  BWV 74/8)	Paul Gerhardt 1656	"J.S. Bach (1685-1750)
Einzeldruck 1530"	3.6.2	2.5.0	MS3	MS3/B223.mscx	False	31-76 (G1-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	43-64 (G2-E4)	Contrabass	31-48 (G1-C3)																																								
B224	1: 4/4	1: 2	14	13	52.0	14	13	52.0		264.0	389	98	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5301115		224. Kommt her zu mir, spricht Gottes Sohn	(Cant. 108. Es ist euch gut, dass ich hingehe. B.A. 23, 230,  BWV 108/6)	Paul Gerhardt 1656	"J.S. Bach (1685-1750)
Einzeldruck 1530"	3.6.2	2.5.0	MS3	MS3/B224.mscx	False	28-78 (E1-F#5)		Soprano/Alto	62-78 (D4-F#5)	Tenor/Bass	40-67 (E2-G4)	Contrabass	28-50 (E1-D3)																																								
B225	1: 4/4	1: 0	40	40	160.0	40	40	160.0		795.0	1027	329	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5302157		225. Kyrie, Gott Vater in Ewigkeit	(B.A. 39, No. 118,  BWV 371)	Wittenberg um 1541	"J.S. Bach (1685-1750)
Dresden1625
"	3.6.2	2.5.0	MS3	MS3/B225.mscx	False	26-74 (D1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	38-64 (D2-E4)	Contrabass	26-47 (D1-B2)																																								
B226	1: 4/4	1: -1	17	17	62.0	20	20	72.0		310.0	348	100	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5302565		226. Lass, o Herr, dein Ohr sich neigen	(B.A. 39, No. 119,  BWV 372)	Martin Opitz 1637	"J.S. Bach (1685-1750)
Lyon, Bourgeoys 1547
"	3.6.2	2.5.0	MS3	MS3/B226.mscx	False	30-74 (F#1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	42-65 (F#2-F4)	Contrabass	30-46 (F#1-Bb2)																																								
B227	1: 4/4	1: 4	17	17	62.0	22	22	80.0	[[[6], [7]]]	284.0	312	97	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5302681		227. Liebster Gott, wann werd' ich sterben	(Cant. 8. Liebster Gott, wann werd' ich sterben. B.A. 1, 241,  BWV 8/6)	Caspar Neumann um 1690	"J.S. Bach (1685-1750)
Daniel Vetter vor 1695
"	3.6.2	2.5.0	MS3	MS3/B227.mscx	False	28-76 (E1-E5)		Soprano/Alto	59-76 (B3-E5)	Tenor/Bass	40-69 (E2-A4)	Contrabass	28-49 (E1-C#3)																																								
B228	1: 4/4	1: 1	10	10	40.0	15	15	60.0		200.0	204	59	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5302581		228. Liebster Jesu, wir sind hier	(Description B.A. 39, No. 120,  BWV 373)	Tob. Clausnitzer 1665	"J.S. Bach (1685-1750)
Darmstadt G. B. 1687
"	3.6.2	2.5.0	MS3	MS3/B228.mscx	False	24-74 (C1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	36-64 (C2-E4)	Contrabass	24-47 (C1-B2)																																								
B229	1: 3/2	1: 2	16	16	92.0	32	32	184.0		460.0	223	56	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5303538		229. Liebster Immanuel Herzog der Frommen	(Cant. 123. B.A. 26, 60,  BWV 123/6)	A. Fritzsch 1670	"J.S. Bach (1685-1750)
A. Fritzsch 1679
"	3.6.2	2.5.0	MS3	MS3/B229.mscx	False	30-74 (F#1-D5)		Soprano/Alto	57-74 (A3-D5)	Tenor/Bass	42-64 (F#2-E4)	Contrabass	30-47 (F#1-B2)																																								
B230	1: 3/4	1: 0	13	13	39.0	18	18	54.0		532.0	496	57	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5304110		230. Lobe den Herren, den mächtigen König der Ehren	"(Cant. 137. Lobe den Herren, den mächtigen König. B.A. 28, 196 u.,  BWV 137/5
unvollst. Trauungscant. Herr Gott, Beherser. B. A. 41, 174, BWV 120a)"	Joachim Neander 1679	"J.S. Bach (1685-1750)
Stralsund G. B. 1665
"	3.6.2	2.5.0	MS3	MS3/B230.mscx	False	24-84 (C1-C6)		C Trumpet	64-84 (E4-C6)	Timpani	43-48 (G2-C3)	Violin	67-79 (G4-G5)	Violin	60-71 (C4-B4)	Viola	53-67 (F3-G4)	Soprano/Alto	60-79 (C4-G5)	Tenor/Bass	36-67 (C2-G4)	Violoncello	36-60 (C2-C4)	Contrabass	24-48 (C1-C3)	Soprano	67-79 (G4-G5)																										
B231	1: 3/4	1: -2	13	13	39.0	18	18	54.0		185.0	185	49	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5303818		231. Lobe den Herren, den mächtigen König der Ehren	(Cant. 57. Seelig ist der Mann. B.A. 12. II, 132,  BWV 57/8 )	Saubert G. B. Nürnberg 1676	"J.S. Bach (1685-1750)
Stralsund G. B. 1665
"	3.6.2	2.5.0	MS3	MS3/B231.mscx	False	34-79 (Bb1-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	46-67 (Bb2-G4)	Contrabass	34-46 (Bb1-Bb2)																																								
B232	1: 4/4	1: -1	20	19	76.0	20	19	76.0		355.0	419	122	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5308132		232. Lobet den Herren, denn er ist sehr freundlich	(B.A. 39, No. 121,  BWV 374)	1579	"J.S. Bach (1685-1750)
A. Seandellus 1568
"	3.6.2	2.5.0	MS3	MS3/B232.mscx	False	26-74 (D1-D5)		Soprano/Alto	55-74 (G3-D5)	Tenor/Bass	38-67 (D2-G4)	Contrabass	26-46 (D1-Bb2)																																								
B233	1: 4/4	1: 1	11	10	40.0	11	10	40.0		200.0	234	67	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5308261		233. Lobt Gott, ihr Christen allzugleich	(B.A. 39, No. 122,  BWV 375)	Nic. Herman 1560	"J.S. Bach (1685-1750)
Nic. Herman 1560 (1554)
"	3.6.2	2.5.0	MS3	MS3/B233.mscx	False	31-76 (G1-E5)		Soprano/Alto	62-76 (D4-E5)	Tenor/Bass	43-67 (G2-G4)	Contrabass	31-50 (G1-D3)																																								
B234	1: 4/4	1: 3	11	10	40.0	11	10	40.0		200.0	232	64	0	0	0								put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5308322		234. Lobt Gott, ihr Christen allzugleich	(B.A. 39, No. 123,  BWV 376)	Nic. Herman 1560	"J.S. Bach (1685-1750)
Nic. Herman 1560 (1561)
"	3.6.2	2.5.0	MS3	MS3/B234.mscx	False	33-78 (A1-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	45-66 (A2-F#4)	Contrabass	33-49 (A1-C#3)																																								
