piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	composed_start	composed_end	composed_source	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	musicbrainz	mb:recording	spotify	ISRC	liturgical_occasion
B294	1: 4/4	1: -4	13	12	48.0	13	12	48.0		192.0	221	76	0	0	0	Johann Sebastian Bach	"Matthäus-Passion, BWV 244: Teil I, X. Choral ""Ich bin's, ich sollte büßen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	294	O Welt, ich muss dich lassen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355650		294. O Welt, ich muss dich lassen	(Matthäus-Passion. B.A. 4, 42,  BWV 244/10)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.1	MS3	MS3/B294.mscx	False	44-75 (Ab2-Eb5)		Soprano/Alto	58-75 (Bb3-Eb5)	Tenor/Bass	44-65 (Ab2-F4)					8a88cab0-836a-30f4-800f-0f5ea6ccfc88	10a32d79-e3e7-483a-95ff-069b7b34dff0	3VMC7YLe0AzAw6ZVzPyBWT	NLY331107230	Good Friday
B295	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	206	65	0	0	0	Johann Sebastian Bach	"Kantate, BWV 13 ""Meine Seufzer, meine Tränen"": VI. Choral ""So sei nun, Seele"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	295	O Welt, ich muss dich lassen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355724		295. O Welt, ich muss dich lassen	(Cant. 13. Meine Seufzer, meine Tränen. B.A. 2, 98,  BWV 13/6)	P. Fleming 1633	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.1	MS3	MS3/B295.mscx	False	46-77 (Bb2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	46-65 (Bb2-F4)					fcc0f56c-7f4b-3bc4-aaa2-e25b61c2a570				2nd Sunday after Epiphany
B296	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	209	65	0	0	0	Johann Sebastian Bach	"Kantate, BWV 44 ""Sie werden euch in den Bann tun"": VII. Choral ""So sei nun, Seele, deine'"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	296	O Welt, ich muss dich lassen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355799		296. O Welt, ich muss dich lassen	(Cant. 44. Sie werden euch in den Bann thun. B.A. 10, 150,  BWV 44/7)	P. Fleming 1633	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.1	MS3	MS3/B296.mscx	False	46-77 (Bb2-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	46-65 (Bb2-F4)					7cd14cee-5e78-3e2e-a16e-aa9b6eabd36a				Exuadi (Sunday after Ascension)
B297	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	221	75	0	0	0	Johann Sebastian Bach	"Kantate, BWV 97 ""In allen meinen Taten"": IX. Choral ""So sei nun, Seele, deine"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	297	O Welt, ich muss dich lassen				put into MuseScore by Gertim			3.02	Linux	http://musescore.com/user/1685616/scores/5356604		297. O Welt, ich muss dich lassen	(Cant. 97. In allen meinen Thaten. B.A. 22, 230,  BWV 97/9)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.1	MS3	MS3/B297.mscx	False	46-77 (Bb2-F5)		Soprano/Alto	58-77 (Bb3-F5)	Tenor/Bass	46-67 (Bb2-G4)					cac4b100-df5a-3edd-a6ab-6f1237179f77				
B298	1: 4/4	1: -2	13	12	48.0	13	12	48.0		188.0	216	74	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 392 ""Nun ruhen alle Wälder"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	298	O Welt, ich muss dich lassen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5355858		298. O Welt, ich muss dich lassen	(B.A. 39, No. 139,  BWV 392)	P. Gerhardt 1648	"J.S. Bach (1685-1750)
G. Forster 1539
"	3.6.2	2.5.1	MS3	MS3/B298.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)					53f50f96-df22-3813-bd1e-bd755991acfa	03b160a8-7c1a-4ab7-96aa-075e80c3c9f2	0ftoosvkok9FA1Zjf0KrTj	NLY331107137	Unknown
B299	1: 4/4	1: -1	11	11	44.0	11	11	44.0		172.0	182	63	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 405 ""O wie selig seid ihr doch, ihr Frommen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	299	O wie selig seid ihr doch, ihr Frommen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357103		299. O wie selig seid ihr doch, ihr Frommen	(B.A. 39, No. 152,  BWV 405)	Simon Dach 1638	"J.S. Bach (1685-1750)
Joh. Crüger 1649
"	3.6.2	2.5.1	MS3	MS3/B299.mscx	False	38-76 (D2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-65 (D2-F4)					7286d4a2-3a53-4ccc-8e09-eeb6e6b4cee3	e737b38e-e304-4acb-9707-712fddec7342	0DrNCsgA8RhDApv01IdR9M	NLY331107138	Unknown
B300	1: 4/4	1: -1	11	11	44.0	11	11	44.0		176.0	207	76	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 406 ""O wie selig seid ihr doch, ihr Frommen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	300	O wie selig seid ihr doch, ihr Frommen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357190		300. O wie selig seid ihr doch, ihr Frommen	(B.A. 39, No. 153,  BWV 406)	Simon Dach 1639	"J.S. Bach (1685-1750)
Böhm. Brüder G. B. 1566"	3.6.2	2.5.1	MS3	MS3/B300.mscx	False	36-77 (C2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	36-62 (C2-D4)					e92b396c-ab0b-419b-b1a2-63149e52c9f1	b3d2d1f7-27ad-457f-9228-db426f01231b	2iJ351mVtzScAWoG180PPT	NLY331107139	Unknown
B301	1: 4/4	1: 2	27	27	108.0	27	27	108.0		432.0	388	158	0	0	0	Johann Sebastian Bach	"Choralsatz BWV 407: ""O wir armen Sünder"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	301	O wir armen Sünder				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5357873		301. O wir armen Sünder	(B.A. 39, No. 154,  BWV 407)	Hermann Bonn 1542	"J.S. Bach (1685-1750)
Lucas Lossius 1561"	3.6.2	2.5.1	MS3	MS3/B301.mscx	False	38-76 (D2-E5)		Soprano/Alto	57-76 (A3-E5)	Tenor/Bass	38-66 (D2-F#4)					adc5a751-7fc9-4ab4-be63-c978a2bd362f	ebf49c14-198e-4e26-b0b3-4d61790bd582	40w3vltIMEgzxY41e01x5V	NLY331107233	Unknown
B302	1: 3/4	1: 0	17	16	49.0	17	16	49.0		196.0	146	43	0	0	0	Johann Sebastian Bach	"Kantate, BWV 65 ""Sie werden aus Saba alle kommen"": II. Choral ""Die Kön'ge aus Saba kamen dar"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	302	Puer natus in Bethlehem				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5339701		302. Puer natus in Bethlehem	(Cant. 65. Siewerden aus Saba alle kommen. B.A. 16, 152,  BWV 65/2)	"Aus dem 15. Jahrh. 
V. Babst, G. B. 1545 "	"J.S. Bach (1685-1750)
L. Lossius 1553 (1561)
"	3.6.2	2.5.1	MS3	MS3/B302.mscx	False	45-74 (A2-D5)		Soprano/Alto	62-74 (D4-D5)	Tenor/Bass	45-64 (A2-E4)					226ced9c-0238-3878-8440-a6274de8978a	4409df4e-5486-4a0c-a98a-68a0174b401d	07uy8NCaSRHz6ZtKNi0E1r	NLY331107163	Feast of Epiphany
B303	1: 4/4	1: -1	12	12	48.0	12	12	48.0		176.0	178	63	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 408 ""Schaut, ihr Sünder!"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	303	Schaut, ihr Sünder *				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359143		303. Schaut, ihr Sünder *	(B.A. 39, No. 155,  BWV 408)	M. A. v. Löwenstern 1644 	"J.S. Bach (1685-1750)
M. A. v. Löwenstern1644
"	3.6.2	2.5.1	MS3	MS3/B303.mscx	False	38-75 (D2-Eb5)		Soprano/Alto	55-75 (G3-Eb5)	Tenor/Bass	38-67 (D2-G4)					ea53c9a3-55fd-4286-b982-55eef1bd8bef	8dd9af6b-91a3-4c18-9b53-7ef6486ef0e7	2C8Jt9napsjxM67Tir1enH	NLY331107234	Unknown
B304	1: 4/4	1: -1	15	15	60.0	20	20	80.0		240.0	258	88	0	0	0	Johann Sebastian Bach	"Kantate, BWV 180 ""Schmücke dich, o liebe Seele"": VII. Choral ""Jesu, wahres Brot des Lebens"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	304	Schmücke dich, o liebe Seele				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359174		304. Schmücke dich, o liebe Seele	(Cant. 180. Schmücke dich, o liebe Seele. B.A. 35, 322,  BWV 180/7)	Joh. Frank 1649	"J.S. Bach (1685-1750)
Joh. Crüger 1649
"	3.6.2	2.5.1	MS3	MS3/B304.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-67 (F2-G4)					77f04f44-6c14-3c36-89fa-00eeb5ea7fc9	fbd47b79-3ef7-4dca-bbaf-a10231090672	6RVXuiOzNWRCUzSaz6rbKC	NLY331107140	20th Sunday after Trinity
B305	1: 4/4	1: -1	16	16	64.0	16	16	64.0		256.0	251	83	0	0	0	Johann Sebastian Bach	"Kantate, BWV 40 ""Darzu ist erschienen der Sohn Gottes"": VI. Choral ""Schüttle deinen Kopf und sprich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	305	Schwing' dich auf zu deinem Gott				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359239		305. Schwing' dich auf zu deinem Gott	(Cant. 40. Dazu ist erschienen der Sohn. B.A. 7, 387,  BWV 40/6)	Paul Gerhardt 1653	"J.S. Bach (1685-1750)
Dan. Vetter 1713
von Bach etwas umgebildet
"	3.6.2	2.5.1	MS3	MS3/B305.mscx	False	43-77 (G2-F5)		Soprano/Alto	61-77 (C#4-F5)	Tenor/Bass	43-67 (G2-G4)					fb956531-d3e1-3a3a-93cc-94e2113107da	f92fa5a3-dbb9-4404-a009-d8aa5e923cb5	78b44jd3jLpim5qELRw7Ay	NLY331107037	2nd Day of Christmas
B306	1: 4/4	1: 3	11	11	44.0	11	11	44.0		176.0	187	68	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 409 ""Seelenbräutigam"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	306	Seelenbräutigam				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359249		306. Seelenbräutigam	(B.A. 39, No. 156,  BWV 409)	Adam Drese 1697	"J.S. Bach (1685-1750)
Darmstadt G. B. 1698"	3.6.2	2.5.1	MS3	MS3/B306.mscx	False	42-76 (F#2-E5)		Soprano/Alto	61-76 (C#4-E5)	Tenor/Bass	42-66 (F#2-F#4)					6051cd7d-b364-3c86-9c8d-77320705a710	276cb079-d2d2-459f-85c2-cf81c51af314	6DIbq8E668xrcWMouMAtuP	NLY331107038	Unknown
B307	1: 4/4	1: -2	14	14	56.0	14	14	56.0		224.0	234	79	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 410 ""Sei gegrüßet, Jesu gütig"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	307	Sei gegrüsset, Jesu gütig				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359271		307. Sei gegrüsset, Jesu gütig	(B.A. 39, No. 157,  BWV 410)	Christian Keymann vor 1662	"J.S. Bach (1685-1750)
Gottfr. Vopelius, G. B. 1682 
"	3.6.2	2.5.1	MS3	MS3/B307.mscx	False	38-75 (D2-Eb5)		Soprano/Alto	62-75 (D4-Eb5)	Tenor/Bass	38-67 (D2-G4)					eba09b79-c3f8-4253-9573-ee1050a9504a	c27ad9ae-8950-4515-afcb-f89729fa9b91	35TdRVWtaxJZrH4ymUIrcV	NLY331107235	Unknown
B308	1: 3/4	1: -2	28	28	84.0	28	28	84.0		336.0	279	97	0	0	0	Johann Sebastian Bach	"Kantate, BWV 187 ""Es wartet alles auf dich"": VII. Choral ""Gott hat die Erde zugericht'"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	308	Singen wir aus Herzensgrund				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359310		308. Singen wir aus Herzensgrund	(Cant. 187. Es wartet Alles auf dich. B.A. 37, 191,  BWV 187/7)	Frankfurt a. O. 1568	"J.S. Bach (1685-1750)
G. B. der Böhm. Brüder 1544
"	3.6.2	2.5.1	MS3	MS3/B308.mscx	False	41-77 (F2-F5)		Soprano/Alto	60-77 (C4-F5)	Tenor/Bass	41-66 (F2-F#4)					64690620-422b-385d-818c-009c0069e480	7fa8754a-0698-40df-96f6-1f43415aab5e	12k4Tuu9PfdhafLoavkvE5	NLY331107039	7th Sunday after Trinity
B309	1: 4/4	1: 1	13	13	52.0	17	17	68.0		208.0	260	101	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 411 ""Singt dem Herrn ein neues Lied"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	309	Singt dem Herrn ein neues Lied							3.02	Linux	http://musescore.com/user/1685616/scores/5055355		309. Singt dem Herrn ein neues Lied	(B. A. 39, No 158, BWV 411)	M. A. von Löwenstern 1644	"J.S. Bach (1685-1750)
M.A. von Löwenstern 1644"	3.6.2	2.5.1	MS3	MS3/B309.mscx	False	43-78 (G2-F#5)		Soprano/Alto	59-78 (B3-F#5)	Tenor/Bass	43-65 (G2-F4)					c1649f3f-c313-3266-b2ba-61fa17bb1d23	f79a760c-3ad2-4cfa-abec-6342682bc041	1tFkl5qtxbluMD7ZdEcMZP	NLY331107040	Unknown
B310	1: 4/4	1: -1	16	15	61.0	16	15	61.0		232.0	255	93	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 412 ""So giebst du nun, mein Jesu, gute Nacht"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	310	So giebst du nun, mein Jesu, gute Nacht				put into MuseScore by Gertim			3.02	Linux			310. So giebst du nun, mein Jesu, gute Nacht	(B.A. 39, No. 159,  BWV 412)	Aug. Pfeiffer Ϯ 1698	"J.S. Bach (1685-1750)
Dresden 1694
"	3.6.2	2.5.1	MS3	MS3/B310.mscx	False	38-77 (D2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-67 (D2-G4)					be68b898-8cd7-49e0-b56e-6bade7ae4d34	a523ed2b-402b-43ff-a355-aeaab3efdf64	4OwORPr7xCIuAbZloHH2AG	NLY331107236	Unknown
B311	1: 3/4	1: -1	32	32	96.0	40	40	120.0		384.0	391	154	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 413 ""Sollt' ich meinem Gott nicht singen"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	311	Sollt' ich meinem Gott nicht singen				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5273987		311. Sollt' ich meinem Gott nicht singen	(B.A.. 39, No. 160,  BWV 413)	P. Gerhardt 1656	"J.S. Bach (1685-1750)
Joh. Schop 1641
"	3.6.2	2.5.1	MS3	MS3/B311.mscx	False	38-77 (D2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	38-67 (D2-G4)					0cdee533-a5d7-4650-85fa-f9be97594a13	107bb433-e048-43a0-acc0-c138dc8b4fa0	2GPBmZQvY3sMyt739W85fS	NLY331107041	Unknown
B312	1: 4/4	1: 1	10	10	40.0	14	14	56.0		160.0	175	62	0	0	0	Johann Sebastian Bach	"Kantate, BWV 115 ""Mache dich, mein Geist, bereit"": VI. Choral ""Drum so laßt uns immerdar"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	312	Straf mich nicht in deinem Zorn				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359560		312. Straf mich nicht in deinem Zorn	(Cant. 115. Mache dich, mein Gest, bereit. B.A. 24, 132,  BWV 115/6)	Joh. Burchard Freystein 1697	"J.S. Bach (1685-1750)
Dresden 1694
"	3.6.2	2.5.1	MS3	MS3/B312.mscx	False	43-79 (G2-G5)		Soprano/Alto	62-79 (D4-G5)	Tenor/Bass	43-66 (G2-F#4)					06d1c580-5957-3f6e-8ade-81d68552c825	46a600b8-0e90-4e47-994a-913c0be6053f	1ZS4NKzUN91Bl0I78RyJdt	NLY331107042	22nd Sunday after Trinity
B313	1: 4/4	1: 1	12	10	40.0	18	15	60.0		160.0	166	58	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 414 ""Uns ist ein Kindlein heut geborn"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	313	Uns ist ein Kindlein heut gebor'n				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5339791		313. Uns ist ein Kindlein heut gebor'n	(B.A. 39, No. 161,  BWV 414)	In der Psalmodia des Luc. Lossius 1579	"J.S. Bach (1685-1750)
Barth. Gesius 1601 (etwas umgebildet)"	3.6.2	2.5.1	MS3	MS3/B313.mscx	False	43-74 (G2-D5)		Soprano/Alto	59-74 (B3-D5)	Tenor/Bass	43-62 (G2-D4)					50335ad4-48e3-382a-970a-903065940fdf	f293d502-78b1-4ce2-b0cd-2afff89e0078	77M6QsJW9PAIgn3HVRFPre	NLY331107164	Unknown
B314	1: 4/4	1: 2	14	12	48.0	19	16	64.0		192.0	215	72	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 415 ""Valet will ich dir geben"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	314	Valet will ich dir geben				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359741		314. Valet will ich dir geben	(B.A. 39,  No. 162, BWV 415)	Valerius Herberger 1613	"J.S. Bach (1685-1750)
Melch. Teschner 1613
"	3.6.2	2.5.1	MS3	MS3/B314.mscx	False	38-78 (D2-F#5)		Soprano/Alto	57-78 (A3-F#5)	Tenor/Bass	38-69 (D2-A4)					f8fab03c-7972-3d4d-8498-7b29ef469e25	a42b5893-e1b1-4536-b162-df048be8a299	6LnFpLAmeWnSr3iMdS7T2g	NLY331107043	Unknown
B315	1: 4/4	1: -3	14	12	48.0	19	16	64.0		192.0	173	49	0	0	0	Johann Sebastian Bach	"Johannes-Passion, BWV 245: Teil II. No. 26 Choral ""In meines Herzens Grunde"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	315	Valet will ich dir geben				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5359777		315. Valet will ich dir geben	(Johannes-Passion B.A. 12 I, 95,  BWV 245/26)	Valerius Herberger 1613	"J.S. Bach (1685-1750)
Melch. Teschner 1613
"	3.6.2	2.5.1	MS3	MS3/B315.mscx	False	39-79 (Eb2-G5)		Soprano/Alto	58-79 (Bb3-G5)	Tenor/Bass	39-67 (Eb2-G4)					e3bf4ede-a1ec-31e5-9b7a-bd8f2af3a670	b7ffd162-21d2-47c3-96f4-8cf5732e3911	2DwIAXtFGV0CzcXgglaQdm	NLY331107237	Good Friday
B316	1: 4/4	1: -1	13	12	48.0	13	12	48.0		192.0	216	69	0	0	0	Johann Sebastian Bach	"Choralsatz, BWV 416 ""Vater unser im Himmelreich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	316	Vater unser im Himmelreich				put into MuseScore by Gertim			3.02	Linux			316. Vater unser im Himmelreich	(B.A. 39, No.163. a.d. Johannes-Passion;  s. das Vorwort 12 I, BWV 416)	M. Luther 1539	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.1	MS3	MS3/B316.mscx	False	44-77 (G#2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	44-64 (G#2-E4)					232e122b-7d30-32f0-affe-2cfaf01648c1	7e148d06-a4bc-48d4-8b85-92ec58addce1	6IuNBTGhvl3rQ0QuKL2l9Y	NLY331107178	Unknown
B317	1: 4/4	1: -1	13	12	48.0	13	12	48.0		192.0	235	82	0	0	0	Johann Sebastian Bach	"Johannes-Passion, BWV 245: Teil I. No. 5 Choral ""Dein Will gescheh, Herr Gott, zugleich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	317	Vater unser im Himmelreich				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5360188		317. Vater unser im Himmelreich	(Johannes-Passion, B. A. 12 I, 18, BWV 245/5)	M. Luther 1539	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.1	MS3	MS3/B317.mscx	False	44-77 (G#2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	44-62 (G#2-D4)					042bce4c-792f-3c20-bf0b-35ea602685a5	12bd9d50-de53-4dc9-b16e-8cde1f707a15	23qMOLZ5Q7HWh1PIhmUQYe	NLY331107179	Unknown
B318	1: 4/4	1: -1	13	12	48.0	13	12	48.0		192.0	208	62	0	0	0	Johann Sebastian Bach	"Kantate, BWV 101 ""Nimm von uns, Herr, du treuer Gott"": VII. Choral ""Leit uns mit deiner rechten Hand"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	318	Vater unser im Himmelreich				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5360890		318. Vater unser im Himmelreich	(Cant. 101. Nimm von uns, Herr, du treuer Gott. B.A. 23, 32. BWV 101/7)	Martin Moller 1584	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.1	MS3	MS3/B318.mscx	False	41-77 (F2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	41-65 (F2-F4)					5e764748-66ca-380f-a3db-d366ba0c0cec				10th Sunday after Trinity
B319	1: 4/4	1: -1	13	12	49.0	13	12	49.0		196.0	233	79	0	0	0	Johann Sebastian Bach	"Kantate, BWV 90 ""Es reißet euch ein schrecklich Ende"": V. Choral ""Leit uns mit deiner rechten Hand"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	319	Vater unser im Himmelreich				put into MuseScore by Gertim			3.02	Linux			319. Vater unser im Himmelreich	(Cant. 90. Es reifet euch ein schrecklich Ende. B.A. 20 I, 214, BWV 90/5)	Martin Moller 1584	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.1	MS3	MS3/B319.mscx	False	43-77 (G2-F5)		Soprano/Alto	57-77 (A3-F5)	Tenor/Bass	43-65 (G2-F4)					24c27c9e-0c6d-3571-a755-36404e2886fa	69e14f02-2f29-488e-b5a0-b2a2a88e64b3	0wEwWEwEocb0N69ngIfrSu	NLY331107044	25th Sunday after Trinity
B320	1: 4/4	1: -2	13	12	48.0	13	12	48.0		192.0	228	72	0	0	0	Johann Sebastian Bach	"Kantate, BWV 102 ""Herr, deine Augen sehen nach dem Glauben"": VII. Choral ""Heute lebst du, heut bekehre dich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	320	Vater unser im Himmelreich				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5361093		320. Vater unser im Himmelreich	(Cant. 102. Herr, deine Augen sehen nach dem Glauben. B.A. 23, 66, BWV 102/7)	Joh. Heermann 1630	"J.S. Bach (1685-1750)
Val. Schumann G. B. 1539
"	3.6.2	2.5.1	MS3	MS3/B320.mscx	False	43-75 (G2-Eb5)		Soprano/Alto	55-75 (G3-Eb5)	Tenor/Bass	43-63 (G2-Eb4)					bb3ce447-56a2-3dea-aca8-5bc969231ced	fd7b3eea-df73-4c36-bc4d-55238c4c6cc2	4t23rBqFtxqTvWIKQSYuvu	NLY331107045	10th Sunday after Trinity
B321	1: 4/4	1: 0	28	27	108.0	28	27	108.0		432.0	480	172	0	0	0	Johann Sebastian Bach	"Kantate, BWV 126 ""Erhalt uns Herr bei deinem Wort"": VI. Choral ""Verleih uns Frieden gnädiglich"""	1700	1740	https://en.wikipedia.org/wiki/List_of_chorale_harmonisations_by_Johann_Sebastian_Bach	321	Verleih' uns Frieden gnädiglich				put into MuseScore by Gertim			3.02	Linux	https://musescore.com/user/1685616/scores/5361215		321. Verleih' uns Frieden gnädiglich	(Cant. 126. Erhalt'uns, Herr, bei deinem Wort. B.A. 26, 131, BWV 126/6)	M. Luther 1531 u. 1566	"J.S. Bach (1685-1750)
Nürnberg 1531
Jos. Klug G. B. 1535
"	3.6.2	2.5.1	MS3	MS3/B321.mscx	False	43-79 (G2-G5)		Soprano/Alto	59-79 (B3-G5)	Tenor/Bass	43-65 (G2-F4)					aa8401b5-1fe3-3a4c-87f5-e637d3dfb4d1	99b72ed6-161d-4821-b91d-4dd735f4957e	0pM6x3HKCX7gyxPWa04TSW	NLY331107180	Sexagesima
