type	type-id	target	ordering-key	direction	attribute-list	attributes	work.id	work.title	work.language	work.disambiguation
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cc835ce4-73ef-38f3-a164-50f5475d4d8b	132	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '132', 'attribute': 'number'}]	cc835ce4-73ef-38f3-a164-50f5475d4d8b	"Choralsatz, BWV 327 ""Für deinen Thron tret ich hiermit"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	e57ea0a9-6702-3769-aa25-4f0a60cc6efd	133	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '133', 'attribute': 'number'}]	e57ea0a9-6702-3769-aa25-4f0a60cc6efd	"Choralsatz, BWV 328 ""Herr Gott, dich loben wir"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	f2b7950d-cddb-3cb1-b76e-de5ed57838ad	136	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '136', 'attribute': 'number'}]	f2b7950d-cddb-3cb1-b76e-de5ed57838ad	"Choralsatz, BWV 329 ""Herr, ich denk an jene Zeit"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	d5404fcd-c7fc-47eb-b245-1b8b73014ec3	137	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '137', 'attribute': 'number'}]	d5404fcd-c7fc-47eb-b245-1b8b73014ec3	"Choralsatz, BWV 330 ""Herr, ich habe mißgehandelt"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7b80df6e-860c-3a64-9d15-009d09e504b3	138	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '138', 'attribute': 'number'}]	7b80df6e-860c-3a64-9d15-009d09e504b3	"Choralsatz, BWV 331 ""Herr, ich habe mißgehandelt"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b4689069-5e27-32f2-97bb-6fb7a86cc430	139	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '139', 'attribute': 'number'}]	b4689069-5e27-32f2-97bb-6fb7a86cc430	"Choralsatz, BWV 332 ""Herr Jesu Christ, dich zu uns wend"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	02626514-8fe9-3b10-ac5c-22de2734c197	141	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '141', 'attribute': 'number'}]	02626514-8fe9-3b10-ac5c-22de2734c197	"Choralsatz, BWV 334 ""Herr Jesu Christ, du höchstes Gut"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	f637813d-42f0-409d-b942-96cabd1de795	145	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '145', 'attribute': 'number'}]	f637813d-42f0-409d-b942-96cabd1de795	"Choralsatz, BWV 335 ""Herr Jesu Christ, mein's Lebens Licht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4cb70d82-a46a-441f-b396-654e59cb204e	146	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '146', 'attribute': 'number'}]	4cb70d82-a46a-441f-b396-654e59cb204e	"Choralsatz, BWV 336 ""Herr Jesu Christ, wahr' Mensch und Gott"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	fac1b12a-ff10-3891-a1ab-f48de193afe5	148	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '148', 'attribute': 'number'}]	fac1b12a-ff10-3891-a1ab-f48de193afe5	"Choralsatz, BWV 337 ""Herr, nun laß in Friede"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	dec7daf2-a2f1-3f53-b78b-a064cbd25e00	149	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '149', 'attribute': 'number'}]	dec7daf2-a2f1-3f53-b78b-a064cbd25e00	"Choralsatz, BWV 338 ""Herr, straf mich nicht in deinem Zorn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	3e62a521-47a8-3ebc-94da-5fdcc871e918	151	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '151', 'attribute': 'number'}]	3e62a521-47a8-3ebc-94da-5fdcc871e918	"Choralsatz, BWV 339 ""Herr, wie du willst, so shicks mit mir"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	9072de9d-b9e5-3df3-a0b0-5d01eab0d0d8	152	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '152', 'attribute': 'number'}]	9072de9d-b9e5-3df3-a0b0-5d01eab0d0d8	"Choralsatz, BWV 340 ""Herzlich lieb hab ich dich, o Herr"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	5df2b82d-e8d6-421b-9df5-4b2346f406eb	170	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '170', 'attribute': 'number'}]	5df2b82d-e8d6-421b-9df5-4b2346f406eb	"Choralsatz, BWV 341 ""Heut' ist, o Mensch, ein großer Trauertag"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c8d1dfb6-104f-3572-b445-71fccf2f1e50	171	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '171', 'attribute': 'number'}]	c8d1dfb6-104f-3572-b445-71fccf2f1e50	"Choralsatz, BWV 342 ""Heut triumphieret Gottes Sohn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cec02552-f194-3db7-a4df-614f36f56133	172	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '172', 'attribute': 'number'}]	cec02552-f194-3db7-a4df-614f36f56133	"Choralsatz, BWV 343 ""Hilf Gott, daß mirs gelinge"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	2ff434e1-cbb1-392c-8195-27e52a276d67	173	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '173', 'attribute': 'number'}]	2ff434e1-cbb1-392c-8195-27e52a276d67	"Choralsatz, BWV 344 ""Hilf, Herr, Jesu laß gelingen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	232caaa9-96eb-3d8e-afd1-81e823d8e1f1	174	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '174', 'attribute': 'number'}]	232caaa9-96eb-3d8e-afd1-81e823d8e1f1	"Choralsatz, BWV 345 ""Ich bin ja, Herr, in deiner Macht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c14dd4aa-ce27-3242-947e-1232eaed33a5	175	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '175', 'attribute': 'number'}]	c14dd4aa-ce27-3242-947e-1232eaed33a5	"Choralsatz, BWV 346 ""Ich dank dir, Gott, für deine Wohltat"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	03f87a44-b2ab-3125-9cf3-b89dd5c7ed48	176	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '176', 'attribute': 'number'}]	03f87a44-b2ab-3125-9cf3-b89dd5c7ed48	"Choralsatz, BWV 347 ""Ich dank dir, lieber Herre"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	d93fabb3-8abe-4f7a-96b0-1e9a6b0bc704	177	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '177', 'attribute': 'number'}]	d93fabb3-8abe-4f7a-96b0-1e9a6b0bc704	"Choralsatz, BWV 348 ""Ich dank dir, lieber Herre"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	d9489f1f-7482-3520-a5a2-bb1c6c38fa17	179	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '179', 'attribute': 'number'}]	d9489f1f-7482-3520-a5a2-bb1c6c38fa17	"Choralsatz, BWV 349 ""Ich dank dir schon durch deinen Sohn"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	416c1a4f-9fe4-3809-8616-38e4d980584b	180	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '180', 'attribute': 'number'}]	416c1a4f-9fe4-3809-8616-38e4d980584b	"Choralsatz, BWV 350 ""Ich danke dir, o Gott, in deinem Throne"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	efb0ab2f-c033-3998-a685-a127e4c0a954	182	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '182', 'attribute': 'number'}]	efb0ab2f-c033-3998-a685-a127e4c0a954	"Choralsatz, BWV 351 ""Ich hab mein Sach Gott heimgestellt"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	755741cd-419d-38df-bac2-96ce58141650	185	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '185', 'attribute': 'number'}]	755741cd-419d-38df-bac2-96ce58141650	"Choralsatz, BWV 352 ""Jesu, der du meine Seele"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	7346bea5-0907-4806-9490-136b6d6afb99	186	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '186', 'attribute': 'number'}]	7346bea5-0907-4806-9490-136b6d6afb99	"Choralsatz, BWV 353 ""Jesu, der du meine Seele"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4c97af34-1630-42c5-98d1-f88c55571054	187	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '187', 'attribute': 'number'}]	4c97af34-1630-42c5-98d1-f88c55571054	"Choralsatz, BWV 354 ""Jesu, der du meine Seele"""	deu	"music same as BWV 247: XXXVI.""Man hat dich sehr hart verhöhnet"""
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4b1b628f-5a97-351c-bad0-83d97f4b6297	189	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '189', 'attribute': 'number'}]	4b1b628f-5a97-351c-bad0-83d97f4b6297	"Choralsatz, BWV 355 ""Jesu, der du selbsten wohl"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	42e9d93a-bfe0-3596-a601-381547e20172	190	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '190', 'attribute': 'number'}]	42e9d93a-bfe0-3596-a601-381547e20172	"Choralsatz, BWV 356 ""Jesu, du mein liebstes leben"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	1cedd593-7ab7-4c80-b0db-e0d04b689b48	191	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '191', 'attribute': 'number'}]	1cedd593-7ab7-4c80-b0db-e0d04b689b48	"Choralsatz, BWV 357 ""Jesu, Jesu, du bist mein"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	6ae99710-15bb-360d-9735-7a8fc71ba0d1	195	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '195', 'attribute': 'number'}]	6ae99710-15bb-360d-9735-7a8fc71ba0d1	"Choralsatz, BWV 358 ""Jesu, meine Freude"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	3e8325f1-a7f3-3278-a2fb-23a1c7a06111	362	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '363', 'attribute': 'number'}]	3e8325f1-a7f3-3278-a2fb-23a1c7a06111	"Choralsatz, BWV 359 ""Jesu, meiner Seelen Wonne"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	ca6feeff-1101-42fd-9d00-83e4c3b1b4fd	363	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '364', 'attribute': 'number'}]	ca6feeff-1101-42fd-9d00-83e4c3b1b4fd	"Choralsatz, BWV 360 ""Jesu, meiner Seelen Wonne"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	175b59b4-27cf-3311-84f0-cfbba29b0dbd	202	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '202', 'attribute': 'number'}]	175b59b4-27cf-3311-84f0-cfbba29b0dbd	"Choralsatz, BWV 361 ""Jesu, meines Herzens Freud"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	302cb54f-83ae-3a9a-8307-0dd846edc27f	203	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '203', 'attribute': 'number'}]	302cb54f-83ae-3a9a-8307-0dd846edc27f	"Choralsatz, BWV 362 ""Jesu, nun sei gepreiset"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	76abd168-d14d-3625-a2dc-e1ce01cf2496	207	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '207', 'attribute': 'number'}]	76abd168-d14d-3625-a2dc-e1ce01cf2496	"Choralsatz, BWV 364 ""Jesus Christus, unser Heiland"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	15136139-48dd-3700-9cef-b4d795af718e	208	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '208', 'attribute': 'number'}]	15136139-48dd-3700-9cef-b4d795af718e	"Choralsatz, BWV 365 ""Jesus, meine Zuversicht"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	5f4f9f32-d3b6-3c0b-a69d-d8affa947a2b	210	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '210', 'attribute': 'number'}]	5f4f9f32-d3b6-3c0b-a69d-d8affa947a2b	"Choralsatz, BWV 366: ""Ihr Gestirn, ihr hohlen Lüfte"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b2f0b07b-5b43-3205-b233-bed187096080	211	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '211', 'attribute': 'number'}]	b2f0b07b-5b43-3205-b233-bed187096080	"Choralsatz, BWV 367 ""In allen meinen Taten"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	e8829114-722a-302f-96ca-fc209d7fae4c	215	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '215', 'attribute': 'number'}]	e8829114-722a-302f-96ca-fc209d7fae4c	"Choralsatz, BWV 368 ""In dulci jubilo"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b730fcee-f688-367d-b611-898354ac5cca	218	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '218', 'attribute': 'number'}]	b730fcee-f688-367d-b611-898354ac5cca	"Choralsatz, BWV 370 ""Komm, Gott Schöpfer, Heiliger Geist"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	82acf64e-19b8-4600-b8aa-01ae87a8002e	224	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '225', 'attribute': 'number'}]	82acf64e-19b8-4600-b8aa-01ae87a8002e	"Choralsatz, BWV 371 ""Kyrie! Gott Vater in Ewigkeit"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cd850db4-155f-3580-b0c1-16e57a372926	225	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '226', 'attribute': 'number'}]	cd850db4-155f-3580-b0c1-16e57a372926	"Choralsatz, BWV 372 ""Laß, o Herr, dein Ohr sich neigen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	fa826213-285b-36ca-a797-2f3a206c5762	227	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '228', 'attribute': 'number'}]	fa826213-285b-36ca-a797-2f3a206c5762	"Choralsatz, BWV 373 ""Liebster Jesu, wir sind hier"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c43092b4-258a-3c86-a953-14bb36ed65d5	231	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '232', 'attribute': 'number'}]	c43092b4-258a-3c86-a953-14bb36ed65d5	"Choralsatz, BWV 374 ""Lobet den Herren, denn er ist sehr freundlich"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	37bea5d1-f96c-4282-8374-18879eaeed6e	232	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '233', 'attribute': 'number'}]	37bea5d1-f96c-4282-8374-18879eaeed6e	"Choralsatz, BWV 375 ""Lobt Gott, ihr Christen allzugleich"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b5c87ec1-a205-30a8-a81d-059ce02ccb0d	233	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '234', 'attribute': 'number'}]	b5c87ec1-a205-30a8-a81d-059ce02ccb0d	"Choralsatz, BWV 376 ""Lobt Gott, ihr Christen allzugleich"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	77a88f91-527f-4406-90f1-7073e35168c6	236	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '237', 'attribute': 'number'}]	77a88f91-527f-4406-90f1-7073e35168c6	"Choralsatz, BWV 377 ""Mach's mit mir, Gott, nach deiner Güt'"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4b8fa8d3-f5e2-386b-8d96-f968de0f7fa4	239	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '240', 'attribute': 'number'}]	4b8fa8d3-f5e2-386b-8d96-f968de0f7fa4	"Choralsatz, BWV 378 ""Mein Augen schließ ich jetzt"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	43c8932f-44c7-3954-b0ab-4c23fbbafebd	240	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '241', 'attribute': 'number'}]	43c8932f-44c7-3954-b0ab-4c23fbbafebd	"Choralsatz, BWV 379 ""Meinen Jesum laß ich nicht, Jesus """	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	728aabc4-cf0e-3052-8f9f-4f52aa1d30a4	241	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '242', 'attribute': 'number'}]	728aabc4-cf0e-3052-8f9f-4f52aa1d30a4	Choralsatz, BWV 380 „Meinen Jesum laß ich nicht, weil“	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b65d6a5e-2932-3e3a-a17f-8603183e42b5	247	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '248', 'attribute': 'number'}]	b65d6a5e-2932-3e3a-a17f-8603183e42b5	"Choralsatz, BWV 381 ""Meines Lebens letzte Zeit"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	0fd36eb9-a627-37d1-9210-402c00211eaf	248	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '249', 'attribute': 'number'}]	0fd36eb9-a627-37d1-9210-402c00211eaf	"Choralsatz, BWV 382 ""Mit Fried und Freud ich fahr dahin"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	c9eb6c18-18ff-367a-9147-d0f368aa918f	251	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '252', 'attribute': 'number'}]	c9eb6c18-18ff-367a-9147-d0f368aa918f	"Choralsatz, BWV 383 ""Mitten wir im Leben sind"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	d47cd854-5c95-39b3-a374-b9b1b38c6f5d	252	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '253', 'attribute': 'number'}]	d47cd854-5c95-39b3-a374-b9b1b38c6f5d	"Choralsatz, BWV 384 ""Nicht so traurig, nicht so sehr"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	194d4e57-8eba-30a2-97ad-da1160845b31	253	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '254', 'attribute': 'number'}]	194d4e57-8eba-30a2-97ad-da1160845b31	"Choralsatz, BWV 385 ""Nun bitten wir den heiligen Geist"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	6b47c55a-487a-3ec6-b9d1-e1b30f6b70aa	256	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '257', 'attribute': 'number'}]	6b47c55a-487a-3ec6-b9d1-e1b30f6b70aa	"Choralsatz, BWV 386 ""Nun danket alle Gott"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	283a5089-69c5-3f7c-a1b4-22eb0103fa52	259	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '260', 'attribute': 'number'}]	283a5089-69c5-3f7c-a1b4-22eb0103fa52	"Choralsatz, BWV 387 ""Nun freut euch, Gottes Kinder all"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	2dca5d87-5534-3e92-b562-b28b3982332c	260	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '261', 'attribute': 'number'}]	2dca5d87-5534-3e92-b562-b28b3982332c	Choralsatz, BWV 388 „Nun freut euch, lieben Christen gmein“	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	76acd9c0-4757-3d75-b63c-24f8fc13c11a	268	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '269', 'attribute': 'number'}]	76acd9c0-4757-3d75-b63c-24f8fc13c11a	"Choralsatz, BWV 389 ""Nun lob, mein Seel, den Herren"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	714b77ac-34b3-36ba-b4a8-cd5a35a32fa7	269	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '270', 'attribute': 'number'}]	714b77ac-34b3-36ba-b4a8-cd5a35a32fa7	"Choralsatz, BWV 390 ""Nun lob, mein Seel, den Herren"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	2bb7fb54-9776-37bd-a043-5f7af10a8640	272	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '273', 'attribute': 'number'}]	2bb7fb54-9776-37bd-a043-5f7af10a8640	"Choralsatz, BWV 391 ""Nun preiset alle Gottes Barmherzigkeit"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	53f50f96-df22-3813-bd1e-bd755991acfa	297	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '298', 'attribute': 'number'}]	53f50f96-df22-3813-bd1e-bd755991acfa	"Choralsatz, BWV 392 ""Nun ruhen alle Wälder"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	8acd0f50-f710-4a4c-aef1-70133c1b951b	288	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '289', 'attribute': 'number'}]	8acd0f50-f710-4a4c-aef1-70133c1b951b	"Choralsatz, BWV 393 ""O Welt, sieh hier dein Leben"""	deu	"Same music as BWV 247: VII. ""Ich, ich und meine Sünden"""
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	cf5a7c83-e418-4ca2-ad73-a0ef5db1d3fd	289	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '290', 'attribute': 'number'}]	cf5a7c83-e418-4ca2-ad73-a0ef5db1d3fd	"Choralsatz, BWV 394 ""O Welt, sieh hier dein Leben"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	60052ae8-56e0-3b5b-97a7-e2c4bc7c27ec	290	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '291', 'attribute': 'number'}]	60052ae8-56e0-3b5b-97a7-e2c4bc7c27ec	"Choralsatz, BWV 395 ""O Welt, ich muß dich lassen"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	b8096edb-e05e-359c-9aeb-d8a6d8cf947d	273	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '274', 'attribute': 'number'}]	b8096edb-e05e-359c-9aeb-d8a6d8cf947d	"Choralsatz, BWV 396 ""Nun sich der Tag geendet hat"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	4e9b4854-eb65-4efe-b8b9-8b2c145c241c	274	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '275', 'attribute': 'number'}]	4e9b4854-eb65-4efe-b8b9-8b2c145c241c	"Choralsatz, BWV 397 ""O Ewigkeit, du Donnerwort"""	deu	"music same as BWV 247: XI. ""Wach auf, o Mensch, vom Sündenschlaf"""
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	829c3589-b9df-4735-adc2-e974b08619f2	276	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '277', 'attribute': 'number'}]	829c3589-b9df-4735-adc2-e974b08619f2	"Choralsatz, BWV 398 ""O Gott, du frommer Gott"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	f1e8fd80-ce49-3f2d-a44a-3c3e20270383	281	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '282', 'attribute': 'number'}]	f1e8fd80-ce49-3f2d-a44a-3c3e20270383	"Choralsatz, BWV 399 ""O Gott, du frommer Gott"""	deu	
part of	b0d44366-cdf0-3acb-bee6-0f65a77a6ef0	467f3ba5-ba1d-4833-8447-d4a65bd8f350	283	forward	['number']	[{'type-id': 'a59c5830-5ec7-38fe-9a21-c7ea54f6650a', 'value': '284', 'attribute': 'number'}]	467f3ba5-ba1d-4833-8447-d4a65bd8f350	"Choralsatz, BWV 400 ""O Herzensangst, o Bangigkeit und Zagen"""	deu	
