filename	cd	track	title	bwv	cd	track	track_title	recording_title	chorale	recording_id
02-79 Jesu Leiden, Pein und Tod (Cantata, BWV 159).mp3	2	79	Jesu Leiden, Pein und Tod (Cantata, BWV 159).mp3	159	4	36	Jesu Leiden, Pein und Tod (Cantata BWV159)	Jesu Leiden, Pein und Tod, Cantata BWV 159	194	570cf8f9-5d4d-46eb-bfad-9fe50fcc6d96
02-80 Jesus Christus, unser Heiland, BWV 363.mp3	2	80	Jesus Christus, unser Heiland, BWV 363.mp3	363	4	37	Jesus Christus, unser Heiland BWV363	Jesus Christus, unser Heiland, BWV 363	206	1254cd37-a9ae-44f9-8fcd-fb69d9f2901b
02-81 Jesus Christus, unser Heiland, BWV 364.mp3	2	81	Jesus Christus, unser Heiland, BWV 364.mp3	364	4	38	Jesus Christus, unser Heiland BWV364	Jesus Christus, unser Heiland, BWV 364	207	82edc268-b5ba-4dbd-a1d1-38366be23510
02-82 Jesus, meine Zuversicht (Cantata, BWV 145).mp3	2	82	Jesus, meine Zuversicht (Cantata, BWV 145).mp3	145	4	39	Jesus, meine Zuversicht (Cantata BWV145)	Jesus, meine Zuversicht, Cantata BWV 145	209	b4a0b18d-1fc2-4278-82ea-d734ceb8c621
02-83 In dich hab' ich gehoffet, Herr (St Matthew Passion, BWV 244).mp3	2	83	In dich hab' ich gehoffet, Herr (St Matthew Passion, BWV 244).mp3	244	4	40	In dich hab. ich gehoffet, Herr (Matthäus-Passion)	In dich hab' ich gehoffet, Herr, St. Matthew Passion	213	49350695-76f6-41d6-acdc-a48e43e70682
02-84 Mach's mit mir, Gott, nach deiner Güt' (St John Passion, BWV 245).mp3	2	84	Mach's mit mir, Gott, nach deiner Güt' (St John Passion, BWV 245).mp3	245	4	41	Mach.s mit mir, Gott, nach deiner Güt. (Johannes-Passion)	Mach's mit mir, Gott, nach deiner Güt', St. John Passion	239	fc93035f-6bc3-4e1e-b018-7ed0d86f5ae4
02-85 Meinen Jesum lass' ich nicht (St Matthew Passion, BWV 244).mp3	2	85	Meinen Jesum lass' ich nicht (St Matthew Passion, BWV 244).mp3	244	4	42	Meinen Jesum lass. ich nicht (Matthäus-Passion)	Meinen Jesum lass' ich nicht, St. Matthew Passion	247	65a7ec50-0bb7-42f9-95b2-8d1dabc7bbb9
02-86 O Herzensangst, o Bangigkeit und Zagen, BWV 400.mp3	2	86	O Herzensangst, o Bangigkeit und Zagen, BWV 400.mp3	400	4	43	O Herzensangst, o Bangigkeit und Zagen BWV400	O Herzensangst, o Bangigkeit und Zagen, BWV 400	284	af98cdfa-914a-4e59-8b7d-b5fe732ae132
02-87 O Lamm Gottes, unschuldig, BWV 401.mp3	2	87	O Lamm Gottes, unschuldig, BWV 401.mp3	401	4	44	O Lamm Gottes, unschuldig BWV401	O Lamm Gottes, unschuldig, BWV 401	285	7840fc33-683c-43de-a275-e1c57b10b129
02-88 O Mensch, bewein' dein Sünde groß, BWV 402.mp3	2	88	O Mensch, bewein' dein Sünde groß, BWV 402.mp3	402	4	45	O Mensch, bewein. dein Sünde groß BWV402	O Mensch, bewein' dein Sünde groß, BWV 402	286	80b9aaf3-97fa-49c7-980f-4f3dc8dfb2a9
02-89 O Mensch, schau Jesum Christum an, BWV 403.mp3	2	89	O Mensch, schau Jesum Christum an, BWV 403.mp3	403	4	46	O Mensch, schau Jesum Christum an BWV403	O Mensch, schau Jesum Christum an, BWV 405	287	2d7bc3f1-a63e-4a9c-84ba-4d44f7ea8158
02-90 O Traurigkeit, o Herzeleid, BWV 404.mp3	2	90	O Traurigkeit, o Herzeleid, BWV 404.mp3	404	4	47	O Traurigkeit, o Herzeleid BWV404	O Traurigkeit, O Herzeleid, BWV 404	288	22d4c7af-b562-4a89-b20b-ebf913c0f2ba
02-91 O Welt, ich muß dich lassen, BWV 394.mp3	2	91	O Welt, ich muß dich lassen, BWV 394.mp3	394	4	48	O Welt, ich muß dich lassen BWV394	O Welt, ich muß dich lassen, BWV 394	290	30df5cf4-66cc-4f41-8038-74d8681112ba
02-92 O Welt, ich muß dich lassen, No. 1 (St Matthew Passion, BWV 244).mp3	2	92	O Welt, ich muß dich lassen, No. 1 (St Matthew Passion, BWV 244).mp3	244	4	49	O Welt, ich muß dich lassen (Matthäus-Passion)	O Welt, ich muß dich lassen, St. Matthew Passion	294	10a32d79-e3e7-483a-95ff-069b7b34dff0
02-93 O Welt, ich muß dich lassen (St John Passion, BWV 245).mp3	2	93	O Welt, ich muß dich lassen (St John Passion, BWV 245).mp3	245	4	50	O Welt, ich muß dich lassen (Johannes-Passion)	O Welt, ich muß dich lassen, St. John Passion	293	9d9827e7-76c6-4433-b2d3-8c1fc79fa4ba
02-94 O Welt, ich muß dich lassen, No. 2 (St Matthew Passion, BWV 244).mp3	2	94	O Welt, ich muß dich lassen, No. 2 (St Matthew Passion, BWV 244).mp3	244	4	51	O Welt, ich muß dich lassen (Matthäus-Passion)	O Welt, ich muß dich lassen, St. Matthew Passion	292	d4252d86-936c-437e-a477-e094fb30807a
02-95 O wir armen Sünder, BWV 407.mp3	2	95	O wir armen Sünder, BWV 407.mp3	407	4	52	O wir armen Sünder BWV407	O wir armen Sünder, BWV 407	301	ebf49c14-198e-4e26-b0b3-4d61790bd582
02-96 Schaut, ihr Sünder, BWV 408.mp3	2	96	Schaut, ihr Sünder, BWV 408.mp3	408	4	53	Schaut, ihr Sünder BWV408	Schaut, ihr Sünder, BWV 408	303	8dd9af6b-91a3-4c18-9b53-7ef6486ef0e7
02-97 Sei gegrüßet, Jesu gütig, BWV 410.mp3	2	97	Sei gegrüßet, Jesu gütig, BWV 410.mp3	410	4	54	Sei gegrüßet, Jesu gütig BWV410	Sei gegrüßet, Jesu gütig, BWV 410	307	c27ad9ae-8950-4515-afcb-f89729fa9b91
02-98 So giebst du nun, mein Jesu, gute Nacht, BWV 412.mp3	2	98	So giebst du nun, mein Jesu, gute Nacht, BWV 412.mp3	412	4	55	So giebst du nun, mein Jesu, gute Nacht BWV412	So giebst du nun, mein Jesu, gute Nacht, BWV 412	310	a523ed2b-402b-43ff-a355-aeaab3efdf64
02-99 Valet will ich dir geben (St John Passion).mp3	2	99	Valet will ich dir geben (St John Passion).mp3		4	56	Valet will ich dir geben (Johannes-Passion)	Valet will ich dir geben, St. John Passion	315	b7ffd162-21d2-47c3-96f4-8cf5732e3911
02-100 Werde munter, mein Gemüthe (St Matthew Passion).mp3	2	100	Werde munter, mein Gemüthe (St Matthew Passion).mp3				duplicate of 01-37 (Chorale no. 361)			
02-101 Ach bleib bei uns, Herr Jesu Christ, BWV 253.mp3	2	101	Ach bleib bei uns, Herr Jesu Christ, BWV 253.mp3	253	5	1	Ach bleib bei uns, Herr Jesu Christ BWV253	Ach bleib bei uns, Herr Jesu Christ, BWV 253	1	688b2af6-8cbd-487c-bfb8-b36a6517dfc5
02-102 Ach Gott, erhör' mein Seufzen!, BWV 254.mp3	2	102	Ach Gott, erhör' mein Seufzen!, BWV 254.mp3	254	5	2	Ach Gott, erhör. mein Seufzen! BWV254	Ach Gott, erhör' mein Seufzen!, BWV 254	2	3ddc5341-a4b8-4124-a9bd-4f7da057bf8a
03-01 Ach Gott und Herr, BWV 255.mp3	3	1	Ach Gott und Herr, BWV 255.mp3	255	5	3	Ach Gott und Herr BWV255	Ach Gott und Herr, BWV 255	3	bd76aab5-038c-40d5-a878-862862fab963
03-02 Ach Gott, vom Himmel sieh' darein (Cantata, BWV 153).mp3	3	2	Ach Gott, vom Himmel sieh' darein (Cantata, BWV 153).mp3	153	5	4	Ach Gott, vom Himmel sieh. darein (Cantata BWV153)	Ach Gott, vom Himmel sieh' darein, Cantata BWV 153	5	800bbab5-df54-456b-b7f9-c49508e325f6
03-03 Ach Gott, wie manches Herzeleid (Cantata, BWV 3).mp3	3	3	Ach Gott, wie manches Herzeleid (Cantata, BWV 3).mp3	3	5	5	Ach Gott, wie manches Herzeleid (Cantata BWV3)	Ach Gott, wie manches Herzeleid, Cantata BWV 3	8	6160795c-eb7e-4b9f-b193-6e84474f28ae
03-04 Ach, was soll ich Sünder machen, BWV 259.mp3	3	4	Ach, was soll ich Sünder machen, BWV 259.mp3	259	5	6	Ach, was soll ich Sünder machen BWV259	Ach, was soll ich Sünder machen, BWV 259	10	67de9b8d-6588-45fc-9bb7-c0a042ed4194
03-05 Allein zu dir, Herr Jesu Christ, BWV 261.mp3	3	5	Allein zu dir, Herr Jesu Christ, BWV 261.mp3	261	5	7	Allein zu dir, Herr Jesu Christ BWV261	Allein zu dir, Herr Jesu Christ, BWV 261	15	97d6648b-e288-4e83-bf9d-d14949c355c3
03-06 Alle Menschen müssen sterben (Cantata, BWV 162).mp3	3	6	Alle Menschen müssen sterben (Cantata, BWV 162).mp3	162	5	8	Alle Menschen müssen sterben (Cantata BWV162)	Alle Menschen müssen sterben, Cantata BWV 162	18	4dac9f80-29f4-47b1-afdd-ee180ea8ffb1
03-07 Auf, auf, mein Herz, und du mein ganzer Sinn, BWV 268.mp3	3	7	Auf, auf, mein Herz, und du mein ganzer Sinn, BWV 268.mp3	268	5	9	Auf, auf, mein Herz, und du mein ganzer Sinn BWV268	Auf, auf, mein Herz, und du mein ganzer Sinn, BWV 268	24	ca1c23fa-466a-42f4-b875-fffe7c33b8ec
03-08 Auf meinen lieben Gott (Cantata, BWV 188).mp3	3	8	Auf meinen lieben Gott (Cantata, BWV 188).mp3	188	5	10	Auf meinen lieben Gott (Cantata BWV188)	Auf meinen lieben Gott, Cantata BWV 188	25	c7197014-16db-45a4-9966-04773d91969c
03-09 Auf meinen lieben Gott (Cantate, BWV 89).mp3	3	9	Auf meinen lieben Gott (Cantate, BWV 89).mp3	89	5	11	Auf meinen lieben Gott (Cantata BWV89)	Auf meinen lieben Gott, Cantate BWV 89	26	e91fa7d6-2ec4-4a22-98a7-667fc1a18817
03-10 Auf meinen lieben Gott (Cantata, BWV 5).mp3	3	10	Auf meinen lieben Gott (Cantata, BWV 5).mp3	5	5	12	Auf meinen lieben Gott (Cantata BWV5)	Auf meinen lieben Gott, Cantata BWV 5	28	0ff983dc-1628-491c-a399-009e8f0ba428
03-11 Auf meinen lieben Gott (Cantate, BWV 148).mp3	3	11	Auf meinen lieben Gott (Cantate, BWV 148).mp3	148	5	13	Auf meinen lieben Gott (Cantata BWV148)	Auf meinen lieben Gott, Cantate BWV 148	29	83a82f36-81d5-4a22-8fd9-c9f4ecb19290
03-12 Aus meines Herzens Grunde, BWV 269.mp3	3	12	Aus meines Herzens Grunde, BWV 269.mp3	269	5	14	Aus meines Herzens Grunde BWV269	Aus meines Herzens Grunde, BWV 269	30	5d43a970-4140-4053-8535-6372d668cf9d
03-13 Aus tiefer Noth schrei ich zu dir (Cantata, BWV 38).mp3	3	13	Aus tiefer Noth schrei ich zu dir (Cantata, BWV 38).mp3	38	5	15	Aus tiefer Noth schrei ich zu dir (Cantata BWV38)	Aus tiefer Noth schrei ich zu dir, Cantata BWV 38	31	6bf4eb56-55e7-410a-8c8d-a6ec8bcf0e04
03-14 Befiehl du deine Wege, BWV 272.mp3	3	14	Befiehl du deine Wege, BWV 272.mp3	272	5	16	Befiehl du deine Wege BWV272	Befiehl du deine Wege, BWV 272	32	15507800-46ff-4eee-ae12-f0f68974f6dd
03-15 Christ, der du bist der helle Tag, BWV 273.mp3	3	15	Christ, der du bist der helle Tag, BWV 273.mp3	273	5	17	Christ, der du bist der helle Tag BWV273	Christ, der du bist der helle Tag, BWV 275	33	565048ce-d9cf-4cdf-a462-8370def8f6fe
03-16 Christe, der du bist Tag und Licht, BWV 274.mp3	3	16	Christe, der du bist Tag und Licht, BWV 274.mp3	274	5	18	Christe, der du bist Tag und Licht BWV274	Christe, der du bist Tag und Licht, BWV 274	34	bcd3f33f-7372-49db-84ac-d6ea0f663f6a
03-17 Christe, du Beistand deiner Kreuzgemeinde, BWV 275.mp3	3	17	Christe, du Beistand deiner Kreuzgemeinde, BWV 275.mp3	275	5	19	Christe, du Beistand deiner Kreuzgemeinde BWV275	Christe, du beistand deiner Kreuzgemeinde, BWV 275	35	f566c96b-26b3-4cd6-9d70-bdfbcc438d4b
03-18 Christ, unser Herr, zum Jordan kam, BWV 280.mp3	3	18	Christ, unser Herr, zum Jordan kam, BWV 280.mp3	280	5	20	Christ, unser Herr, zum Jordan kam BWV280	Christ, unser Herr, zum Jordan kam, BWV 280	43	fd83880b-44b7-42a8-b9f2-5e83b3e71a3b
03-19 Christ, unser Herr, zum Jordan kam (Cantata, BWV 176).mp3	3	19	Christ, unser Herr, zum Jordan kam (Cantata, BWV 176).mp3	176	5	21	Christ, unser Herr, zum Jordan kam (Cantata BWV176)	Christ, unser Herr, zum Jordan kam, Cantata BWV 176	45	1e615e6d-8f9d-439d-9be3-443b6f865184
03-20 Christus, der ist mein Leben, BWV 281.mp3	3	20	Christus, der ist mein Leben, BWV 281.mp3	281	5	22	Christus, der ist mein Leben BWV281	Christus, der ist mein Leben, BWV 281	46	cf179fc8-80de-4953-987a-574fddc3ce9f
03-21 Christus, der ist mein Leben BVW282.mp3	3	21	Christus, der ist mein Leben BVW282.mp3		5	23	Christus, der ist mein Leben BVW282	Christus, der ist mein Leben, BWV 282	47	7face35d-fdb1-4f45-aff6-180c1dba6bdd
03-22 Danket dem Herrn, denn er ist freundlich, BWV 286.mp3	3	22	Danket dem Herrn, denn er ist freundlich, BWV 286.mp3	286	5	24	Danket dem Herrn, denn er ist freundlich BWV286	Danket dem Herrn, denn er ist freundlich, BWV 286	53	a5b5b0f9-82e3-49f8-b3df-22caea2c1a53
03-23 Dank sei Gott in der Höhe, BWV 287.mp3	3	23	Dank sei Gott in der Höhe, BWV 287.mp3	287	5	25	Dank sei Gott in der Höhe BWV287	Dank sei Gott in der Höhe, BWV 287	54	dfc53950-3c47-461a-928f-38ef6b2ee92c
03-24 Das alte Jahr vergangen ist, BWV 288.mp3	3	24	Das alte Jahr vergangen ist, BWV 288.mp3	288	5	26	Das alte Jahr vergangen ist BWV288	Das alte Jahr vergangen ist, BWV 288	55	ffe40ee9-a041-4063-ab33-d42a7738ff69
03-25 Das walt' Gott Vater und Gott Sohn, BWV 290.mp3	3	25	Das walt' Gott Vater und Gott Sohn, BWV 290.mp3	290	5	27	Das walt. Gott Vater und Gott Sohn BWV290	Das walt' Gott Vater und Gott Sohn, BWV 290	58	8d9316d3-45e0-411e-ae9b-8c62712b1a61
03-26 Das walt' mein Gott, BWV 291.mp3	3	26	Das walt' mein Gott, BWV 291.mp3	291	5	28	Das walt. mein Gott BWV291	Das walt' mein Gott, BWV 291	59	76a7fe9c-d637-4770-8bad-b475ce20efa9
03-27 Den Vater dort oben, BWV 292.mp3	3	27	Den Vater dort oben, BWV 292.mp3	292	5	29	Den Vater dort oben BWV292	Den Vater dort oben, BWV 292	60	9fa36f94-13f8-44b1-a156-e1340e6323b0
03-28 Der du bist drei in Einigkeit, BWV 293.mp3	3	28	Der du bist drei in Einigkeit, BWV 293.mp3	293	5	30	Der du bist drei in Einigkeit BWV293	Der du bist drei in Einigkeit, BWV 295	61	5b4d3d24-3a03-43b3-9ac3-68605de980bf
03-29 Die Nacht ist kommen, BWV 296.mp3	3	29	Die Nacht ist kommen, BWV 296.mp3	296	5	31	Die Nacht ist kommen BWV296	Die nacht ist kommen, BWV 296	64	6ee85743-c42b-4f73-9ac2-02a1b4747052
03-30 Die Sonn' hat sich mit ihrem Glanz, BWV 297.mp3	3	30	Die Sonn' hat sich mit ihrem Glanz, BWV 297.mp3	297	5	32	Die Sonn. hat sich mit ihrem Glanz BWV297	Die Sonn' hat sich mit ihrem Glanz, BWV 297	65	cfff8cf3-e438-4034-92e8-7b0dc453fb6e
03-31 Dir, dir, Jehova, will ich singen, BWV 299.mp3	3	31	Dir, dir, Jehova, will ich singen, BWV 299.mp3	299	5	33	Dir, dir, Jehova, will ich singen BWV299	Dir, dir, Jehova, will ich singen, BWV 299	67	85be0286-3b51-4d03-a2a5-5a54c3bac710
03-32 Du Friedefürst, Herr Jesu Christ (Cantata, BWV 67).mp3	3	32	Du Friedefürst, Herr Jesu Christ (Cantata, BWV 67).mp3	67	5	34	Du Friedefürst, Herr Jesu Christ (Cantata BWV67)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 67	68	3a01bbc3-a543-4c07-b603-00d821072266
03-33 Du Friedefürst, Herr Jesu Christ (Cantata, BWV 116).mp3	3	33	Du Friedefürst, Herr Jesu Christ (Cantata, BWV 116).mp3	116	5	35	Du Friedefürst, Herr Jesu Christ (Cantata BWV116)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 116	69	477f8e79-f133-4674-b70d-4cb93f56c3c5
03-34 Du, o schönes Weltgebäude, BWV 301.mp3	3	34	Du, o schönes Weltgebäude, BWV 301.mp3	301	5	36	Du, o schönes Weltgebäude BWV301	Du, o schönes Weltgebäude, BWV 301	71	f1c3c099-e541-493d-a716-9535ee8f3cd5
03-35 Du, o schönes Weltgebäude (Cantata, BWV 56).mp3	3	35	Du, o schönes Weltgebäude (Cantata, BWV 56).mp3	56	5	37	Du, o schönes Weltgebäude (Cantata BWV56)	Du, o schönes Weltgebäude, Cantata BWV 56	72	3cd8e56a-f820-4f0b-8124-daabd05c95ec
03-36 Durch Adams Fall ist ganz verderbt (Cantata, BWV 18).mp3	3	36	Durch Adams Fall ist ganz verderbt (Cantata, BWV 18).mp3	18	5	38	Durch Adams Fall ist ganz verderbt (Cantata BWV18)	Durch Adams Fall ist ganz verderbt, Cantata BWV 18	73	45e0dd14-4425-4eb9-8891-b7e4c7bd91c5
03-37 Ein' feste Burg ist unser Gott, BWV 302.mp3	3	37	Ein' feste Burg ist unser Gott, BWV 302.mp3	302	5	39	Ein. feste Burg ist unser Gott BWV302	Ein' feste Burg ist unser Gott, BWV 302	74	ec595aa2-1332-4f85-a9cf-c64c527d6c2b
03-38 Ein' feste Burg ist unser Gott, BWV 303.mp3	3	38	Ein' feste Burg ist unser Gott, BWV 303.mp3	303	5	40	Ein. feste Burg ist unser Gott BWV303	Ein' feste Burg ist unser Gott, BWV 303	75	5368cf02-1951-41cb-937f-9fcbe4fb2243
03-39 Ein' feste Burg ist unser Gott (Cantata, BWV 80).mp3	3	39	Ein' feste Burg ist unser Gott (Cantata, BWV 80).mp3	80	5	41	Ein. feste Burg ist unser Gott (Cantata BWV80)	Ein' feste Burg ist unser Gott, Cantata BWV 80	76	d9ca4e75-62d1-4aca-a7af-86a5b5afc32e
03-40 Eins ist noth, ach Herr, dies Eine, BWV 304.mp3	3	40	Eins ist noth, ach Herr, dies Eine, BWV 304.mp3	304	5	42	Eins ist noth, ach Herr, dies Eine BWV304	Eins ist noth, ach Herr, dies Eine, BWV 304	77	1d67371c-3f4d-4880-b3ca-a68f89d416b7
03-41 Erbarm' dich mein, o Herre Gott, BWV 305.mp3	3	41	Erbarm' dich mein, o Herre Gott, BWV 305.mp3	305	5	43	Erbarm. dich mein, o Herre Gott BWV305	Erbarm' dich mein, o Herre Gott, BWV 305	78	1ea42cd0-2480-429a-ae44-4bf67ccc547a
03-42 Erhalt' uns, Herr, bei deinem Wort (Cantata, BWV 6).mp3	3	42	Erhalt' uns, Herr, bei deinem Wort (Cantata, BWV 6).mp3	6	5	44	Erhalt. uns, Herr, bei deinem Wort (Cantata BWV6)	Erhalt' uns, Herr, bei deinem Wort, Cantata BWV 6	79	352cbd31-052c-44ac-9820-9b6d359625ea
03-43 Es ist das Heil uns kommen her (Cantata, BWV 117).mp3	3	43	Es ist das Heil uns kommen her (Cantata, BWV 117).mp3	117	5	45	Es ist das Heil uns kommen her (Cantata BWV117)	Es ist das Heil uns kommen her, Cantata BWV 117	90	c56708c4-ec08-449f-b8a0-deeabd0d8f59
03-44 Es ist genug; so nimm, Herr, meinen Geist (Cantata, BWV 60).mp3	3	44	Es ist genug; so nimm, Herr, meinen Geist (Cantata, BWV 60).mp3	60	5	46	Es ist genug; so nimm, Herr, meinen Geist (Cantata BWV60)	Es ist genug; so nimm, Herr, meinen Geist, Cantata BWV 60	91	c5715301-2a29-4ad9-aff1-3990a410e867
03-45 Es spricht der Unweisen Mund wohl, BWV 308.mp3	3	45	Es spricht der Unweisen Mund wohl, BWV 308.mp3	308	5	47	Es spricht der Unweisen Mund wohl BWV308	Es spricht der Unweisen Mund wohl, BWV 308	92	847d1825-f992-45ae-a6a7-d9834191f28e
03-46 Es steh'n vor Gottes Throne, BWV 309.mp3	3	46	Es steh'n vor Gottes Throne, BWV 309.mp3	309	5	48	Es steh.n vor Gottes Throne BWV309	Es steh'n vor Gottes Throne, BWV 309	93	a5fdbae3-4f01-42df-ac69-bcbc318e6ecc
03-47 Es wir schier der letzte Tag herkommen, BWV 310.mp3	3	47	Es wir schier der letzte Tag herkommen, BWV 310.mp3	310	5	49	Es wir schier der letzte Tag herkommen BWV310	Es wir schier der letzte Tag herkommen, BWV 310	94	219dd179-fb8c-4d0c-9f68-58afb3e2d16f
03-48 Es woll' uns Gott genädig sein, BWV 312.mp3	3	48	Es woll' uns Gott genädig sein, BWV 312.mp3	312	5	50	Es woll. uns Gott genädig sein BWV312	Es woll' uns Gott genädig sein, BWV 312	96	66f26f41-036e-4460-8929-3f8bf70c9362
03-49 Freu dich sehr, o meine Seel (Cantata, BWV 70).mp3	3	49	Freu dich sehr, o meine Seel (Cantata, BWV 70).mp3	70	5	51	Freu dich sehr, o meine Seel (Cantata BWV70)	Freu dich sehr, o meine Seel, Cantata BWV 70	98	f2fdd774-8ddd-44b8-b576-d20b80470a09
03-50 Freu dich sehr, o meine Seele (Cantate, BWV 39).mp3	3	50	Freu dich sehr, o meine Seele (Cantate, BWV 39).mp3	39	5	52	Freu dich sehr, o meine Seele (Cantata BWV39)	Freu dich sehr, o meine Seele, Cantate BWV 39	104	e0ad7af6-5f1a-45ca-babd-05bc10a1e5e5
03-51 Gib dich zufrieden und sei stille, BWV 315.mp3	3	51	Gib dich zufrieden und sei stille, BWV 315.mp3	315	5	53	Gib dich zufrieden und sei stille BWV315 1.07(Johannes-Passion)	Gib dich zufrieden und sei stille, BWV 315	111	f630c8b6-1b86-4c7e-a6aa-853bb16b7215
03-52 Gott, der du selber bist das Licht, BWV 316.mp3	3	52	Gott, der du selber bist das Licht, BWV 316.mp3	316	6	1	Gott, der du selber bist das Licht BWV316	Gott, der du selber bist das Licht, BWV 316	112	51f860ec-fbf0-49e0-a849-5b6244688bb1
03-53 Gott hat das Evangelium, BWV 319.mp3	3	53	Gott hat das Evangelium, BWV 319.mp3	319	6	2	Gott hat das Evangelium BWV319	Gott hat das Evangelium, BWV 319	116	16a117c9-2972-44f9-906f-5f0ecc0a9cc5
03-54 Gott lebet noch, BWV 320.mp3	3	54	Gott lebet noch, BWV 320.mp3	320	6	3	Gott lebet noch BWV320	Gott lebet noch, BWV 320	117	613f52d7-3d11-4c3a-b1a9-d560f0197868
03-55 Gottlob, es geht nunmehr zu Ende, BWV 321.mp3	3	55	Gottlob, es geht nunmehr zu Ende, BWV 321.mp3	321	6	4	Gottlob, es geht nunmehr zu Ende BWV321	Gottlob, es geht nunmehr zu Ende, BWV 321	118	f980a618-5976-485d-b962-078442593e95
03-56 Helft mir Gott's Güte preisen (Cantata, BWV 16).mp3	3	56	Helft mir Gott's Güte preisen (Cantata, BWV 16).mp3	16	6	5	Helft mir Gott.s Güte preisen (Cantata BWV16)	Helft mir Gott's Güte preisen, Cantata BWV 16	125	fb1ba6df-cbb7-4605-be04-85d7a3b4089b
03-57 Helft mir Gott's Güte preisen (Cantata, BWV 183).mp3	3	57	Helft mir Gott's Güte preisen (Cantata, BWV 183).mp3	183	6	6	Helft mir Gott.s Güte preisen (Cantata BWV183)	Helft mir Gott's Güte preisen, Cantata BWV 185	126	47fc7428-545f-48e9-a74b-a9491b51b639
03-58 Herr Christ, der einig' Gott's Sohn (Cantata, BWV 164).mp3	3	58	Herr Christ, der einig' Gott's Sohn (Cantata, BWV 164).mp3	164	6	7	Herr Christ, der einig. Gott.s Sohn (Cantata BWV164)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 164	127	6feb5c97-9b02-4c54-999a-a550e1fe8408
03-59 Herr Christ, der einig' Gott's Sohn (Cantata, BWV 96).mp3	3	59	Herr Christ, der einig' Gott's Sohn (Cantata, BWV 96).mp3	96	6	8	Herr Christ, der einig. Gott.s Sohn (Cantata BWV96)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 96	128	83b21c0c-fb5f-4b90-87dc-6a8d735e8ac6
03-60 Herr Gott, dich loben alle wir, BWV 326.mp3	3	60	Herr Gott, dich loben alle wir, BWV 326.mp3	326	6	9	Herr Gott, dich loben alle wir BWV326	Herr Gott, dich loben alle wir, BWV 326	129	bca87785-008b-447f-8da8-04edca04bc56
03-61 Herr Gott, dich loben alle wir, BWV 327.mp3	3	61	Herr Gott, dich loben alle wir, BWV 327.mp3	327	6	10		Herr Gott, dich loben alle wir BWV327	132	bed3e181-b12b-4948-8229-2b569ff901dc
03-62 Herr Gott, dich loben alle wir, BWV 328.mp3	3	62	Herr Gott, dich loben alle wir, BWV 328.mp3	328	6	11	Herr Gott, dich loben alle wir BWV328	Herr Gott, dich loben alle wir, BWV 328	133	2f4e5c19-a8ac-41a5-9627-a2aea15593f7
03-63 Herr Gott, dich loben wir (Cantata, BWV 119).mp3	3	63	Herr Gott, dich loben wir (Cantata, BWV 119).mp3	119	6	12	Herr Gott, dich loben wir (Cantata BWV119)	Herr Gott, dich loben wir, Cantata BWV 119	134	d4c9e390-b9bf-41bd-91dc-92c605fa1c27
03-64 Herr Gott, dich loben wir (Cantata, BWV 120).mp3	3	64	Herr Gott, dich loben wir (Cantata, BWV 120).mp3	120	6	13	Herr Gott, dich loben wir (Cantata BWV120)	Herr Gott, dich loben wir, Cantata BWV 120	135	0dbe21d7-1fb9-490d-bb5e-15c1018a8274
03-65 Herr, ich denk' an jene Zeit, BWV 329.mp3	3	65	Herr, ich denk' an jene Zeit, BWV 329.mp3	329	6	14	Herr, ich denk. an jene Zeit BWV329	Herr, ich denk' an jene Zeit, BWV 329	136	fe5ca170-13ed-4ed9-9b7c-bfe9f622fdd0
03-66 Herr, ich habe mißgehandelt, BWV 330.mp3	3	66	Herr, ich habe mißgehandelt, BWV 330.mp3	330	6	15	Herr, ich habe mißgehandelt BWV330	Herr, ich habe mißgehandelt, BWV 330	137	199eae1c-7f07-4a56-8eb1-646e94437abb
03-67 Herr Jesu Christ, dich zu uns wend', BWV 332.mp3	3	67	Herr Jesu Christ, dich zu uns wend', BWV 332.mp3	332	6	16	Herr Jesu Christ, dich zu uns wend. BWV332	Herr Jesu Christ, dich zu uns wend', BWV 332	139	8930d926-7be1-412d-8ec2-2bf4dc283463
03-68 Herr Jesu Christ, du hast bereit't, BWV 333.mp3	3	68	Herr Jesu Christ, du hast bereit't, BWV 333.mp3	333	6	17	Herr Jesu Christ, du hast bereit.t BWV333	Herr Jesu Christ, du hast bereit't, BWV 333	140	81d74e38-7b5b-443d-a3d0-228a4d05118d
03-69 Herr Jesu Christ, du höchstes Gut, BWV 334.mp3	3	69	Herr Jesu Christ, du höchstes Gut, BWV 334.mp3	334	6	18	Herr Jesu Christ, du höchstes Gut BWV334	Herr Jesu Christ, du höchstes Gut, BWV 334	141	274c2d22-ebc7-42af-b90c-b0f6eb93ecec
03-70 Herr Jesu Christ, du höchstes Gut (Cantata, BWV 168).mp3	3	70	Herr Jesu Christ, du höchstes Gut (Cantata, BWV 168).mp3	168	6	19	Herr Jesu Christ, du höchstes Gut (Cantata BWV168)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 168	143	fc2f35db-48dc-422d-8878-12d7457f9962
